阿爸	aaba
莫大	moda
魔道	modc
末代	modd
摸得	mode
摩登	modg
没顶	modk
抹掉	modn
末端	modr
默读	modu
摩尔	moer
墨粉	moff
莫负	mofu
莫非	mofw
摩根	mogf
魔怪	mogk
磨光	mogl
莫过	mogo
莫管	mogr
磨耗	mohc
摹绘	mohv
抹黑	mohw
末后	mohz
摸出	moi
摸查	moia
摸出	moiu
莫愁	moiz
墨迹	moji
墨镜	mojk
魔教	mojn
墨客	moke
魔窟	moku
抹了	mole
磨烂	molj
磨炼	molm
末了	moln
没落	molo
末流	molq
末路	molu
墨绿	molv
磨面	momm
莫能	mong
末年	monm
摸排	mopd
磨皮	mopi
磨平	mopk
磨破	mopo
抹去	moqu
末日	mori
蓦然	morj
漠然	morj
莫若	moro
墨色	mose
摩丝	mosi
默算	mosr
默诵	moss
磨碎	mosv
摩天	motm
摸透	motz
磨砂	moua
末梢	mouc
抹上	mouh
摸查	mova
魔爪	movc
摸着	move
魔掌	movh
墨汁	movi
墨竹	movu
摸准	movy
魔咒	movz
末位	mow
魔王	mowh
摩西	moxi
默想	moxl
默写	moxp
默许	moxu
磨牙	moya
莫邪	moye
墨鱼	moyu
模子	mozi
磨嘴	mozv
灭顶	mpd
灭灯	mpdg
灭顶	mpdk
摸爬滚打	mpgd
冒牌货	mph
蔑称	mpig
灭虫	mpis
灭迹	mpji
满盘皆输	mpju
灭菌	mpjy
灭口	mpkz
灭门	mpm
灭门	mpmf
咩咩	mpmp
篾片	mppm
孟婆汤	mpt
灭杀	mpua
灭鼠	mpuu
灭种	mpvs
篾席	mpxi
灭族	mpz
灭族	mpzu
明枪暗箭	mqaj
摩拳擦掌	mqcv
谬传	mqir
美其名曰	mqmy
满腔热忱	mqri
缪斯	mqsi
谋取私利	mqsl
麻雀虽小	mqsx
谬误	mqw
谬误	mqwu
目前为止	mqwv
明枪易躲	mqyd
马前卒	mqz
明人不做暗事	mrbu
盲人把烛	mrbv
美人迟暮	mrim
美人计	mrj
毛茸茸	mrr
面如桃花	mrth
面如土色	mrts
木人石心	mrux
漠然置之	mrvv
茅塞顿开	msdk
冥思苦想	mskx
穆斯林	msl
满头大汗	mtdh
弥天大谎	mtdh
弥天大罪	mtdz
满天飞	mtf
满堂红	mth
埋头苦干	mtkg
马蹄莲	mtl
摩托罗拉	mtll
没头没脑	mtmn
蒙太奇	mtq
慢吞吞	mtt
迷途知返	mtvf
满天星	mtx
冒天下之大不韪	mtxw
猫头鹰	mty
母爱	muai
幕宾	mubb
木本	mubf
木棒	mubh
木板	mubj
幕布	mubu
墓碑	mubw
牧草	mucc
目测	muce
民生凋敝	mudb
木雕	mudn
妙手丹青	mudq
暮冬	muds
名声大振	mudv
木墩	mudy
木耳	mue
木耳	muer
木筏	mufa
名士风流	mufl
幕府	mufu
名胜古迹	mugj
木工	mugs
募股	mugu
木瓜	mugx
木棍	mugy
母狗	mugz
妙手回春	muhi
木柴	muid
木尺	muii
亩产	muij
木船	muir
名师出高徒	muit
暮春	muiy
母鸡	muji
木匠	mujl
墓碣	mujp
面授机宜	mujy
木刻	muke
木块	mukk
募款	mukr
睦邻	mulb
牡蛎	muli
木料	muln
牧民	mumb
马瘦毛长	mumi
毛手毛脚	mumj
慕名	mumk
木讷	mune
名实难副	munf
暮年	munm
母牛	munq
母女	munv
妙手偶得	muod
木偶	muou
木牌	mup
木牌	mupd
木棚	mupg
母盘	mupj
木器	muqi
幕墙	muql
木桥	muqn
暮秋	muqq
母权	muqr
马失前蹄	muqt
牧区	muqu
瞒上欺下	muqx
木然	murj
慕容	murs
母乳	muru
木塞	musd
暮色	muse
目送	muss
暮岁	musv
母体	muti
木炭	mutj
卖身投靠	mutk
木条	mutn
木桶	muts
牧师	muui
木栓	muur
马首是瞻	muuv
木栅	muva
拇指	muvi
木桩	muvl
母猪	muvu
木屋	muwu
母系	muxi
木星	muxk
木箱	muxl
木屑	muxp
目眩	muxr
墓穴	muxt
苜蓿	muxu
牧业	muye
母婴	muyk
墓园	muyr
母子	muz
墓葬	muzh
母子	muzi
谋事在人	muzr
明争暗斗	mvad
明珠暗投	mvat
门诊部	mvb
明哲保身	mvbu
美中不足	mvbz
明知道	mvd
明正典刑	mvdx
明知故问	mvgw
民主化	mvh
命中率	mvl
墓志铭	mvm
民脂民膏	mvmg
满招损，谦受益	mvsy
墨汁未干	mvwg
毛主席	mvx
美白	mwbd
没病	mwbk
冥顽不灵	mwbl
没变	mwbm
每步	mwbv
没打	mwda
没到	mwdc
没带	mwdd
没底	mwdi
煤电	mwdm
没爹	mwdp
没动	mwds
梅毒	mwdu
每份	mwff
美方	mwfh
没饭	mwfj
妹夫	mwfu
没改	mwgd
镁光	mwgl
没给	mwgw
每行	mwhh
媚惑	mwho
每户	mwhu
美钞	mwi
美钞	mwic
美差	mwid
美称	mwig
每场	mwih
没吃	mwii
没穿	mwir
没出	mwiu
美丑	mwiz
没劲	mwjb
美籍	mwji
每件	mwjm
每句	mwju
每家	mwjx
美味佳肴	mwjy
没开	mwkd
没看	mwkj
没空	mwks
没来	mwld
霉烂	mwlj
没脸	mwlm
煤炉	mwlu
眉毛	mwmc
漫无目的	mwmd
没门	mwmf
没完没了	mwml
每面	mwmm
眉目	mwmu
没拿	mwna
每篇	mwpm
媒婆	mwpo
没谱	mwpu
没钱	mwqm
勉为其难	mwqn
煤球	mwqq
没权	mwqr
没去	mwqu
没让	mwrh
美髯	mwrj
美乳	mwru
美色	mws
美色	mwse
没死	mwsi
媚俗	mwsu
没问题	mwt
每套	mwtc
没听	mwtk
美腿	mwtv
茫无头绪	mwtx
没啥	mwua
眉梢	mwuc
美声	mwug
没上	mwuh
眉山	mwuj
没说	mwuo
没睡	mwuv
没受	mwuz
煤渣	mwva
没招	mwvc
没辙	mwve
每只	mwvi
没装	mwvl
没赚	mwvr
每种	mwvs
没准	mwvy
媚外	mwwd
没问	mwwf
每晚	mwwj
没想	mwx
眉心	mwxb
没戏	mwxi
没想	mwxl
媚笑	mwxn
没羞	mwxq
妹婿	mwxu
没要	mwyc
每样	mwyh
美意	mwyi
美艳	mwyj
渺无音信	mwyx
妹子	mwz
妹子	mwzi
目无尊长	mwzv
满心欢喜	mxhx
铭心刻骨	mxkg
瞒心昧己	mxmj
明信片	mxp
没兴趣	mxq
某些人	mxr
每小时	mxu
明修栈道	mxvd
名下无虚	mxwx
毛细血管	mxxg
莫须有	mxy
木秀于林	mxyl
命悬一线	mxyx
慢性子	mxz
扪心自问	mxzw
密云不雨	myby
每一次	myc
民怨沸腾	myft
免疫力	myl
慢一拍	myp
卖淫嫖娼	mypi
谬以千里	myql
明眼人	myr
没意思	mys
名扬四海	mysh
每一天	myt
名扬天下	mytx
民以食为天	myut
每一种	myv
慢悠悠	myy
母以子贵	myzg
某部	mzb
某部	mzbu
某次	mzc
谋财	mzcd
某次	mzci
某地	mzdi
谋定	mzdk
满载而归	mzeg
谋反	mzf
谋反	mzfj
蒙在鼓里	mzgl
谋划	mzh
谋划	mzhx
某处	mziu
某件	mzjm
某家	mzjx
牟利	mzli
谋虑	mzlv
谋面	mzmm
某男	mznj
某年	mznm
某女	mznv
谋叛	mzpj
某日	mzri
谋算	mzsr
某天	mzt
某天	mztm
谋生	mzug
谋士	mzui
谋职	mzvi
某位	mzw
某物	mzwu
某位	mzww
某月	mzyt
美滋滋	mzz
眸子	mzzi
哪边	nab
那本	nabf
那帮	nabh
哪次	nac
纳粹	nacv
哪点	nad
拿定	nadk
那点	nadm
纳福	nafu
哪敢	nagj
拿过	nago
哪管	nagr
纳贡	nags
拿给	nagw
那好	nah
那好	nahc
那还	nahd
那件	najm
那叫	najn
那家	najx
纳卡	naka
那可	nake
那口	nakz
纳兰	nalj
纳凉	nall
那类	nalw
纳闷	namf
那面	namm
纳秒	namn
南无	namo
娜娜	nana
哪能	nang
拿捏	nanp
那批	napi
那片	napm
纳妾	naqp
拿去	naqu
那群	naqy
那人	narf
那厮	nasi
那所	naso
哪算	nasr
哪天	nat
那套	natc
那台	natd
那条	natn
那头	natz
拿手	nauz
拿着	nave
哪知	navi
那幢	navl
那晚	nawj
纳新	naxb
纳西	naxi
那行	naxk
纳贤	naxm
哪样	nay
钠盐	nayj
拿走	naz
那座	nazo
拿走	nazz
拿不定	nbd
弄不好	nbh
牛不喝水强按头	nbht
难不成	nbi
怒不可遏	nbke
女扮男装	nbnv
南半球	nbq
你不仁我不义	nbry
耐不住	nbv
牛鼻子	nbz
脑波	ncbo
脑部	ncbu
闹得	ncde
闹翻	ncfj
闹鬼	ncg
脑干	ncgj
闹鬼	ncgv
脑瓜	ncgx
恼恨	nchf
闹哄	nchs
脑后	nchz
闹出	nciu
脑际	ncji
闹僵	ncjl
脑壳	ncke
闹铃	ncl
脑力	ncli
闹铃	nclk
脑瘤	nclq
瑙鲁	nclu
脑门	ncmf
脑膜	ncmo
闹闹	ncnc
脑内	ncnw
脑片	ncpm
难辞其咎	ncqj
恼人	ncr
恼人	ncrf
脑髓	ncs
脑髓	ncsv
闹腾	nctg
脑瘫	nctj
挠头	nctz
闹声	ncug
闹着	ncve
脑胀	ncvh
脑汁	ncvi
脑外	ncwd
闹心	ncxb
怒从心头起	ncxq
挠痒	ncy
挠痒	ncyh
脑炎	ncyj
奶白	ndbd
氖灯	nddg
男大当婚	nddh
女大当嫁	nddj
乃父	ndfu
耐寒	ndhj
奶黄	ndhl
耐火	ndho
难得糊涂	ndht
年代初	ndi
奶茶	ndia
耐久	ndjq
耐看	ndk
耐克	ndke
耐看	ndkj
耐苦	ndku
耐力	ndl
奶酪	ndlc
耐力	ndli
奶妈	ndma
奶名	ndmk
男盗女娼	ndni
奶娘	ndnl
奶品	ndpb
奶瓶	ndpk
氖气	ndqi
耐热	ndre
奶酥	ndsu
奶糖	ndth
耐听	ndtk
奶头	ndtz
难道说	ndu
女大十八变	ndub
奶水	nduv
奶罩	ndvc
耐玩	ndwj
耐性	ndxk
牛刀小试	ndxu
耐压	ndya
耐药	ndyc
奶羊	ndyh
难得一见	ndyj
奶油	ndyz
奶嘴	ndz
奶子	ndzi
奶嘴	ndzv
哪吒	nev
哪吒	neva
嫩白	nfb
嫩白	nfbd
嫩草	nfc
嫩草	nfcc
嫩肤	nff
嫩肤	nffu
嫩滑	nfh
嫩黄	nfhl
嫩滑	nfhx
嫩茎	nfjk
嫩江	nfjl
嫩绿	nfl
年富力强	nflq
嫩绿	nflv
嫩苗	nfm
嫩苗	nfmn
嫩嫩	nfnf
难分难解	nfnj
嫩皮	nfpi
嫩肉	nfrz
嫩枝	nfvi
嫩芽	nfy
嫩芽	nfya
嫩叶	nfye
年复一年	nfyn
年高德劭	ngdu
南国风光	ngfg
能见	ngjm
男耕女织	ngnv
能工巧匠	ngqj
能人	ngr
能人	ngrf
哪管他人瓦上霜	ngtu
牛鬼蛇神	nguu
能者	ngv
能者	ngve
能行	ngxk
能用	ngys
霓虹灯	nhd
男欢女爱	nhna
男婚女嫁	nhnj
奈何桥	nhq
拈花惹草	nhrc
囊肿	nhv
囊肿	nhvs
怒火中烧	nhvu
那还用说	nhyu
男孩子	nhzi
泥巴	niba
匿报	nibc
溺毙	nibi
拟办	nibj
尼采	nicd
匿藏	nich
泥地	nidi
泥雕	nidn
你懂	nids
你都	nidz
逆耳	nie
逆耳	nier
逆风	nifg
逆反	nifj
你该	nig
拟稿	nigc
你该	nigd
你敢	nigj
逆光	nigl
尼姑	nigu
你给	nigw
泥垢	nigz
你会	nih
你很	nihf
霓虹	nihs
你会	nihv
逆差	niia
拟出	niiu
匿迹	niji
泥浆	nijl
拟建	nijm
你可	nike
泥坑	nikg
尼康	nikh
腻了	nile
尼龙	nils
你妈	nima
泥淖	ninc
拟请	niqk
泥墙	niql
泥鳅	niqq
呢绒	nirs
溺死	nisi
泥塑	nisu
泥潭	nitj
你听	nitk
拟妥	nito
逆推	nitv
霓裳	niuh
逆势	niui
溺水	niuv
泥沼	nivc
你这	nive
你只	nivi
泥瓦	niwa
腻歪	niwd
泥污	niwu
逆行	nixk
你要	niyc
拟议	niyi
你用	niys
拟于	niyu
你又	niyz
你在	nizd
逆子	nizi
拟作	nizo
逆贼	nizw
难熬	njao
男宾	njbb
难保	njbc
南边	njbm
南侧	njc
南侧	njce
难打	njda
难当	njdh
男丁	njdk
南段	njdr
难懂	njds
男队	njdv
难分	njff
难搞	njgc
难改	njgd
南宫	njgs
难顾	njgu
南归	njgv
南航	njhh
难活	njho
难混	njhy
难拆	njid
难吃	njii
难产	njij
南川	njir
难处	njiu
难酬	njiz
牛角尖	njj
南疆	njjl
南郊	njjn
难解	njjp
男爵	njjt
男科	njke
难啃	njkf
凝聚力	njl
南来	njld
难了	njle
尼加拉瓜	njlg
难离	njli
难料	njln
难留	njlq
难买	njmd
南门	njmf
难觅	njmi
南蛮	njmj
男模	njmo
难耐	njnd
难解难分	njnf
难能	njng
南欧	njou
男排	njp
男排	njpd
难平	njpk
男仆	njpu
难求	njq
南迁	njqm
难求	njqq
南拳	njqr
难却	njqt
赧然	njrj
难容	njrs
难如	njru
南宋	njs
难色	njse
南宋	njss
难逃	njtc
南天	njtm
难脱	njto
南头	njtz
难舍	njue
男双	njul
南极洲	njv
难找	njvc
难治	njvi
南站	njvj
男装	njvl
难住	njvu
宁静致远	njvy
男娃	njwa
难闻	njwf
难为	njww
南向	njxl
难消	njxn
难写	njxp
难学	njxt
难续	njxu
难寻	njxy
难言	njyj
男婴	njyk
难用	njys
南岳	njyt
拿架子	njz
难做	njzo
男足	njzu
拧断	nkdr
凝冻	nkds
南开大学	nkdx
拧紧	nkjb
凝练	nkl
凝练	nklm
凝目	nkmu
凝眸	nkmz
宁日	nkri
凝乳	nkru
囊空如洗	nkrx
宁死	nks
囊括四海	nksh
宁死	nksi
凝听	nkt
凝听	nktk
凝视	nku
凝神	nkuf
凝视	nkui
凝滞	nkvi
凝注	nkvu
宁为	nkww
凝想	nkxl
狞笑	nkxn
凝血	nkxt
宁要	nkyc
南柯一梦	nkym
南来北往	nlbw
酿成	nli
酿成	nlig
酿出	nliu
酿酒	nljq
娘俩	nll
娘俩	nllx
娘们	nlm
娘们	nlmf
酿蜜	nlmi
娘娘	nlnl
娘亲	nlq
娘亲	nlqb
娘胎	nlt
娘胎	nltd
年老体弱	nltr
年老体衰	nltu
逆来顺受	nluu
酿制	nlv
酿制	nlvi
娘姨	nlyi
娘子	nlz
酿造	nlzc
娘子	nlzi
蔫巴	nmba
年表	nmbn
纳米比亚	nmby
念错	nmco
念叨	nmdc
怒目而视	nmeu
念佛	nmfo
黏附	nmfu
年费	nmfw
年糕	nmgc
年光	nmgl
念过	nmgo
内蒙古自治区	nmgq
念给	nmgw
年号	nmhc
粘合	nmhe
年后	nmhz
脑满肠肥	nmif
黏虫	nmis
粘稠	nmiz
年仅	nmjb
念经	nmjk
年节	nmjp
念旧	nmjq
年假	nmjx
年老	nmlc
年利	nmli
年轮	nmly
年迈	nmmd
碾平	nmpk
年谱	nmpu
年期	nmqi
年前	nmqm
念诵	nmss
年迈体弱	nmtr
黏土	nmtu
年少	nmuc
年审	nmuf
念书	nmuu
南美洲	nmv
浓墨重彩	nmvc
念着	nmve
粘滞	nmvi
捻转	nmvr
念珠	nmvu
年尾	nmw
念完	nmwj
年尾	nmww
匿名信	nmx
年息	nmxi
黏性	nmxk
念想	nmxl
年兄	nmxs
年休	nmxz
碾压	nmya
黏液	nmye
鲇鱼	nmyu
年幼	nmyz
脑门子	nmz
年租	nmzu
撵走	nmzz
尿布	nnb
尿布	nnbu
尿道	nndc
鸟蛋	nndj
尿毒	nndu
鸟儿	nne
鸟儿	nner
鸟粪	nnf
鸟粪	nnff
鸟飞	nnfw
尿壶	nnh
鸟害	nnhd
尿壶	nnhu
尿床	nnil
鸟叫	nnj
尿急	nnji
尿检	nnjm
鸟叫	nnjn
鸟瞰	nnk
难能可贵	nnkg
尿炕	nnkh
鸟瞰	nnkj
鸟类	nnl
鸟笼	nnls
尿路	nnlu
鸟类	nnlw
男女老幼	nnly
鸟鸣	nnm
鸟鸣	nnmk
袅袅	nnn
扭扭捏捏	nnnn
尿频	nnpb
鸟枪	nnq
鸟气	nnqi
鸟枪	nnql
鸟雀	nnqt
鸟群	nnqy
鸟人	nnr
鸟人	nnrf
泥牛入海	nnrh
尿素	nns
尿酸	nnsr
尿素	nnsu
尿糖	nnth
鸟啼	nnti
鸟头	nntz
鸟声	nnug
尿湿	nnui
鸟兽	nnuz
能奈我何	nnwh
鸟窝	nnwo
尿血	nnxt
念念有词	nnyc
尿液	nnye
尿样	nnyh
尿意	nnyi
鸟语	nnyu
年年有余	nnyy
努努嘴	nnz
鸟嘴	nnzv
挪动	nod
挪动	nods
诺顿	nody
懦夫	nofu
挪出	noiu
挪借	nojp
挪开	nokd
挪款	nokr
糯米	nomi
诺诺	nono
懦弱	noro
挪占	novj
挪窝	nowo
诺亚	noya
挪移	noyi
挪作	nozo
挪走	nozz
镍币	npbi
孽根	npgf
颞骨	npgu
孽海	nphd
捏合	nphe
捏成	npi
捏成	npig
啮齿	npii
捏紧	npjb
拿破仑	npl
捏弄	npn
捏弄	npns
牛脾气	npq
捏起	npqi
镍氢	npqk
捏揉	npr
捏揉	nprz
捏碎	nps
泥菩萨过河	npsh
捏碎	npsv
孽债	npvd
捏着	npve
孽障	npvh
孽种	npvs
捏住	npvu
孽缘	npyr
镊子	npzi
蹑足	npzu
牛逼	nqb
牛逼	nqbi
扭打	nqda
牛刀	nqdc
扭断	nqdr
扭动	nqds
牛犊	nqdu
牛顿	nqdy
牛耳	nqer
牛粪	nqff
牛股	nqg
扭过	nqgo
牛股	nqgu
年轻化	nqh
牛黄	nqhl
鸟枪换炮	nqhp
牛车	nqi
牛车	nqie
怒气冲天	nqit
弄巧成拙	nqiv
牛津	nqjb
牛劲	nqjk
牛角	nqjn
扭结	nqjp
牛圈	nqjr
扭亏	nqk
扭亏	nqkv
纽扣	nqkz
牛郎	nql
牛郎	nqlh
扭脸	nqlm
年轻力壮	nqlv
牛马	nqm
牛马	nqma
牛毛	nqmc
牛虻	nqmg
牛腩	nqnj
扭捏	nqnp
妞妞	nqnq
能屈能伸	nqnu
牛扒	nqpa
牛排	nqpd
牛气	nqqi
牛群	nqqy
牛人	nqrf
牛乳	nqru
扭送	nqss
扭头	nqt
牛蹄	nqti
扭头	nqtz
扭身	nquf
扭伤	nquh
扭着	nqve
扭住	nqvu
牛尾	nqw
牛蛙	nqwa
扭歪	nqwd
牛尾	nqww
牛饮	nqyb
扭腰	nqyc
牛羊	nqyh
年轻有为	nqyw
牛油	nqyz
牛杂	nqza
拿腔作势	nqzu
暖冬	nrd
暖冬	nrds
尼日尔	nre
暖风	nrf
暖风	nrfg
暖房	nrfh
暖和	nrh
暖和	nrhe
暖壶	nrhu
暖春	nri
暖春	nriy
暖流	nrl
暖流	nrlq
暖炉	nrlu
暖暖	nrn
暖暖	nrnr
暖瓶	nrp
暖瓶	nrpk
暖色	nrs
暖色	nrse
暖身	nru
暖身	nruf
暖手	nruz
女人味	nrw
耐人寻味	nrxw
暖意	nry
暖意	nryi
脓包	nsb
脓包	nsbc
宁死不屈	nsbq
弄错	nsco
农大	nsda
弄到	nsdc
浓淡	nsdj
纳斯达克	nsdk
弄丢	nsdq
弄断	nsdr
弄懂	nsds
弄饭	nsfj
农夫	nsfu
弄个	nsge
农耕	nsgg
弄过	nsgo
弄鬼	nsgv
弄好	nshc
弄坏	nshk
农活	nsho
弄回	nshv
弄混	nshy
浓茶	nsia
弄潮	nsic
弄成	nsig
农产	nsij
脓疮	nsil
弄出	nsiu
弄僵	nsjl
农具	nsju
农垦	nskf
弄来	nsld
弄了	nsle
南斯拉夫	nslf
浓烈	nslp
弄乱	nslr
浓绿	nslv
农忙	nsmh
浓密	nsmi
浓墨	nsmo
农牧	nsmu
浓眉	nsmw
农奴	nsnu
弄破	nsp
弄破	nspo
弄钱	nsqm
弄权	nsqr
农桑	nssh
弄死	nssi
弄碎	nssv
浓汤	nsth
弄通	nsts
弄湿	nsu
弄湿	nsui
浓霜	nsul
脓水	nsuv
浓重	nsv
弄着	nsve
浓汁	nsvi
农庄	nsvl
浓重	nsvs
弄皱	nsvz
弄瓦	nswa
你死我活	nswh
弄完	nswj
浓雾	nswu
浓香	nsx
浓香	nsxl
农闲	nsxm
农校	nsxn
农协	nsxp
脓血	nsxt
农畜	nsxu
浓荫	nsyb
农艺	nsyi
浓烟	nsyj
浓云	nsyy
弄脏	nsz
弄糟	nszc
弄脏	nszh
弄走	nszz
牛头不对马嘴	ntbz
虐打	ntda
脑体倒挂	ntdg
虐俘	ntf
虐俘	ntfu
疟疾	ntj
疟疾	ntji
牛头马面	ntmm
虐囚	ntq
虐囚	ntqq
虐杀	ntu
虐杀	ntua
奴婢	nubi
驽钝	nud
怒道	nudc
驽钝	nudy
怒放	nuf
怒发	nufa
怒放	nufh
弩弓	nugs
怒号	nuhc
怒喝	nuhe
拿手好戏	nuhx
怒斥	nui
怒潮	nuic
怒斥	nuii
怒江	nujl
难上加难	nujn
泥沙俱下	nujx
怒了	nule
怒骂	num
怒骂	numa
怒目	numu
难舍难分	nunf
蹑手蹑脚	nunj
南沙群岛	nuqd
纳税人	nur
怒容	nurs
胬肉	nurz
鸟兽散	nus
怒色	nuse
怒涛	nutc
怒视	nuu
怒视	nuui
逆时针	nuv
年少无知	nuwv
奴性	nuxk
奴役	nuy
奴役	nuyi
奴颜	nuyj
努嘴	nuz
努嘴	nuzv
女宾	nvbb
女兵	nvbk
南征北战	nvbv
女厕	nvc
女厕	nvce
脑震荡	nvd
能者多劳	nvdl
浓妆淡抹	nvdm
女队	nvdv
女方	nvf
女方	nvfh
女鬼	nvgv
能征惯战	nvgv
女皇	nvhl
女红	nvhs
女警	nvjk
女将	nvjl
女眷	nvjr
女家	nvjx
女裤	nvku
女篮	nvlj
女垒	nvlw
女模	nvm
女帽	nvmc
女模	nvmo
女奴	nvn
女奴	nvnu
女仆	nvp
女仆	nvpu
女气	nvqi
闹中取静	nvqj
扭转乾坤	nvqk
女墙	nvql
女裙	nvqy
女团	nvtr
女衫	nvuj
女双	nvul
女贞	nvvf
女娃	nvwa
你争我夺	nvwd
你追我赶	nvwg
女巫	nvwu
女校	nvxn
女鞋	nvxp
囊中羞涩	nvxs
女侠	nvxx
女妖	nvyc
女婴	nvyk
浓妆艳抹	nvym
女佣	nvys
女仔	nvzd
内宾	nwbb
内壁	nwbi
哪边	nwbm
内测	nwce
内层	nwcg
哪次	nwci
内参	nwcj
内胆	nwdj
内定	nwdk
哪点	nwdm
内耳	nwer
内附	nwf
内服	nwfu
内外勾结	nwgj
内鬼	nwgv
内耗	nwhc
内环	nwhr
内讧	nwhs
内湖	nwhu
内衬	nwi
内衬	nwif
内场	nwih
哪出	nwiu
内急	nwji
内外交困	nwjk
内江	nwjl
内角	nwjn
内聚	nwju
内家	nwjx
内刊	nwkj
内框	nwkl
内控	nwks
内愧	nwkv
内涝	nwlc
内力	nwli
内联	nwlm
内乱	nwlr
内码	nwma
内膜	nwmo
哪年	nwn
内能	nwng
内难	nwnj
哪年	nwnm
能文能武	nwnw
难为情	nwq
内勤	nwqb
内墙	nwql
内嵌	nwqm
内圈	nwqr
内胎	nwt
内胎	nwtd
内调	nwtn
内退	nwtv
内伤	nwuh
鸟为食亡	nwuw
内招	nwvc
内债	nwvd
内装	nwvl
内中	nwvs
逆我者亡	nwvw
内网	nwwh
内务	nwwu
内省	nwxk
内销	nwxn
内秀	nwxq
内因	nwyb
哪样	nwyh
内应	nwyk
宁为玉碎	nwys
内蕴	nwyy
内脏	nwzh
内阻	nwzu
闹笑话	nxh
宁夏回族自治区	nxhq
恼羞成怒	nxin
纽西兰	nxl
怒形于色	nxys
捏一把汗	nybh
奴颜婢膝	nybx
匿影藏形	nycx
哪一个	nyg
年逾古稀	nygx
弄月嘲风	nyif
奴颜媚骨	nymg
讷言敏行	nymx
难于上青天	nyut
难以置信	nyvx
难言之隐	nyvy
难以为继	nywj
男子汉	nzh
牛仔裤	nzk
男尊女卑	nznb
男左女右	nzny
农作物	nzw
念兹在兹	nzzz
藕断丝连	odsl
欧共体	ogt
欧佩克	opk
偶然性	orx
偶得	oude
殴斗	oudz
藕粉	ouf
偶发	oufa
藕粉	ouff
偶犯	oufj
偶感	ougj
耦合	ouhe
偶或	ouho
欧化	ouhx
藕节	oujp
欧陆	oulu
欧姆	oumu
藕片	oupm
呕气	ouq
怄气	ouqi
藕色	ouse
藕丝	ousi
偶数	ouu
殴伤	ouuh
欧式	ouui
偶数	ouuu
欧文	ouwf
呕血	ouxt
欧亚	ouya
偶遇	ouyu
呕心沥血	oxlx
偶一为之	oywv
爬到	pad
啪嗒	pada
爬到	padc
拍案而起	paeq
爬过	pag
爬过	pago
怕黑	pah
爬灰	pahv
怕黑	pahw
爬虫	pai
爬虫	pais
拍案叫绝	pajj
怕苦	paku
啪啦	pala
怕累	palw
爬楼	palz
怕你	pan
怕你	pani
怕难	panj
怕怕	pap
啪啪	papa
爬坡	papo
爬起	paq
爬起	paqi
爬墙	paql
扒窃	paqp
怕人	par
怕人	parf
怕死	pas
怕死	pasi
怕他	pat
怕他	pata
怕是	pau
怕事	paui
爬山	pauj
爬树	pauu
扒手	pauz
趴着	pave
平安无事	pawu
爬行	paxk
怕羞	paxq
趴下	paxx
怕痒	pay
怕痒	payh
趴在	pazd
耙子	pazi
疲惫不堪	pbbk
拼凑	pbc
频次	pbci
颦蹙	pbcu
拼凑	pbcz
频段	pbdr
频度	pbdu
嫔妃	pbfw
皮包骨	pbg
拼合	pbhe
品茶	pbia
拼成	pbig
拍板成交	pbij
品出	pbiu
贫瘠	pbj
拼劲	pbjb
贫瘠	pbji
贫病交加	pbjj
拼接	pbjp
姘居	pbju
贫矿	pbkl
频宽	pbkr
贫苦	pbku
拼了	pble
聘礼	pbli
品类	pblw
品貌	pbmc
频密	pbmi
贫农	pbns
拼盘	pbpj
品评	pbpk
频谱	pbpu
聘期	pbqi
拼抢	pbql
拼死	pbs
贫僧	pbsg
拼死	pbsi
拼图	pbt
拼贴	pbtp
拼图	pbtu
姘头	pbtz
赔不是	pbu
拼杀	pbua
拼装	pbvl
平白无故	pbwg
普遍性	pbx
品行	pbxk
品相	pbxl
频现	pbxm
喷薄欲出	pbyi
聘约	pbyt
贫油	pbyz
贫嘴	pbz
拼字	pbzi
贫嘴	pbzv
泡吧	pcba
炮兵	pcbk
跑遍	pcbm
跑表	pcbn
泡菜	pcc
泡菜	pccd
跑道	pcdc
跑调	pcdn
跑丢	pcdq
跑动	pcds
泡饭	pcfj
袍哥	pcge
刨根	pcgf
抛光	pcgl
炮管	pcgr
炮火	pcho
抛出	pci
泡茶	pcia
抛出	pciu
跑进	pcj
跑进	pcjb
炮击	pcji
炮舰	pcjm
泡脚	pcjn
泡酒	pcjq
刨坑	pckg
抛空	pcks
炮口	pckz
跑啦	pcla
跑来	pcld
抛了	pcle
抛离	pcli
炮烙	pclo
跑路	pclu
跑垒	pclw
炮楼	pclz
跑马	pcma
抛锚	pcmc
泡面	pcmm
泡妞	pcn
泡妞	pcnq
泡泡	pcpc
抛盘	pcpj
抛票	pcpn
跑圈	pcqr
抛却	pcqt
跑去	pcqu
抛入	pcr
抛入	pcru
抛洒	pcs
抛洒	pcsa
泡汤	pct
炮塔	pcta
炮台	pctd
泡汤	pcth
跑题	pcti
炮艇	pctk
跑跳	pctn
刨土	pctu
跑腿	pctv
抛投	pctz
炮身	pcuf
炮声	pcug
泡上	pcuh
泡水	pcuv
跑着	pcve
疱疹	pcvf
炮仗	pcvh
炮战	pcvj
泡状	pcvl
抛砖	pcvr
炮竹	pcvu
泡网	pcwh
抛物	pcwu
抛下	pcx
抛向	pcxl
