阿爸	aaba
鸟巢	nnic
尿床	nnil
鸟叫	nnj
尿急	nnji
尿检	nnjm
鸟叫	nnjn
鸟瞰	nnk
难能可贵	nnkg
尿炕	nnkh
鸟瞰	nnkj
鸟类	nnl
鸟笼	nnls
尿路	nnlu
鸟类	nnlw
男女老幼	nnly
鸟鸣	nnm
鸟鸣	nnmk
袅袅	nnn
扭扭捏捏	nnnn
袅娜	nnno
尿频	nnpb
鸟枪	nnq
鸟气	nnqi
鸟枪	nnql
鸟雀	nnqt
鸟群	nnqy
鸟人	nnr
鸟人	nnrf
泥牛入海	nnrh
尿素	nns
尿酸	nnsr
尿素	nnsu
尿糖	nnth
鸟啼	nnti
鸟头	nntz
鸟声	nnug
尿湿	nnui
鸟兽	nnuz
能奈我何	nnwh
鸟窝	nnwo
尿血	nnxt
念念有词	nnyc
尿液	nnye
尿样	nnyh
尿意	nnyi
鸟语	nnyu
年年有余	nnyy
努努嘴	nnz
鸟嘴	nnzv
挪动	nod
挪动	nods
诺顿	nody
懦夫	nofu
挪出	noiu
挪借	nojp
挪开	nokd
挪款	nokr
糯米	nomi
诺诺	nono
懦弱	noro
挪占	novj
挪窝	nowo
挪威	noww
诺亚	noya
挪移	noyi
诺言	noyj
挪用	noys
挪作	nozo
挪走	nozz
镍币	npbi
孽根	npgf
颞骨	npgu
孽海	nphd
捏合	nphe
捏成	npi
捏成	npig
啮齿	npii
捏紧	npjb
拿破仑	npl
捏弄	npn
捏弄	npns
涅槃	npp
涅槃	nppj
牛脾气	npq
捏起	npqi
镍氢	npqk
捏揉	npr
嗫嚅	npru
捏揉	nprz
捏碎	nps
泥菩萨过河	npsh
捏碎	npsv
孽债	npvd
捏着	npve
孽障	npvh
孽种	npvs
捏住	npvu
女朋友	npy
孽缘	npyr
男朋友	npyz
捏造	npzc
镊子	npzi
蹑足	npzu
牛逼	nqb
南腔北调	nqbd
牛逼	nqbi
纽带	nqd
扭打	nqda
牛刀	nqdc
纽带	nqdd
扭断	nqdr
扭动	nqds
牛犊	nqdu
牛顿	nqdy
牛耳	nqer
牛粪	nqff
牛股	nqg
扭过	nqgo
牛股	nqgu
年轻化	nqh
牛黄	nqhl
鸟枪换炮	nqhp
牛车	nqi
牛车	nqie
怒气冲天	nqit
弄巧成拙	nqiv
牛津	nqjb
牛劲	nqjk
牛角	nqjn
扭结	nqjp
牛圈	nqjr
扭亏	nqk
扭亏	nqkv
纽扣	nqkz
牛郎	nql
牛郎	nqlh
扭脸	nqlm
年轻力壮	nqlv
牛马	nqm
牛马	nqma
牛毛	nqmc
牛虻	nqmg
牛奶	nqnd
忸怩	nqni
牛腩	nqnj
扭捏	nqnp
妞妞	nqnq
能屈能伸	nqnu
牛皮	nqp
牛扒	nqpa
牛排	nqpd
牛棚	nqpg
牛皮	nqpi
拈轻怕重	nqpv
牛气	nqqi
扭曲	nqqu
牛群	nqqy
年轻人	nqr
牛人	nqrf
牛乳	nqru
牛肉	nqrz
扭送	nqss
扭头	nqt
牛蹄	nqti
扭头	nqtz
牛市	nqu
扭身	nquf
扭伤	nquh
牛市	nqui
扭转	nqv
扭着	nqve
扭转	nqvr
扭住	nqvu
牛尾	nqw
牛蛙	nqwa
扭歪	nqwd
宁缺毋滥	nqwl
牛尾	nqww
纽约	nqy
牛饮	nqyb
扭腰	nqyc
牛羊	nqyh
纽约	nqyt
年轻有为	nqyw
牛油	nqyz
牛仔	nqz
牛杂	nqza
牛仔	nqzd
拿腔作势	nqzu
暖冬	nrd
暖冬	nrds
尼日尔	nre
暖风	nrf
暖风	nrfg
暖房	nrfh
暖和	nrh
暖和	nrhe
暖壶	nrhu
暖春	nri
暖春	nriy
暖流	nrl
暖流	nrlq
暖炉	nrlu
尼日利亚	nrly
暖暖	nrn
暖暖	nrnr
暖瓶	nrp
暖瓶	nrpk
暖气	nrq
暖气	nrqi
暖色	nrs
暖色	nrse
暖身	nru
暖身	nruf
暖手	nruz
女人味	nrw
耐人寻味	nrxw
暖意	nry
暖意	nryi
脓包	nsb
脓包	nsbc
宁死不屈	nsbq
农村	nsc
弄错	nsco
农村	nscy
农大	nsda
弄到	nsdc
弄得	nsde
浓淡	nsdj
纳斯达克	nsdk
弄丢	nsdq
弄断	nsdr
弄懂	nsds
浓度	nsdu
弄饭	nsfj
农夫	nsfu
弄个	nsge
农耕	nsgg
弄过	nsgo
弄鬼	nsgv
弄好	nshc
农行	nshh
弄坏	nshk
农活	nsho
农户	nshu
弄回	nshv
弄混	nshy
浓厚	nshz
农场	nsi
浓茶	nsia
弄潮	nsic
弄成	nsig
农场	nsih
农产	nsij
脓疮	nsil
弄出	nsiu
农家	nsj
弄僵	nsjl
农具	nsju
农家	nsjx
农垦	nskf
农历	nsl
弄来	nsld
弄了	nsle
南斯拉夫	nslf
农历	nsli
浓烈	nslp
弄乱	nslr
浓绿	nslv
农民	nsm
农民	nsmb
农贸	nsmc
农忙	nsmh
浓密	nsmi
浓墨	nsmo
农牧	nsmu
浓眉	nsmw
浓浓	nsn
浓浓	nsns
农奴	nsnu
弄破	nsp
弄破	nspo
弄清	nsq
弄清	nsqk
弄钱	nsqm
弄权	nsqr
浓缩	nss
农桑	nssh
弄死	nssi
浓缩	nsso
弄碎	nssv
农田	nst
浓汤	nsth
农田	nstm
弄通	nsts
弄湿	nsu
弄湿	nsui
浓霜	nsul
脓水	nsuv
浓重	nsv
弄着	nsve
浓汁	nsvi
农庄	nsvl
浓重	nsvs
弄皱	nsvz
弄瓦	nswa
你死我活	nswh
弄完	nswj
浓雾	nswu
浓香	nsx
浓香	nsxl
农闲	nsxm
农校	nsxn
农协	nsxp
脓血	nsxt
农畜	nsxu
农业	nsy
浓荫	nsyb
农药	nsyc
农业	nsye
农艺	nsyi
浓烟	nsyj
浓郁	nsyu
浓云	nsyy
弄脏	nsz
弄糟	nszc
弄脏	nszh
弄走	nszz
牛头不对马嘴	ntbz
虐待	ntd
虐打	ntda
虐待	ntdd
脑体倒挂	ntdg
虐俘	ntf
虐俘	ntfu
疟疾	ntj
疟疾	ntji
牛头马面	ntmm
虐囚	ntq
虐囚	ntqq
虐杀	ntu
虐杀	ntua
奴婢	nubi
奴才	nuc
奴才	nucd
驽钝	nud
怒道	nudc
驽钝	nudy
怒放	nuf
怒发	nufa
怒放	nufh
弩弓	nugs
怒火	nuh
怒号	nuhc
能说会道	nuhd
怒喝	nuhe
怒火	nuho
拿手好戏	nuhx
怒吼	nuhz
怒斥	nui
怒潮	nuic
怒斥	nuii
怒江	nujl
难上加难	nujn
泥沙俱下	nujx
努力	nul
怒了	nule
努力	nuli
怒骂	num
怒骂	numa
怒目	numu
难舍难分	nunf
蹑手蹑脚	nunj
奴仆	nup
奴仆	nupu
怒气	nuq
南沙群岛	nuqd
怒气	nuqi
纳税人	nur
怒容	nurs
胬肉	nurz
鸟兽散	nus
怒色	nuse
怒涛	nutc
怒视	nuu
怒视	nuui
逆时针	nuv
年少无知	nuwv
奴性	nuxk
逆水行舟	nuxv
奴役	nuy
奴役	nuyi
奴颜	nuyj
努嘴	nuz
努嘴	nuzv
女宾	nvbb
女伴	nvbj
女兵	nvbk
南征北战	nvbv
女厕	nvc
女厕	nvce
脑震荡	nvd
能者多劳	nvdl
浓妆淡抹	nvdm
女队	nvdv
女儿	nve
女儿	nver
女方	nvf
女方	nvfh
女工	nvg
女工	nvgs
女鬼	nvgv
能征惯战	nvgv
女孩	nvh
女孩	nvhd
女皇	nvhl
女红	nvhs
女警	nvjk
女将	nvjl
女眷	nvjr
女家	nvjx
女裤	nvku
女郎	nvl
女郎	nvlh
女篮	nvlj
女流	nvlq
女垒	nvlw
女模	nvm
女帽	nvmc
女模	nvmo
女奴	nvn
女奴	nvnu
女仆	nvp
女排	nvpd
女仆	nvpu
女权	nvq
女气	nvqi
闹中取静	nvqj
扭转乾坤	nvqk
女墙	nvql
女权	nvqr
女裙	nvqy
女人	nvr
女人	nvrf
女色	nvs
女色	nvse
女童	nvt
女团	nvtr
女童	nvts
女生	nvu
女神	nvuf
女生	nvug
女士	nvui
女衫	nvuj
女双	nvul
女装	nvv
女贞	nvvf
女装	nvvl
女王	nvw
女娃	nvwa
你争我夺	nvwd
你追我赶	nvwg
女王	nvwh
女巫	nvwu
女性	nvxk
女校	nvxn
女鞋	nvxp
囊中羞涩	nvxs
女婿	nvxu
女侠	nvxx
女友	nvy
女妖	nvyc
女婴	nvyk
浓妆艳抹	nvym
女佣	nvys
女友	nvyz
女子	nvz
女仔	nvzd
女子	nvzi
女足	nvzu
内部	nwb
内宾	nwbb
内壁	nwbi
哪边	nwbm
内部	nwbu
内存	nwc
内测	nwce
内层	nwcg
哪次	nwci
内参	nwcj
内存	nwcy
内地	nwd
内地	nwdi
内胆	nwdj
内定	nwdk
哪点	nwdm
内耳	nwer
内附	nwf
内服	nwfu
哪个	nwg
内阁	nwge
内外勾结	nwgj
内功	nwgs
内鬼	nwgv
内涵	nwh
内耗	nwhc
内核	nwhe
内行	nwhh
内涵	nwhj
内环	nwhr
内讧	nwhs
内湖	nwhu
内衬	nwi
内衬	nwif
内场	nwih
哪出	nwiu
内疚	nwj
内急	nwji
内外交困	nwjk
内江	nwjl
内奸	nwjm
内角	nwjn
内疚	nwjq
内聚	nwju
内家	nwjx
内科	nwke
内刊	nwkj
内框	nwkl
内控	nwks
内裤	nwku
内愧	nwkv
内涝	nwlc
内力	nwli
内联	nwlm
内乱	nwlr
内陆	nwlu
内幕	nwm
内码	nwma
内蒙	nwmg
内膜	nwmo
内幕	nwmu
哪年	nwn
内能	nwng
内难	nwnj
哪年	nwnm
能文能武	nwnw
难为情	nwq
内勤	nwqb
内情	nwqk
内墙	nwql
内嵌	nwqm
内圈	nwqr
内容	nwr
内容	nwrs
内胎	nwt
内胎	nwtd
内调	nwtn
内退	nwtv
内设	nwue
内伤	nwuh
鸟为食亡	nwuw
内招	nwvc
内债	nwvd
内政	nwvg
内置	nwvi
内战	nwvj
内装	nwvl
内中	nwvs
逆我者亡	nwvw
哪位	nww
内外	nwwd
内文	nwwf
内网	nwwh
内务	nwwu
那位	nwww
内心	nwx
内心	nwxb
内省	nwxk
内向	nwxl
内线	nwxm
内销	nwxn
哪些	nwxp
内秀	nwxq
内需	nwxu
内衣	nwy
内因	nwyb
哪样	nwyh
内衣	nwyi
内应	nwyk
宁为玉碎	nwys
内蕴	nwyy
内在	nwz
内在	nwzd
内脏	nwzh
内阻	nwzu
闹笑话	nxh
宁夏回族自治区	nxhq
恼羞成怒	nxin
纽西兰	nxl
难兄难弟	nxnd
怒形于色	nxys
弄虚作假	nxzj
捏一把汗	nybh
南辕北辙	nybv
奴颜婢膝	nybx
匿影藏形	nycx
哪一个	nyg
年逾古稀	nygx
鸟语花香	nyhx
弄月嘲风	nyif
奴颜媚骨	nymg
讷言敏行	nymx
能言善辩	nyub
难于上青天	nyut
难以置信	nyvx
难言之隐	nyvy
内忧外患	nywh
难以为继	nywj
男子汉	nzh
牛仔裤	nzk
男尊女卑	nznb
男左女右	nzny
农作物	nzw
念兹在兹	nzzz
藕断丝连	odsl
欧共体	ogt
欧佩克	opk
偶然性	orx
殴打	ouda
偶得	oude
殴斗	oudz
偶尔	oue
偶尔	ouer
藕粉	ouf
偶发	oufa
藕粉	ouff
偶犯	oufj
讴歌	ouge
偶感	ougj
耦合	ouhe
偶或	ouho
欧化	ouhx
藕节	oujp
欧陆	oulu
欧盟	oum
欧盟	oumg
欧姆	oumu
欧美	oumw
藕片	oupm
呕气	ouq
怄气	ouqi
偶然	ourj
藕色	ouse
藕丝	ousi
呕吐	out
呕吐	outu
偶数	ouu
殴伤	ouuh
欧式	ouui
偶数	ouuu
欧洲	ouv
欧洲	ouvz
欧文	ouwf
偶像	ouxl
呕血	ouxt
欧亚	ouya
欧阳	ouyh
欧元	ouyr
偶遇	ouyu
呕心沥血	oxlx
偶一为之	oywv
爬到	pad
啪嗒	pada
爬到	padc
拍案而起	paeq
爬过	pag
爬过	pago
怕黑	pah
爬灰	pahv
怕黑	pahw
爬虫	pai
爬虫	pais
拍案叫绝	pajj
怕苦	paku
啪啦	pala
怕累	palw
爬楼	palz
怕你	pan
怕你	pani
怕难	panj
怕怕	pap
啪啪	papa
爬坡	papo
爬起	paq
爬起	paqi
爬墙	paql
扒窃	paqp
怕人	par
怕人	parf
怕死	pas
怕死	pasi
怕他	pat
怕他	pata
怕是	pau
爬上	pauh
怕事	paui
爬山	pauj
爬树	pauu
扒手	pauz
趴着	pave
平安无事	pawu
爬行	paxk
怕羞	paxq
趴下	paxx
怕痒	pay
怕痒	payh
趴在	pazd
耙子	pazi
疲惫不堪	pbbk
拼搏	pbbo
拼凑	pbc
频次	pbci
颦蹙	pbcu
拼凑	pbcz
频道	pbd
频道	pbdc
品德	pbde
频段	pbdr
频度	pbdu
迫不得已	pbdy
贫乏	pbfa
频繁	pbfj
贫富	pbfu
嫔妃	pbfw
皮包骨	pbg
品格	pbge
贫寒	pbh
拼合	pbhe
贫寒	pbhj
品尝	pbi
品茶	pbia
拼成	pbig
品尝	pbih
拍板成交	pbij
频传	pbir
品出	pbiu
贫瘠	pbj
拼劲	pbjb
迫不及待	pbjd
贫瘠	pbji
贫病交加	pbjj
贫贱	pbjm
拼接	pbjp
姘居	pbju
贫矿	pbkl
频宽	pbkr
贫苦	pbku
贫困	pbky
频率	pbl
拼了	pble
聘礼	pbli
频率	pblv
品类	pblw
贫民	pbmb
品貌	pbmc
频密	pbmi
拼命	pbmk
贫农	pbns
品牌	pbp
频频	pbpb
品牌	pbpd
拼盘	pbpj
品评	pbpk
频谱	pbpu
贫穷	pbq
聘期	pbqi
聘请	pbqk
拼抢	pbql
贫穷	pbqs
平步青云	pbqy
聘任	pbr
聘任	pbrf
拼死	pbs
贫僧	pbsg
拼死	pbsi
拼图	pbt
拼贴	pbtp
拼图	pbtu
姘头	pbtz
赔不是	pbu
拼杀	pbua
蓬荜生辉	pbuh
聘书	pbuu
品质	pbvi
拼装	pbvl
品种	pbvs
品味	pbw
平白无故	pbwg
品味	pbww
普遍性	pbx
品行	pbxk
品相	pbxl
频现	pbxm
拼写	pbxp
贫血	pbxt
拼音	pby
拼音	pbyb
喷薄欲出	pbyi
聘用	pbys
聘约	pbyt
贫油	pbyz
贫嘴	pbz
拼字	pbzi
贫嘴	pbzv
泡吧	pcba
炮兵	pcbk
跑遍	pcbm
跑表	pcbn
跑步	pcbu
泡菜	pcc
泡菜	pccd
跑道	pcdc
炮弹	pcdj
跑调	pcdn
跑丢	pcdq
跑动	pcds
泡饭	pcfj
袍哥	pcge
刨根	pcgf
抛光	pcgl
炮管	pcgr
炮火	pcho
炮轰	pchs
抛出	pci
泡茶	pcia
跑车	pcie
抛出	pciu
跑进	pcj
跑进	pcjb
炮击	pcji
炮舰	pcjm
泡脚	pcjn
泡酒	pcjq
抛开	pckd
刨坑	pckg
抛空	pcks
炮口	pckz
跑了	pcl
跑啦	pcla
跑来	pcld
抛了	pcle
抛离	pcli
炮烙	pclo
跑路	pclu
跑垒	pclw
炮楼	pclz
泡沫	pcm
跑马	pcma
抛锚	pcmc
泡面	pcmm
泡沫	pcmo
泡妞	pcn
泡妞	pcnq
泡泡	pcpc
抛盘	pcpj
抛票	pcpn
抛弃	pcqi
跑圈	pcqr
抛却	pcqt
跑去	pcqu
抛入	pcr
抛入	pcru
抛洒	pcs
抛洒	pcsa
泡汤	pct
炮塔	pcta
炮台	pctd
泡汤	pcth
跑题	pcti
炮艇	pctk
跑跳	pctn
刨土	pctu
跑腿	pctv
抛投	pctz
抛售	pcu
炮身	pcuf
炮声	pcug
泡上	pcuh
泡水	pcuv
抛售	pcuz
炮制	pcv
跑着	pcve
疱疹	pcvf
炮仗	pcvh
炮制	pcvi
炮战	pcvj
泡状	pcvl
抛砖	pcvr
炮竹	pcvu
泡网	pcwh
抛物	pcwu
抛下	pcx
剖析	pcxi
抛向	pcxl
咆哮	pcxn
跑鞋	pcxp
抛下	pcxx
泡影	pcy
炮眼	pcyj
泡影	pcyk
泡澡	pczc
泡在	pczd
袍子	pczi
拍案	pdan
排版	pdb
排比	pdbi
排版	pdbj
派兵	pdbk
牌匾	pdbm
派别	pdbp
排布	pdbu
拍打	pdda
派到	pddc
拍档	pddh
排定	pddk
排毒	pddu
排队	pddv
派发	pdfa
排放	pdfh
派赴	pdfu
排骨	pdg
排骨	pdgu
派给	pdgw
排行	pdh
排行	pdhh
徘徊	pdhk
派活	pdho
排查	pdia
派车	pdie
排成	pdig
排场	pdih
排斥	pdii
排除	pdiu
派出	pdiu
排挤	pdj
排挤	pdji
庖丁解牛	pdjn
排解	pdjp
牌九	pdjq
牌局	pdju
牌价	pdjx
派军	pdjy
派克	pdke
派款	pdkr
排空	pdks
排列	pdl
派来	pdld
排量	pdll
排练	pdlm
排列	pdlp
排卵	pdlr
排雷	pdlw
牌楼	pdlz
排名	pdm
拍卖	pdmd
拍门	pdmf
牌迷	pdmi
排名	pdmk
牌面	pdmm
排尿	pdn
排尿	pdnn
排炮	pdpc
拍拍	pdpd
屁颠屁颠	pdpd
拍片	pdpm
派遣	pdq
排气	pdqi
派遣	pdqm
排球	pdqq
派去	pdqu
派人	pdrf
排入	pdru
派送	pds
派送	pdss
派头	pdt
排他	pdta
拍拖	pdto
派头	pdtz
排水	pdu
拍摄	pdue
派生	pdug
排水	pduv
派谁	pduw
拍手	pduz
拍照	pdv
拍照	pdvc
排着	pdve
牌证	pdvg
排长	pdvh
牌桌	pdvo
拍砖	pdvr
派驻	pdvu
普度众生	pdvu
排位	pdw
排外	pdwd
派往	pdwh
拍完	pdwj
平淡无奇	pdwq
排污	pdwu
排位	pdww
排序	pdx
拍戏	pdxi
排险	pdxm
排泄	pdxp
排序	pdxu
拍下	pdxx
排忧	pdy
排印	pdyb
排演	pdyj
派员	pdyr
排忧	pdyz
排在	pdzd
牌子	pdzi
喷薄	pfbo
盆地	pfdi
捧腹大笑	pfdx
喷发	pff
喷发	pffa
喷饭	pffj
喷灌	pfg
喷灌	pfgr
喷火	pfh
喷火	pfho
蚍蜉撼树	pfhu
喷绘	pfhv
盆花	pfhx
喷出	pfi
喷出	pfiu
破釜沉舟	pfiv
盆景	pfj
盆景	pfjk
喷浆	pfjl
喷溅	pfjm
平方米	pfm
泼妇骂街	pfmj
喷墨	pfmo
喷泉	pfq
喷气	pfqi
盆腔	pfql
喷泉	pfqr
平分秋色	pfqs
喷入	pfru
喷洒	pfs
喷洒	pfsa
喷嚏	pft
喷嚏	pfti
喷涂	pftu
喷头	pftz
喷射	pfu
喷砂	pfua
喷射	pfue
喷上	pfuh
喷水	pfuv
喷着	pfve
颇费周折	pfvv
平反昭雪	pfvx
匹夫之勇	pfvy
喷雾	pfw
喷雾	pfwu
喷香	pfxl
喷泻	pfxp
喷血	pfxt
喷药	pfyc
喷涌	pfys
盆浴	pfyu
票贩子	pfz
盆栽	pfzd
盆子	pfzi
喷嘴	pfzv
碰壁	pgb
碰壁	pgbi
蓬勃	pgbo
捧杯	pgbw
盘根错节	pgcj
碰到	pgdc
朋党	pgdh
碰掉	pgdn
碰翻	pgfj
捧腹	pgfu
捧哏	pggf
碰坏	pghk
澎湖	pghu
膨化	pghx
鹏城	pgig
捧场	pgih
碰触	pgiu
碰见	pgj
抨击	pgji
碰见	pgjm
捧角	pgjt
棚架	pgjx
朋克	pgke
蓬莱	pgl
披肝沥胆	pgld
棚里	pgli
碰落	pglo
蓬乱	pglr
蓬门	pgmf
碰面	pgmm
屁滚尿流	pgnl
棚内	pgnw
碰碰	pgp
澎湃	pgpd
碰碰	pgpg
破罐破摔	pgpu
碰巧	pgq
捧起	pgqi
碰巧	pgqn
烹饪	pgr
烹饪	pgrf
怦然	pgrj
蓬茸	pgrs
蓬松	pgs
硼酸	pgsr
蓬松	pgss
碰碎	pgsv
烹调	pgtn
碰头	pgtz
捧着	pgve
膨胀	pgvh
烹制	pgvi
碰撞	pgvl
旁观者清	pgvq
烹煮	pgvu
刨根问底	pgwd
棚屋	pgwu
朋友	pgy
朋友	pgyz
捧走	pgz
棚子	pgzi
彭祖	pgzu
捧走	pgzz
排行榜	phb
旁白	phbd
旁边	phbm
磅礴	phbo
旁侧	phce
庞大	phda
胖墩	phdy
膀胱	phgl
旁观	phgr
旁顾	phgu
彷徨	phh
彷徨	phhl
旁出	phiu
旁及	phji
旁落	phlo
炮火连天	phlt
旁路	phlu
平衡木	phm
旁门	phmf
胖妞	phn
胖妞	phnq
胖胖	phph
旁人	phrf
庞然	phrj
旁听	pht
旁听	phtk
滂沱	phto
旁通	phts
胖瘦	phuz
旁证	phv
旁证	phvg
旁支	phvi
旁注	phvu
胖娃	phwa
破坏性	phx
旁系	phxi
螃蟹	phxp
庞杂	phza
胖仔	phzd
胖子	phzi
皮袄	piao
皮包	pibc
批办	pibj
皮鞭	pibm
批驳	pibo
疲惫	pibw
批次	pic
皮草	picc
皮层	picg
批次	pici
皮带	pidd
匹敌	pidi
皮蛋	pidj
屁颠	pidm
批斗	pidz
批发	pifa
披风	pifg
皮肤	pifu
皮夹	piga
批改	pigd
皮革	pige
屁股	pigu
披挂	pigx
癖好	pihc
皮黄	pihl
披红	pihs
屁话	pihx
皮厚	pihz
劈叉	piia
劈柴	piid
劈成	piig
皮尺	piii
皮筋	pijb
僻静	pijk
皮匠	pijl
披肩	pijm
啤酒	pijq
疲倦	pijr
皮具	piju
皮夹	pijx
劈开	pikd
批处理	pil
毗邻	pilb
疲劳	pilc
霹雳	pili
批零	pilk
批量	pill
毗连	pilm
劈裂	pilp
披露	pilu
纰漏	pilz
匹马	pima
皮毛	pimc
披靡	pimi
媲美	pimw
皮囊	pinh
睥睨	pini
琵琶	pipa
皮袍	pipc
皮皮	pipi
批判	pipj
批评	pipk
匹配	pipw
脾气	piq
脾气	piqi
皮球	piqq
疲软	pirr
譬如	piru
皮肉	pirz
披散	pisj
疲沓	pita
皮套	pitc
皮艇	pitk
批条	pitn
劈头	pitz
批示	piui
砒霜	piul
披着	pive
皮疹	pivf
皮质	pivi
批注	pivu
批准	pivy
批文	piwf
鹏程万里	piwl
排除万难	piwn
脾胃	piww
皮鞋	pix
脾性	pixk
皮箱	pixl
郫县	pixm
皮鞋	pixp
貔貅	pixq
皮靴	pixt
脾虚	pixu
皮下	pixx
辟谣	piyc
皮衣	piyi
皮炎	piyj
皮影	piyk
屁用	piys
批阅	piyt
批语	piyu
披在	piz
披在	pizd
脾脏	pizh
痞子	pizi
潘安	pjan
盘剥	pjbc
攀比	pjbi
叛兵	pjbk
片甲不留	pjbl
叛变	pjbm
盘剥	pjbo
判别	pjbp
判词	pjc
判词	pjci
盘存	pjcy
盼到	pjdc
攀登	pjdg
叛党	pjdh
盘底	pjdi
判定	pjdk
盘点	pjdm
盘跌	pjdp
判断	pjdr
判读	pjdu
判罚	pjfa
攀附	pjfu
叛匪	pjfw
判官	pjg
攀高	pjgc
盘庚	pjgg
攀钢	pjgh
叛国	pjgo
判官	pjgr
盘古	pjgu
判给	pjgw
盘活	pjh
盘活	pjho
盘查	pjia
攀扯	pjie
盘缠	pjij
判处	pjiu
破镜重圆	pjiy
判决	pjj
盘结	pjjp
判决	pjjt
盘踞	pjju
叛军	pjjy
盘亏	pjk
盘亏	pjkv
破纪录	pjl
盼来	pjld
叛离	pjli
判令	pjlk
叛乱	pjlr
破旧立新	pjlx
判明	pjmk
盘面	pjmm
叛逆	pjn
叛逆	pjni
盘弄	pjns
攀爬	pjpa
盼盼	pjpj
盘起	pjq
攀亲	pjqb
盘起	pjqi
盘绕	pjr
盘绕	pjrc
判若	pjro
盘算	pjs
盘算	pjsr
叛逃	pjtc
攀谈	pjtj
否极泰来	pjtl
叛徒	pjtu
盘腿	pjtv
盼头	pjtz
盘升	pju
攀升	pjug
攀上	pjuh
磐石	pjui
蹒跚	pjuj
盼着	pjve
盘整	pjvg
披荆斩棘	pjvj
披坚执锐	pjvr
盘中	pjvs
攀住	pjvu
盼望	pjw
盘问	pjwf
盼望	pjwh
判为	pjww
普及型	pjx
盘膝	pjxi
判刑	pjxk
盘旋	pjxr
攀岩	pjy
攀高	pjyc
攀岩	pjyj
盘盈	pjyk
攀越	pjyt
番禺	pjyu
盘运	pjyy
盘在	pjzd
盘子	pjzi
盘坐	pjzo
叛贼	pjzw
平安	pkan
屏保	pkbc
平白	pkbd
屏蔽	pkbi
平板	pkbj
平辈	pkbw
评测	pkce
平仓	pkch
平等	pkdg
平地	pkdi
平淡	pkdj
评定	pkdk
评点	pkdm
凭吊	pkdn
评断	pkdr
平凡	pkf
评分	pkff
屏风	pkfg
平方	pkfh
平凡	pkfj
平复	pkfu
苹果	pkg
瓶盖	pkgd
平光	pkgl
苹果	pkgo
评估	pkgu
平衡	pkh
平和	pkhe
平衡	pkhg
平缓	pkhr
平滑	pkhx
平常	pki
平常	pkih
评出	pkiu
瓶颈	pkj
平津	pkjb
评级	pkji
平静	pkjk
评奖	pkjl
评鉴	pkjm
平角	pkjn
凭借	pkjp
评卷	pkjr
凭据	pkju
评价	pkjx
平均	pkjy
凭空	pkks
评论	pkl
评理	pkli
平路	pklu
评论	pkly
平民	pkmb
平米	pkmi
平面	pkmm
屏幕	pkmu
平媒	pkmw
凭你	pkni
凭空捏造	pknz
评判	pkp
评聘	pkpb
乒乓	pkph
评判	pkpj
评评	pkpk
平壤	pkrh
平日	pkri
皮开肉绽	pkrv
平素	pks
瓶塞	pksd
平素	pksu
凭他	pkta
平台	pktd
平躺	pkth
平坦	pktj
娉婷	pktk
平添	pktm
平头	pktz
凭啥	pkua
评审	pkuf
平生	pkug
评上	pkuh
平时	pkui
评说	pkuo
评述	pkuu
平顺	pkuy
平手	pkuz
凭证	pkv
凭着	pkve
凭证	pkvg
屏障	pkvh
平直	pkvi
瓶装	pkvl
评传	pkvr
评注	pkvu
平稳	pkw
平稳	pkwf
平卧	pkwo
评委	pkww
评选	pkx
平息	pkxi
平行	pkxk
评选	pkxr
平阳	pkyh
评议	pkyi
平原	pkyr
平庸	pkys
评阅	pkyt
评语	pkyu
评优	pkyz
瓶子	pkz
平仄	pkze
瓶子	pkzi
萍踪	pkzs
赔礼道歉	pldq
赔了夫人又折兵	plfb
攀龙附凤	plff
噼里啪啦	plpl
跑龙套	plt
泼冷水	plu
排列组合	plzh
偏爱	pma
偏爱	pmai
蓬门筚户	pmbh
偏不	pmbu
平民百姓	pmbx
骗财	pmcd
片段	pmd
偏大	pmda
骗到	pmdc
骗得	pmde
片段	pmdr
扑面而来	pmel
破门而入	pmer
篇幅	pmf
偏锋	pmfg
偏方	pmfh
篇幅	pmfu
偏高	pmg
偏高	pmgc
跑马观花	pmgh
骗过	pmgo
骗婚	pmhy
偏差	pmi
偏差	pmia
片酬	pmiz
偏见	pmj
偏激	pmji
偏见	pmjm
骗局	pmju
片刻	pmk
片刻	pmke
偏离	pml
骗了	pmle
偏离	pmli
骗卖	pmmd
偏门	pmmf
片面	pmmm
篇目	pmmu
骗你	pmni
偏南	pmnj
拍马屁	pmp
偏旁	pmph
偏僻	pmpi
偏偏	pmpm
偏颇	pmpo
贫民区	pmq
偏强	pmql
骗钱	pmqm
偏巧	pmqn
骗取	pmqu
骗人	pmrf
翩然	pmrj
偏弱	pmro
骗入	pmru
偏私	pmsi
平面图	pmt
骗他	pmta
偏袒	pmtj
偏听	pmtk
片头	pmtz
骗术	pmu
偏食	pmui
骗术	pmuu
骗税	pmuv
篇章	pmvh
偏执	pmvi
偏转	pmvr
偏重	pmvs
扁舟	pmvz
骗我	pmw
骈文	pmwf
骗我	pmwo
片尾	pmww
片面性	pmx
偏心	pmxb
偏向	pmxl
翩跹	pmxm
偏移	pmy
偏要	pmyc
便宜	pmyi
片言	pmyj
偏远	pmyr
片约	pmyt
偏于	pmyu
