嗷嗷待哺	aadb
明星	mkxk
明显	mkxm
名校	mkxn
名下	mkxx
名义	mkyi
名言	mkyj
目空一切	mkyq
民用	mkys
明月	mkyt
名誉	mkyu
每况愈下	mkyx
眉开眼笑	mkyx
命运	mkyy
名优	mkyz
名字	mkz
名字	mkzi
名作	mkzo
模棱两可	mllk
名落孙山	mlsu
眉来眼去	mlyq
面包	mmb
面包	mmbc
面板	mmbj
面部	mmbu
免得	mmde
缅甸	mmdm
面对	mmdv
面额	mmee
免费	mmf
面粉	mmff
棉纺	mmfh
免费	mmfw
棉花	mmh
迷迷糊糊	mmhh
明眸皓齿	mmhi
缅怀	mmhk
棉花	mmhx
免除	mmiu
满目疮痍	mmiy
面积	mmj
面面俱到	mmjd
面积	mmji
面具	mmju
面孔	mmks
面临	mmlb
勉励	mmli
朦朦胧胧	mmll
面料	mmln
面貌	mmmc
绵绵	mmmm
面目	mmmu
面前	mmq
勉强	mmql
面前	mmqm
免去	mmqu
面容	mmr
面容	mmrs
面色	mmse
腼腆	mmt
免提	mmti
面谈	mmtj
腼腆	mmtm
面条	mmtn
面试	mmu
面纱	mmua
面试	mmui
免税	mmuv
明目张胆	mmvd
免征	mmvg
默默无闻	mmww
面向	mmxl
面面相觑	mmxq
绵阳	mmyh
免疫	mmyi
绵延	mmyj
梦寐以求	mmyq
面子	mmz
免遭	mmzc
免责	mmze
面子	mmzi
慕尼黑	mnh
描绘	mnhv
妙龄	mnlk
渺茫	mnmh
苗木	mnmu
苗条	mnt
苗条	mntn
描述	mnuu
瞄准	mnv
秒钟	mnvs
瞄准	mnvy
描写	mnx
描写	mnxp
模板	mobj
摩擦	moca
摸底	modi
魔法	mofa
模仿	mofh
模范	mofj
蘑菇	mogu
魔鬼	mogv
磨合	mohe
魔幻	mohr
模糊	mohu
模具	moju
模块	mokk
魔力	moli
莫名	momk
默默	momo
磨灭	momp
模拟	moni
磨难	monj
魔女	monv
默契	moq
默契	moqi
摸清	moqk
默认	mor
默认	morf
摸索	mos
摸索	moso
磨损	mosy
模特	mot
模特	mote
摩托	moto
抹杀	moua
陌生	moug
模式	moui
魔术	mouu
墨水	mouv
没收	mouz
末尾	moww
模型	moxk
模样	moyh
灭火	mpho
灭绝	mpj
灭绝	mpjt
蔑视	mpu
蔑视	mpui
灭亡	mpw
灭亡	mpwh
妙趣横生	mqhu
谬论	mql
谬论	mqly
眉清目秀	mqmx
美如冠玉	mrgy
明日黄花	mrhh
盲人摸象	mrmx
莫斯科	msk
毛遂自荐	mszj
瞒天过海	mtgh
摩托车	mti
门庭若市	mtru
慢条斯理	mtsl
目标	mub
目标	mubn
漫山遍野	muby
木材	mucd
目的	mudi
牡丹	mudj
目睹	mudu
目光	mug
目光	mugl
幕后	muhz
牧场	mui
墨守成规	muig
牧场	muih
募集	muji
募捐	mujr
模具	muju
目录	mul
目录	mulu
木马	muma
目前	muq
母亲	muqb
目前	muqm
木头	mutz
母校	muxn
模样	muyh
沐浴	muyu
明知故犯	mvgf
命中注定	mvvd
目中无人	mvwr
名正言顺	mvyu
漫无边际	mwbj
每次	mwci
没错	mwco
美德	mwde
每当	mwdh
没法	mwf
美发	mwfa
每逢	mwfg
每个	mwge
美感	mwgj
美国	mwgo
美观	mwgr
美工	mwgs
每股	mwgu
玫瑰	mwgv
美好	mwhc
每回	mwhv
美化	mwhx
美景	mwjk
媒介	mwjp
美酒	mwjq
煤矿	mwkl
美丽	mwl
没了	mwle
魅力	mwli
美梦	mwmg
美满	mwmj
美名	mwmk
美妙	mwmn
妹妹	mwmw
没能	mwng
每年	mwnm
美女	mwnv
煤气	mwqi
每人	mwr
美人	mwrf
每日	mwri
美容	mwrs
媒体	mwti
煤炭	mwtj
每天	mwtm
每条	mwtn
美图	mwtu
眉头	mwtz
没事	mwu
没事	mwui
美术	mwuu
每周	mwvz
美味	mwww
美学	mwxt
每页	mwye
美英	mwyk
美元	mwyr
没用	mwys
每月	mwyt
美誉	mwyu
没有	mwyz
没想到	mxd
墨西哥	mxg
梦想成真	mxiv
每一个	myg
满园春色	myis
木已成舟	myiv
妙语连珠	mylv
毛泽东	mzd
某个	mzge
谋害	mzhd
谋略	mzl
谋略	mzlt
某某	mzm
某某	mzmz
谋求	mzq
谋求	mzqq
牟取	mzqu
某人	mzrf
谋私	mzsi
谋杀	mzu
谋杀	mzua
某种	mzv
某种	mzvs
某些	mzx
某些	mzxp
那边	nabm
那次	naci
拿到	nadc
那段	nadr
哪儿	nae
那儿	naer
那份	naff
哪个	nag
那个	nage
呐喊	nahj
拿出	nai
拿出	naiu
那就	najq
哪里	nal
拿来	nald
那里	nali
那么	nam
那么	name
纳米	nami
那年	nanm
哪怕	napa
拿起	naq
拿起	naqi
纳入	naru
那天	natm
那时	naui
纳税	nauv
哪种	nav
那张	navh
那种	navs
哪位	naw
那位	naww
哪些	nax
那些	naxp
拿下	naxx
那样	nayh
哪有	nayz
诺贝尔	nbe
您好	nbhc
能不能	nbn
脑袋	ncdd
脑海	nch
脑海	nchd
恼火	ncho
脑筋	ncjb
闹剧	ncju
恼怒	ncn
恼怒	ncnu
闹事	ncui
闹钟	ncv
闹钟	ncvs
脑子	ncz
脑子	nczi
奶粉	ndf
奶粉	ndff
耐烦	ndfj
奈何	ndh
奈何	ndhe
耐磨	ndmo
奶奶	ndnd
奶牛	ndnq
耐受	nduz
乃至	ndvi
耐心	ndx
耐心	ndxb
耐用	ndy
耐用	ndys
怒发冲冠	nfig
能动	ngd
能动	ngds
能否	ngf
能否	ngfz
能够	ngg
能干	nggj
能够	nggz
能耗	ngh
能耗	nghc
能将	ngj
能将	ngjl
能力	ngl
能力	ngli
能量	ngll
能耐	ngn
能耐	ngnd
能说	nguo
能歌善舞	nguw
能手	nguz
能源	ngy
能源	ngyr
囊括	nhko
女孩子	nhz
溺爱	niai
你的	nide
拟定	nidk
你好	nihc
你还	nihd
昵称	nii
昵称	niig
逆境	nijk
你就	nijq
你家	nijx
你看	nikj
你来	nil
你来	nild
逆流	nilq
你们	nim
你们	nimf
匿名	nimk
你能	ning
呢喃	ninj
泥泞	nink
你所	nis
你所	niso
泥土	nitu
泥沙	niua
你说	niuo
逆转	niv
逆转	nivr
你我	niw
你我	niwo
你想	nixl
你也	niye
南北	njb
难办	njbj
南部	njbu
南北	njbw
难道	njd
难道	njdc
难得	njde
难点	njdm
难度	njdu
男儿	nje
男儿	njer
南方	njf
南风	njfg
南方	njfh
南非	njfw
难怪	njg
难怪	njgk
难过	njgo
难关	njgr
南瓜	njgx
男孩	njh
男孩	njhd
南韩	njhj
南昌	njih
南充	njis
弄假成真	njiv
南极	njji
南京	njjk
南开	njkd
难看	njkj
男篮	njlj
南路	njlu
难民	njmb
难免	njmm
南美	njmw
南宁	njn
喃喃	njnj
南宁	njnk
男女	njnv
男人	njr
男人	njrf
难题	njti
难听	njtk
南沙	njua
男生	njug
男士	njui
南山	njuj
难说	njuo
难受	njuz
难忘	njw
难忘	njwh
男性	njx
男性	njxk
南下	njxx
诺基亚	njy
南亚	njya
南洋	njyh
难以	njyi
难于	njyu
男友	njyz
男子	njzi
宁波	nkbo
凝固	nkg
凝固	nkgu
凝聚	nkj
宁静	nkjk
凝结	nkjp
凝聚	nkju
宁可	nkke
宁肯	nkkf
柠檬	nkmg
凝重	nkv
凝重	nkvs
凝望	nkw
凝望	nkwh
扭亏为盈	nkwy
宁夏	nkx
宁夏	nkxx
宁愿	nky
宁愿	nkyr
娘家	nlj
娘家	nljx
年报	nmb
年报	nmbc
年度	nmd
年代	nmdd
年底	nmdi
年度	nmdu
年份	nmff
内蒙古	nmg
年会	nmhv
年华	nmhx
年产	nmij
年初	nmiu
年级	nmj
年级	nmji
年纪	nmji
年检	nmjm
年均	nmjy
年龄	nml
年龄	nmlk
年满	nmmj
年满	nmmm
年末	nmmo
年内	nmn
年年	nmnm
年内	nmnw
年轻	nmq
年轻	nmqk
念头	nmtz
年长	nmvh
年终	nmvs
年薪	nmxb
年限	nmxm
年月	nmy
年月	nmyt
念念不忘	nnbw
鸟巢	nni
鸟巢	nnic
袅娜	nnno
挪威	noww
诺言	noyj
挪用	noys
涅槃	npp
涅槃	nppj
嗫嚅	npru
女朋友	npy
男朋友	npyz
捏造	npzc
南腔北调	nqbd
纽带	nqd
纽带	nqdd
牛奶	nqnd
忸怩	nqni
牛皮	nqp
牛棚	nqpg
牛皮	nqpi
拈轻怕重	nqpv
扭曲	nqqu
年轻人	nqr
牛肉	nqrz
牛市	nqu
牛市	nqui
扭转	nqv
扭转	nqvr
宁缺毋滥	nqwl
纽约	nqy
纽约	nqyt
牛仔	nqz
牛仔	nqzd
尼日利亚	nrly
暖气	nrq
暖气	nrqi
农村	nsc
农村	nscy
弄得	nsde
浓度	nsdu
农行	nshh
农户	nshu
浓厚	nshz
农场	nsi
农场	nsih
农家	nsj
农家	nsjx
农历	nsl
农历	nsli
农民	nsm
农民	nsmb
农贸	nsmc
浓浓	nsn
浓浓	nsns
弄清	nsq
弄清	nsqk
浓缩	nss
浓缩	nsso
农田	nst
农田	nstm
农业	nsy
农药	nsyc
农业	nsye
浓郁	nsyu
虐待	ntd
虐待	ntdd
奴才	nuc
奴才	nucd
怒火	nuh
能说会道	nuhd
怒火	nuho
怒吼	nuhz
努力	nul
努力	nuli
奴仆	nup
奴仆	nupu
怒气	nuq
怒气	nuqi
逆水行舟	nuxv
女伴	nvbj
女儿	nve
女儿	nver
女工	nvg
女工	nvgs
女孩	nvh
女孩	nvhd
女郎	nvl
女郎	nvlh
女流	nvlq
女排	nvpd
女权	nvq
女权	nvqr
女人	nvr
女人	nvrf
女色	nvs
女色	nvse
女童	nvt
女童	nvts
女生	nvu
女神	nvuf
女生	nvug
女士	nvui
女装	nvv
女装	nvvl
女王	nvw
女王	nvwh
女性	nvxk
女婿	nvxu
女友	nvy
女友	nvyz
女子	nvz
女子	nvzi
女足	nvzu
内部	nwb
内部	nwbu
内存	nwc
内存	nwcy
内地	nwd
内地	nwdi
哪个	nwg
内阁	nwge
内功	nwgs
内涵	nwh
内核	nwhe
内行	nwhh
内涵	nwhj
内疚	nwj
内奸	nwjm
内疚	nwjq
内科	nwke
内裤	nwku
内陆	nwlu
内幕	nwm
内蒙	nwmg
内幕	nwmu
内情	nwqk
内容	nwr
内容	nwrs
内设	nwue
内政	nwvg
内置	nwvi
内战	nwvj
哪位	nww
内外	nwwd
内文	nwwf
那位	nwww
内心	nwx
内心	nwxb
内向	nwxl
内线	nwxm
哪些	nwxp
内需	nwxu
内衣	nwy
内衣	nwyi
内在	nwz
内在	nwzd
难兄难弟	nxnd
弄虚作假	nxzj
南辕北辙	nybv
鸟语花香	nyhx
能言善辩	nyub
内忧外患	nywh
殴打	ouda
偶尔	oue
偶尔	ouer
讴歌	ouge
欧盟	oum
欧盟	oumg
欧美	oumw
偶然	ourj
呕吐	out
呕吐	outu
欧洲	ouv
欧洲	ouvz
偶像	ouxl
欧阳	ouyh
欧元	ouyr
爬上	pauh
拼搏	pbbo
频道	pbd
频道	pbdc
品德	pbde
迫不得已	pbdy
贫乏	pbfa
频繁	pbfj
贫富	pbfu
品格	pbge
贫寒	pbh
贫寒	pbhj
品尝	pbi
品尝	pbih
频传	pbir
迫不及待	pbjd
贫贱	pbjm
贫困	pbky
频率	pbl
频率	pblv
贫民	pbmb
拼命	pbmk
品牌	pbp
频频	pbpb
品牌	pbpd
贫穷	pbq
聘请	pbqk
贫穷	pbqs
平步青云	pbqy
聘任	pbr
聘任	pbrf
蓬荜生辉	pbuh
聘书	pbuu
品质	pbvi
品种	pbvs
品味	pbw
品味	pbww
拼写	pbxp
贫血	pbxt
拼音	pby
拼音	pbyb
聘用	pbys
跑步	pcbu
炮弹	pcdj
炮轰	pchs
跑车	pcie
抛开	pckd
跑了	pcl
泡沫	pcm
泡沫	pcmo
抛弃	pcqi
抛售	pcu
抛售	pcuz
炮制	pcv
炮制	pcvi
剖析	pcxi
咆哮	pcxn
排版	pdb
排版	pdbj
派兵	pdbk
派别	pdbp
拍打	pdda
排队	pddv
排放	pdfh
排骨	pdg
排骨	pdgu
排行	pdh
排行	pdhh
徘徊	pdhk
排场	pdih
排斥	pdii
排除	pdiu
派出	pdiu
排列	pdl
排练	pdlm
排列	pdlp
排名	pdm
拍卖	pdmd
排名	pdmk
派遣	pdq
派遣	pdqm
排球	pdqq
派人	pdrf
派头	pdt
派头	pdtz
排水	pdu
拍摄	pdue
派生	pdug
排水	pduv
拍照	pdv
拍照	pdvc
派驻	pdvu
排外	pdwd
排污	pdwu
排序	pdx
排泄	pdxp
排序	pdxu
牌子	pdzi
喷薄	pfbo
盆地	pfdi
破釜沉舟	pfiv
平方米	pfm
喷墨	pfmo
喷洒	pfs
喷洒	pfsa
喷嚏	pft
喷嚏	pfti
喷射	pfu
喷射	pfue
票贩子	pfz
蓬勃	pgbo
盘根错节	pgcj
碰到	pgdc
捧哏	pggf
捧场	pgih
抨击	pgji
蓬莱	pgl
澎湃	pgpd
碰巧	pgq
碰巧	pgqn
烹饪	pgr
烹饪	pgrf
烹调	pgtn
膨胀	pgvh
碰撞	pgvl
朋友	pgy
朋友	pgyz
排行榜	phb
旁白	phbd
旁边	phbm
磅礴	phbo
庞大	phda
膀胱	phgl
旁观	phgr
彷徨	phh
彷徨	phhl
滂沱	phto
螃蟹	phxp
庞杂	phza
皮包	pibc
疲惫	pibw
皮带	pidd
批发	pifa
皮肤	pifu
皮革	pige
屁股	pigu
啤酒	pijq
疲倦	pijr
毗邻	pilb
疲劳	pilc
霹雳	pili
批量	pill
披露	pilu
纰漏	pilz
皮毛	pimc
媲美	pimw
睥睨	pini
琵琶	pipa
批判	pipj
批评	pipk
匹配	pipw
脾气	piq
脾气	piqi
疲软	pirr
譬如	piru
批示	piui
批准	pivy
鹏程万里	piwl
皮鞋	pix
皮鞋	pixp
貔貅	pixq
攀比	pjbi
叛变	pjbm
判别	pjbp
攀登	pjdg
判定	pjdk
盘点	pjdm
判断	pjdr
盘活	pjh
盘活	pjho
盘缠	pjij
判处	pjiu
判决	pjj
判决	pjjt
叛乱	pjlr
盘算	pjs
盘算	pjsr
叛徒	pjtu
攀升	pjug
蹒跚	pjuj
披荆斩棘	pjvj
盼望	pjw
盼望	pjwh
判刑	pjxk
盘旋	pjxr
番禺	pjyu
平安	pkan
屏保	pkbc
屏蔽	pkbi
平板	pkbj
评测	pkce
平等	pkdg
平淡	pkdj
评定	pkdk
平凡	pkf
评分	pkff
平方	pkfh
平凡	pkfj
苹果	pkg
苹果	pkgo
评估	pkgu
平衡	pkh
平和	pkhe
平衡	pkhg
平常	pki
平常	pkih
瓶颈	pkj
评级	pkji
平静	pkjk
评奖	pkjl
凭借	pkjp
凭据	pkju
评价	pkjx
平均	pkjy
凭空	pkks
评论	pkl
评理	pkli
评论	pkly
平民	pkmb
平米	pkmi
平面	pkmm
屏幕	pkmu
凭空捏造	pknz
评判	pkp
乒乓	pkph
评判	pkpj
平壤	pkrh
平日	pkri
平台	pktd
平坦	pktj
娉婷	pktk
评审	pkuf
平时	pkui
评说	pkuo
评述	pkuu
凭证	pkv
凭着	pkve
凭证	pkvg
屏障	pkvh
平稳	pkw
平稳	pkwf
评委	pkww
评选	pkx
平息	pkxi
平行	pkxk
评选	pkxr
评议	pkyi
平原	pkyr
平庸	pkys
评语	pkyu
赔礼道歉	pldq
赔了夫人又折兵	plfb
偏爱	pma
偏爱	pmai
片段	pmd
片段	pmdr
篇幅	pmf
篇幅	pmfu
偏高	pmg
偏高	pmgc
偏差	pmi
偏差	pmia
偏见	pmj
偏激	pmji
偏见	pmjm
片刻	pmk
片刻	pmke
偏离	pml
偏离	pmli
片面	pmmm
偏旁	pmph
偏僻	pmpi
偏偏	pmpm
骗取	pmqu
骗人	pmrf
偏袒	pmtj
篇章	pmvh
偏重	pmvs
翩跹	pmxm
便宜	pmyi
偏远	pmyr
骗子	pmzi
漂泊	pnb
漂泊	pnbo
飘荡	pndh
漂浮	pnf
票房	pnfh
漂浮	pnfu
票据	pnj
票据	pnju
票价	pnjx
漂亮	pnl
飘零	pnlk
漂亮	pnll
漂流	pnlq
缥缈	pnmn
飘飘	pnp
飘飘	pnpn
剽窃	pnq
剽窃	pnqp
飘逸	pny
飘摇	pnyc
飘扬	pnyh
破案	poa
破案	poan
破格	poge
破坏	poh
迫害	pohd
破坏	pohk
破获	poho
破产	poi
破产	poij
破除	poiu
破解	pojp
破旧	pojq
泼辣	pola
魄力	poli
破烂	polj
破裂	polp
破灭	pomp
迫切	poq
迫切	poqp
破碎	pos
婆娑	poso
破碎	posv
破损	posy
迫使	poui
破译	poyi
颇有	poyz
匹配	ppw
飘飘欲仙	ppyx
旁敲侧击	pqcj
旁若无人	prwr
蒲松龄	psl
滂沱大雨	ptdy
铺天盖地	ptgd
普通话	pth
抛头露面	ptlm
葡萄牙	pty
普遍	pubm
瀑布	pubu
铺垫	pudm
浦东	puds
普法	pufa
匍匐	pufu
普查	pui
普查	puia
拍手称快	puik
普及	puji
扑救	pujq
铺开	pukd
扑朔迷离	puml
铺平	pupk
菩萨	pus
菩萨	pusa
朴素	pusu
葡萄	putc
普陀	puto
普通	puts
朴实	puu
铺设	puue
朴实	puui
谱写	pux
谱写	puxp
品种	pvs
抛砖引玉	pvyy
配备	pwb
陪伴	pwbj
配备	pwbw
配电	pwdm
配额	pwee
配方	pwfh
佩服	pwfu
配股	pwg
配股	pwgu
配合	pwh
配合	pwhe
赔偿	pwi
赔偿	pwih
配件	pwjm
赔了	pwl
赔了	pwle
配偶	pwou
配送	pwss
配套	pwtc
胚胎	pwtd
陪同	pwts
配置	pwv
配置	pwvi
培训	pwx
培训	pwxy
培养	pwyh
培育	pwyu
披星戴月	pxdy
疲于奔命	pybm
平易近人	pyjr
迫在眉睫	pzmj
剖析	pzxi
亲爱的	qad
亲爱	qba
亲爱	qbai
亲笔	qbbi
勤奋	qbff
侵犯	qbfj
侵害	qbh
侵害	qbhd
秦朝	qbic
亲近	qbjb
勤俭	qbjm
勤恳	qbkf
亲临	qblb
勤劳	qblc
秦岭	qblk
侵略	qblt
亲密	qbmi
勤勉	qbmm
亲昵	qbni
钦佩	qbp
亲朋	qbpg
钦佩	qbpw
亲戚	qbqi
亲情	qbqk
亲切	qbqp
侵权	qbqr
侵扰	qbrc
亲热	qbre
亲人	qbrf
侵入	qbru
侵吞	qbt
侵吞	qbty
亲身	qbuf
寝室	qbui
亲属	qbuu
禽兽	qbuz
侵占	qbv
侵占	qbvj
千变万化	qbwh
亲信	qbxb
侵袭	qbxi
亲眼	qby
亲眼	qbyj
勤于	qbyu
亲友	qbyz
亲自	qbz
亲自	qbzi
情不自禁	qbzj
巧夺天工	qdtg
锲而不舍	qebu
千方百计	qfbj
棋逢对手	qfdu
前赴后继	qfhj
前俯后仰	qfhy
曲高和寡	qghg
前功尽弃	qgjq
勤工俭学	qgjx
倾国倾城	qgqi
秋高气爽	qgqu
秦皇岛	qhd
企划	qhxp
奇花异草	qhyc
青红皂白	qhzb
起步	qib
千锤百炼	qibl
起步	qibu
起草	qicc
器材	qicd
其次	qici
凄惨	qicj
祈祷	qidc
期待	qidd
启迪	qidi
起点	qidm
启动	qids
企鹅	qiee
其二	qier
启发	qifa
气氛	qiff
欺负	qifu
起飞	qifw
乞丐	qigd
岂敢	qigj
奇怪	qigk
器官	qigr
气功	qigs
旗号	qihc
期货	qiho
奇幻	qihr
漆黑	qihw
气候	qihz
汽车	qiie
启程	qiig
起床	qiil
起初	qiiu
迄今	qijb
奇迹	qiji
起劲	qijk
期间	qijm
气节	qijp
器具	qiju
起家	qijx
期刊	qikj
麒麟	qilb
起来	qild
起立	qili
凄凉	qill
起落	qilo
气流	qilq
起码	qima
器皿	qimb
启蒙	qimg
奇妙	qimn
期末	qimo
岂能	qin
岂能	qing
气派	qipd
期盼	qipj
欺骗	qipm
气魄	qipo
气球	qiqq
齐全	qiqr
崎岖	qiqu
起诉	qisu
其他	qita
乞讨	qitc
奇特	qite
气体	qiti
七天	qitm
企图	qitu
起头	qitz
起身	qiuf
其实	qiui
轻车熟路	qiul
欺诈	qiva
气质	qivi
前车之鉴	qivj
其中	qivs
气温	qiwf
期望	qiwh
气味	qiww
期限	qix
齐心	qixb
气息	qixi
气象	qixl
期限	qixm
器械	qixp
气压	qiya
起因	qiyb
企业	qiye
奇异	qiyi
起源	qiyr
启用	qiys
七月	qiyt
其余	qiyu
汽油	qiyz
妻子	qizi
气急败坏	qjbh
倾家荡产	qjdi
前倨后恭	qjhg
奇迹	qji
情节	qjp
前几天	qjt
千军万马	qjwm
迄今为止	qjwv
取决于	qjy
千钧一发	qjyf
情爱	qkai
情报	qkbc
清白	qkbd
轻便	qkbm
轻薄	qkbo
情操	qkcc
清仓	qkch
清脆	qkcv
青岛	qkdc
清单	qkdj
清点	qkdm
情调	qkdn
清风	qkfg
情妇	qkfu
清高	qkgc
情歌	qkge
情感	qkgj
清官	qkgr
轻工	qkgs
轻轨	qkgv
青海	qkhd
庆贺	qkhe
情怀	qkhk
清华	qkhx
清查	qkia
清朝	qkic
清澈	qkie
清晨	qkif
清楚	qkiu
清除	qkiu
青春	qkiy
情景	qkj
请进	qkjb
清静	qkjk
请柬	qkjm
请教	qkjn
情节	qkjp
请假	qkjx
情况	qkk
请客	qkke
请看	qkkj
轻快	qkkk
情况	qkkl
清空	qkks
巧克力	qkl
青睐	qkld
晴朗	qklh
清理	qkli
清凉	qkll
清廉	qklm
青龙	qkls
情侣	qklv
清明	qkmk
倾慕	qkmu
青年	qkn
请您	qknb
青年	qknm
清贫	qkpb
轻轻	qkqk
请求	qkqq
情趣	qkqu
情人	qkrf
轻松	qks
清扫	qksc
情色	qkse
清算	qksr
轻松	qkss
倾诉	qksu
倾听	qkt
蜻蜓	qktk
晴天	qktm
清退	qktv
请示	qkui
青山	qkuj
轻率	qkuk
清爽	qkul
情书	qkuu
清水	qkuv
清真	qkvf
轻装	qkvl
轻重	qkvs
庆祝	qkvu
请问	qkw
青蛙	qkwa
请问	qkwf
请勿	qkwu
轻微	qkww
清新	qkxb
清晰	qkxi
情形	qkxk
清醒	qkxk
倾向	qkxl
清闲	qkxm
倾销	qkxn
倾斜	qkxp
清秀	qkxq
情绪	qkxu
轻易	qkyi
轻盈	qkyk
情愿	qkyr
请用	qkys
清早	qkz
清早	qkzc
青藏	qkzh
请罪	qkzv
枪毙	qlb
墙壁	qlbi
七零八落	qlbl
强大	qld
强大	qlda
强盗	qldc
强调	qldn
抢夺	qldo
强度	qldu
强队	qldv
枪林弹雨	qldy
强国	qlgo
强攻	qlgs
抢购	qlgz
强化	qlhx
强劲	qljk
强奸	qljm
抢劫	qljp
抢救	qljq
黔驴技穷	qljq
强加	qljx
强烈	qll
蜣螂	qllh
强力	qlli
强烈	qllp
墙面	qlmm
强迫	qlpo
强权	qlqr
强弱	qlro
枪杀	qlua
强盛	qlug
墙上	qluh
强势	qlui
枪手	qluz
强制	qlv
强者	qlve
强制	qlvi
抢占	qlvj
强壮	qlvl
蔷薇	qlww
前列腺	qlx
强行	qlxk
强项	qlxl
抢先	qlxm
抢修	qlxq
全力以赴	qlyf
强硬	qlyk
抢走	qlzz
钱包	qmbc
铅笔	qmbi
浅薄	qmbo
前辈	qmbw
其貌不扬	qmby
钱财	qmcd
签到	qmdc
签订	qmdk
牵动	qmds
轻描淡写	qmdx
签发	qmfa
前锋	qmfg
前方	qmfh
遣返	qmfj
潜伏	qmfu
牵挂	qmg
牵挂	qmgx
前后	qmhz
前程	qmig
前进	qmjb
前景	qmjk
乾坤	qmk
千克	qmke
欠款	qmkr
乾坤	qmky
千里	qml
前来	qmld
欠了	qmle
潜力	qmli
牵连	qmlm
前列	qmlp
乾隆	qmls
前面	qmm
前茅	qmmc
前门	qmmf
签名	qmmk
前面	qmmm
潜能	qmng
前期	qmq
前期	qmqi
牵强	qmql
千秋	qmqq
缱绻	qmqr
欠缺	qmqt
前去	qmqu
前任	qmrf
谦让	qmrh
前日	qmri
嵌入	qmru
前天	qmt
前台	qmtd
前提	qmti
浅谈	qmtj
前天	qmtm
欠条	qmtn
欠妥	qmto
前途	qmtu
牵头	qmtz
牵涉	qmue
前身	qmuf
签署	qmuu
潜水	qmuv
牵手	qmuz
前兆	qmvc
前者	qmve
签证	qmvg
前瞻	qmvj
青梅竹马	qmvm
前缀	qmvv
千万	qmw
前往	qmwh
千万	qmwj
前卫	qmww
潜心	qmxb
前夕	qmxi
前行	qmxk
浅显	qmxm
谦虚	qmxu
谦逊	qmxy
牵引	qmyb
迁移	qmyi
前沿	qmyj
千元	qmyr
签约	qmyt
潜在	qmzd
谴责	qmze
签字	qmzi
前奏	qmzz
侨胞	qnbc
勤能补拙	qnbv
憔悴	qncv
敲打	qnda
敲定	qndk
轻诺寡信	qngx
巧合	qnhe
侨居	qnju
桥梁	qnl
桥梁	qnll
窍门	qnmf
巧妙	qnmn
俏皮	qnpi
悄悄	qnqn
悄然	qnrj
敲诈	qnv
敲诈	qnva
敲响	qnxl
巧遇	qnyu
七拼八凑	qpbc
切磋	qpco
切断	qpdr
切割	qpg
切割	qpge
切换	qphr
切除	qpi
切除	qpiu
切记	qpji
窃取	qpqu
切入	qpru
窃听	qptk
切身	qpu
切身	qpuf
切实	qpui
千篇一律	qpyl
求爱	qqai
千奇百怪	qqbg
求得	qqde
秋冬	qqds
球队	qqdv
秋风	qqf
秋风	qqfg
牵强附会	qqfh
囚犯	qqfj
求购	qqg
求购	qqgz
求和	qqhe
球场	qqih
秋季	qqji
求教	qqjn
勤勤恳恳	qqkk
丘陵	qql
丘陵	qqlk
球迷	qqmi
秋千	qqqm
球赛	qqsd
窃窃私语	qqsy
秋天	qqt
秋天	qqtm
求实	qqu
求生	qqug
七窍生烟	qquy
求职	qqvi
求助	qqvu
球星	qqxk
求学	qqxt
球员	qqy
蚯蚓	qqyb
求医	qqyi
球员	qqyr
求全责备	qqzb
全部	qrbu
劝导	qrdc
全队	qrdv
全都	qrdz
全额	qre
全额	qree
劝告	qrg
劝告	qrgc
全国	qrgo
权衡	qrh
权衡	qrhg
全会	qrhv
全称	qrig
全场	qrih
情人节	qrj
拳击	qrji
全景	qrjk
全局	qrju
全家	qrjx
全军	qrjy
权利	qrl
权利	qrli
全民	qrmb
全貌	qrmc
全面	qrmm
全年	qrn
全能	qrng
全年	qrnm
全屏	qrp
全盘	qrpj
全球	qrq
恰如其分	qrqf
全球	qrqq
全权	qrqr
全然	qrrj
全速	qrsu
圈套	qrtc
全体	qrti
全天	qrtm
全身	qru
全身	qruf
券商	qruh
权势	qrui
劝说	qruo
全职	qrvi
全文	qrw
全文	qrwf
权威	qrww
全新	qrxb
权限	qrxm
全校	qrxn
权益	qryi
杞人忧天	qryt
痊愈	qryu
圈子	qrzi
劝阻	qrzu
穷国	qsgo
起死回生	qshu
穷困	qsk
穷苦	qsku
穷困	qsky
穷人	qsr
穷人	qsrf
千丝万缕	qswl
前所未有	qswy
确保	qtbc
却被	qtbw
求同存异	qtcy
确定	qtd
确定	qtdk
缺点	qtdm
蜻蜓点水	qtdu
缺乏	qtfa
缺货	qtho
缺口	qtk
缺口	qtkz
确立	qtl
确立	qtli
晴天霹雳	qtpl
缺勤	qtqb
确切	qtqp
确认	qtr
确认	qtrf
缺损	qts
缺损	qtsy
缺少	qtuc
缺省	qtug
气吞山河	qtuh
确实	qtui
却说	qtuo
情同手足	qtuz
确诊	qtv
确诊	qtvf
缺陷	qtx
确信	qtxb
缺席	qtxi
缺陷	qtxm
确有	qty
缺氧	qtyh
情投意合	qtyh
确有	qtyz
确凿	qtz
确凿	qtzc
却在	qtzd
七手八脚	qubj
区别	qubp
七上八下	qubx
渠道	qudc
取代	qudd
取得	qude
取缔	qudi
去掉	qudn
