啊	a#序60000
$ddcmd(钝,钝[dyj])	dyjv#序4474
$ddcmd(吨,吨[dyk])	dykv#序4473
$ddcmd(盾,盾[dyp])	dypo#序4471
$ddcmd(墩,墩[dyt])	dytw#序4470
$ddcmd(敦,敦[dyw])	dyww#序4469
$ddcmd(蹲,蹲[dyz])	dyzc#序4467
$ddcmd(豆,豆[dza])	dzaq#序4466
$ddcmd(痘,痘[dzb])	dzbq#序4465
$ddcmd(斗,斗[dzd])	dzdu#序4464
$ddcmd(陡,陡[dze])	dzer#序4463
$ddcmd(都,都[du])	dzet#序4462
$ddcmd(抖,抖[dzf])	dzfu#序4461
$ddcmd(读,读[duy])	dzyd#序4457
$ddcmd(逗,逗[dzz])	dzza#序4456
$ddcmd(额,额[eeb])	eeba#序4454
$ddcmd(峨,峨[eee])	eeed#序4453
$ddcmd(阿,阿[aa])	eeek#序4452
$ddcmd(扼,扼[eef])	eefv#序4451
$ddcmd(厄,厄[eei])	eeiv#序4450
$ddcmd(哦,哦[o])	eekd#序4448
$ddcmd(鹅,鹅[een])	eenp#序4446
$ddcmd(俄,俄[eer])	eerd#序4445
$ddcmd(饿,饿[eeu])	eeud#序4443
$ddcmd(恶,恶[eex])	eexa#序4442
$ddcmd(讹,讹[eey])	eeyv#序4441
$ddcmd(遏,遏[eez])	eezo#序4440
$ddcmd(恩,恩[en])	enxk#序4438
$ddcmd(而,而[er])	eraa#序4437
$ddcmd(二,二[e])	eraa#序4436
$ddcmd(耳,耳[era])	eraa#序4435
$ddcmd(尔,尔[erd])	erdx#序4434
$ddcmd(儿,儿[erp])	erpv#序4433
$ddcmd(贰,贰[erq])	erqb#序4432
$ddcmd(饵,饵[eru])	erue#序4431
$ddcmd(法,法[fad])	fads#序4429
$ddcmd(阀,阀[fam])	famg#序4428
$ddcmd(乏,乏[fap])	fapn#序4427
$ddcmd(伐,伐[far])	farg#序4426
$ddcmd(罚,罚[fas])	fasd#序4425
$ddcmd(发,发[fa])	favd#序4424
$ddcmd(筏,筏[fav])	favg#序4423
$ddcmd(珐,珐[faw])	faws#序4422
$ddcmd(分,分[ff])	ffbd#序4421
$ddcmd(芬,芬[ffc])	ffcd#序4420
$ddcmd(奋,奋[ffd])	ffdt#序4419
$ddcmd(焚,焚[ffh])	ffhm#序4418
$ddcmd(吩,吩[ffk])	ffkd#序4417
$ddcmd(粉,粉[ffm])	ffmd#序4416
$ddcmd(氛,氛[ffq])	ffqd#序4414
$ddcmd(份,份[ffr])	ffrd#序4413
$ddcmd(纷,纷[ffs])	ffsd#序4412
$ddcmd(坟,坟[fft])	fftw#序4411
$ddcmd(愤,愤[ffx])	ffxb#序4410
$ddcmd(酚,酚[ffy])	ffyd#序4409
$ddcmd(丰,丰[fga])	fgaa#序4408
$ddcmd(疯,疯[fgb])	fgbf#序4407
$ddcmd(冯,冯[fgd])	fgdm#序4406
$ddcmd(峰,峰[fge])	fgef#序4405
$ddcmd(奉,奉[fgf])	fgfa#序4404
$ddcmd(烽,烽[fgh])	fghf#序4403
$ddcmd(蜂,蜂[fgi])	fgif#序4402
$ddcmd(风,风[fg])	fgjx#序4401
$ddcmd(凤,凤[fgj])	fgjy#序4400
$ddcmd(枫,枫[fgm])	fgmf#序4399
$ddcmd(缝,缝[fgs])	fgsz#序4397
$ddcmd(封,封[fgt])	fgtc#序4396
$ddcmd(讽,讽[fgy])	fgyf#序4395
$ddcmd(逢,逢[fgz])	fgzw#序4394
$ddcmd(芳,芳[fhc])	fhcf#序4393
$ddcmd(防,防[fhe])	fhef#序4392
$ddcmd(房,房[fhh])	fhhf#序4391
$ddcmd(妨,妨[fhn])	fhnf#序4390
$ddcmd(肪,肪[fho])	fhof#序4389
$ddcmd(仿,仿[fhr])	fhrf#序4388
$ddcmd(纺,纺[fhs])	fhsf#序4387
$ddcmd(坊,坊[fht])	fhtf#序4386
$ddcmd(放,放[fhw])	fhwf#序4385
$ddcmd(方,方[fh])	fhwp#序4384
$ddcmd(访,访[fhy])	fhyf#序4383
$ddcmd(贩,贩[fjb])	fjby#序4382
$ddcmd(范,范[fjc])	fjcv#序4381
$ddcmd(泛,泛[fjd])	fjdn#序4380
$ddcmd(烦,烦[fjh])	fjha#序4379
$ddcmd(凡,凡[fjj])	fjjd#序4378
$ddcmd(反,反[fj])	fjpy#序4377
$ddcmd(翻,翻[fjp])	fjpy#序4376
$ddcmd(犯,犯[fjq])	fjqv#序4375
$ddcmd(繁,繁[fjs])	fjsr#序4374
$ddcmd(饭,饭[fju])	fjuy#序4373
$ddcmd(返,返[fjz])	fjzp#序4371
$ddcmd(佛,佛[fo])	fora#序4370
$ddcmd(甫,甫[fua])	fuad#序4368
$ddcmd(夫,夫[fu])	fuan#序4367
$ddcmd(父,父[fub])	fubx#序4366
$ddcmd(副,副[fud])	fuda#序4364
$ddcmd(附,附[fue])	fuec#序4363
$ddcmd(扶,扶[fuf])	fufn#序4362
$ddcmd(府,府[fug])	fugc#序4361
$ddcmd(辅,辅[fui])	fuid#序4359
$ddcmd(幅,幅[fuj])	fujt#序4358
$ddcmd(咐,咐[fuk])	fukc#序4357
$ddcmd(妇,妇[fun])	fune#序4355
$ddcmd(服,服[fuo])	fuoy#序4354
$ddcmd(福,福[fup])	fupt#序4353
$ddcmd(氟,氟[fuq])	fuqa#序4352
$ddcmd(复,复[fur])	furw#序4351
$ddcmd(缚,缚[fus])	fusc#序4350
$ddcmd(符,符[fuv])	fuvc#序4349
$ddcmd(敷,敷[fuw])	fuwa#序4348
$ddcmd(覆,覆[furw])	fuxw#序4347
$ddcmd(讣,讣[fuy])	fuyd#序4346
$ddcmd(赴,赴[fuz])	fuzd#序4345
$ddcmd(非,非[f])	fwaa#序4344
$ddcmd(费,费[fwb])	fwbv#序4342
$ddcmd(菲,菲[fwc])	fwca#序4341
$ddcmd(沸,沸[fwd])	fwda#序4340
$ddcmd(废,废[fwg])	fwgd#序4339
$ddcmd(匪,匪[fwk])	fwka#序4337
$ddcmd(肥,肥[fwo])	fwov#序4335
$ddcmd(飞,飞[fw])	fwvd#序4332
$ddcmd(诽,诽[fwy])	fwya#序4329
$ddcmd(否,否[fz])	fzak#序4328
$ddcmd(夹,夹[ga])	gaan#序4325
$ddcmd(轧,轧[gai])	gaiv#序4324
$ddcmd(咖,咖[gak])	gakk#序4322
$ddcmd(胳,胳[gao])	gaok#序4321
$ddcmd(皋,皋[gcb])	gcbu#序4319
$ddcmd(搞,搞[gcf])	gcfk#序4317
$ddcmd(稿,稿[gch])	gchk#序4316
$ddcmd(镐,镐[gcj])	gcjk#序4315
$ddcmd(糕,糕[gcm])	gcmh#序4314
$ddcmd(告,告[gcn])	gcnk#序4313
$ddcmd(篙,篙[gcv])	gcvk#序4311
$ddcmd(高,高[gc])	gcwk#序4310
$ddcmd(膏,膏[gcw])	gcwo#序4309
$ddcmd(溉,溉[gdd])	gddv#序4305
$ddcmd(钙,钙[gdj])	gdjg#序4304
$ddcmd(盖,盖[gdm])	gdmy#序4303
$ddcmd(改,改[gdw])	gdwv#序4302
$ddcmd(该,该[gd])	gdyr#序4301
$ddcmd(戈,戈[gea])	gead#序4299
$ddcmd(疙,疙[geb])	gebg#序4298
$ddcmd(革,革[gec])	geca#序4297
$ddcmd(哥,哥[ged])	gedk#序4296
$ddcmd(隔,隔[gee])	geea#序4295
$ddcmd(搁,搁[gef])	gefk#序4294
$ddcmd(蛤,蛤[gei])	geik#序4293
$ddcmd(铬,铬[gej])	gejk#序4292
$ddcmd(咯,咯[gek])	gekk#序4291
$ddcmd(格,格[gem])	gemk#序4290
$ddcmd(鸽,鸽[gen])	genr#序4289
$ddcmd(胳,胳[gao])	geok#序4288
$ddcmd(个,个[g])	gera#序4287
$ddcmd(合,合[ge])	gerk#序4285
$ddcmd(各,各[gew])	gewk#序4282
$ddcmd(根,根[gfm])	gfmn#序4280
$ddcmd(跟,跟[gf])	gfzn#序4279
$ddcmd(更,更[gg])	ggan#序4278
$ddcmd(耿,耿[gge])	ggeh#序4277
$ddcmd(庚,庚[ggg])	gggn#序4276
$ddcmd(耕,耕[ggl])	ggla#序4275
$ddcmd(梗,梗[ggm])	ggmn#序4274
$ddcmd(埂,埂[ggt])	ggtn#序4273
$ddcmd(颈,颈[ggv])	ggva#序4272
$ddcmd(羹,羹[ggy])	ggyd#序4271
$ddcmd(刚,刚[gh])	ghdk#序4270
$ddcmd(港,港[ghd])	ghdv#序4269
$ddcmd(岗,岗[ghe])	ghex#序4268
$ddcmd(扛,扛[ghf])	ghfg#序4267
$ddcmd(钢,钢[ghj])	ghjx#序4266
$ddcmd(冈,冈[ghk])	ghkx#序4265
$ddcmd(杠,杠[ghm])	ghmg#序4264
$ddcmd(肛,肛[gho])	ghog#序4263
$ddcmd(纲,纲[ghs])	ghsx#序4262
$ddcmd(干,干[gja])	gjau#序4261
$ddcmd(甘,甘[gjc])	gjca#序4260
$ddcmd(秆,秆[gjh])	gjhu#序4259
$ddcmd(赣,赣[gjl])	gjlb#序4257
$ddcmd(杆,杆[gjm])	gjmu#序4256
$ddcmd(肝,肝[gjo])	gjou#序4255
$ddcmd(乾,乾[gjau])	gjug#序4253
$ddcmd(竿,竿[gjv])	gjvu#序4252
$ddcmd(敢,敢[gjw])	gjwv#序4251
$ddcmd(感,感[gj])	gjxg#序4250
$ddcmd(赶,赶[gjz])	gjzu#序4249
$ddcmd(拐,拐[gkf])	gkfl#序4248
$ddcmd(乖,乖[gkp])	gkpv#序4247
$ddcmd(怪,怪[gk])	gkxt#序4246
$ddcmd(广,广[gld])	gldi#序4245
$ddcmd(光,光[gl])	glxe#序4241
$ddcmd(逛,逛[glz])	glzq#序4240
$ddcmd(果,果[goa])	goan#序4239
$ddcmd(涡,涡[god])	godr#序4237
$ddcmd(郭,郭[goe])	goew#序4236
$ddcmd(锅,锅[goj])	gojd#序4233
$ddcmd(国,国[gok])	gokw#序4232
$ddcmd(裹,裹[gow])	gowy#序4228
$ddcmd(过,过[go])	gozc#序4227
$ddcmd(官,官[grb])	grbk#序4224
$ddcmd(灌,灌[grd])	grdf#序4222
$ddcmd(罐,罐[grf])	grff#序4221
$ddcmd(棺,棺[grm])	grmk#序4219
$ddcmd(关,关[gr])	grqd#序4217
$ddcmd(纶,纶[grs])	grsv#序4215
$ddcmd(馆,馆[gru])	gruk#序4214
$ddcmd(管,管[grv])	grvk#序4213
$ddcmd(惯,惯[grx])	grxb#序4212
$ddcmd(观,观[gry])	gryj#序4211
$ddcmd(工,工[gsa])	gsaa#序4210
$ddcmd(宫,宫[gsb])	gsbk#序4209
$ddcmd(公,公[gs])	gsbs#序4208
$ddcmd(共,共[gsc])	gscb#序4207
$ddcmd(拱,拱[gsf])	gsfb#序4206
$ddcmd(功,功[gsg])	gsgl#序4205
$ddcmd(龚,龚[gsl])	gslb#序4204
$ddcmd(供,供[gsr])	gsrb#序4203
$ddcmd(躬,躬[gsu])	gsug#序4202
$ddcmd(弓,弓[gsv])	gsvg#序4201
$ddcmd(攻,攻[gsw])	gswg#序4200
$ddcmd(谷,谷[gub])	gubk#序4199
$ddcmd(菇,菇[guc])	guck#序4198
$ddcmd(沽,沽[gud])	gudk#序4197
$ddcmd(雇,雇[guh])	guhf#序4196
$ddcmd(顾,顾[gui])	guia#序4195
$ddcmd(骨,骨[guk])	guko#序4193
$ddcmd(蛊,蛊[gum])	gumi#序4192
$ddcmd(姑,姑[gun])	gunk#序4191
$ddcmd(股,股[guo])	guoy#序4190
$ddcmd(估,估[gur])	gurk#序4189
$ddcmd(古,古[gu])	guuk#序4188
$ddcmd(鼓,鼓[guu])	guuy#序4187
$ddcmd(箍,箍[guv])	guvj#序4186
$ddcmd(故,故[guw])	guwu#序4185
$ddcmd(孤,孤[guz])	guzg#序4183
$ddcmd(规,规[gva])	gvaj#序4182
$ddcmd(贵,贵[gvb])	gvba#序4181
$ddcmd(龟,龟[gvd])	gvdv#序4180
$ddcmd(轨,轨[gvi])	gvij#序4179
$ddcmd(柜,柜[gvm])	gvma#序4177
$ddcmd(鬼,鬼[gv])	gvps#序4176
$ddcmd(傀,傀[gvr])	gvrg#序4175
$ddcmd(圭,圭[gvt])	gvtt#序4174
$ddcmd(硅,硅[gvu])	gvut#序4173
$ddcmd(癸,癸[gvv])	gvvd#序4172
$ddcmd(瑰,瑰[gvw])	gvwg#序4171
$ddcmd(诡,诡[gvy])	gvyv#序4170
$ddcmd(跪,跪[gvz])	gvzv#序4169
$ddcmd(给,给[gw])	gwsk#序4168
$ddcmd(寡,寡[gxb])	gxbd#序4166
$ddcmd(刮,刮[gxd])	gxdp#序4165
$ddcmd(挂,挂[gx])	gxft#序4163
$ddcmd(瓜,瓜[gxp])	gxpn#序4161
$ddcmd(滚,滚[gy])	gydy#序4159
$ddcmd(辊,辊[gyi])	gyiv#序4158
$ddcmd(棍,棍[gym])	gymv#序4157
$ddcmd(购,购[gzb])	gzbs#序4155
$ddcmd(苟,苟[gzc])	gzck#序4154
$ddcmd(沟,沟[gzd])	gzds#序4153
$ddcmd(够,够[gz])	gzgd#序4151
$ddcmd(句,句[gzg])	gzgk#序4150
$ddcmd(钩,钩[gzj])	gzjs#序4149
$ddcmd(构,构[gzm])	gzms#序4148
$ddcmd(狗,狗[gzq])	gzqk#序4146
$ddcmd(垢,垢[gzt])	gztk#序4145
$ddcmd(蛤,蛤[gei])	haik#序4143
$ddcmd(哈,哈[ha])	hakk#序4142
$ddcmd(浩,浩[hcd])	hcdk#序4139
$ddcmd(郝,郝[hce])	hcet#序4138
$ddcmd(镐,镐[gcj])	hcjk#序4136
$ddcmd(号,号[hck])	hckg#序4135
$ddcmd(耗,耗[hcl])	hclm#序4134
$ddcmd(好,好[hc])	hcnz#序4133
$ddcmd(壕,壕[hct])	hctn#序4131
$ddcmd(貉,貉[hcv])	hcvk#序4130
$ddcmd(毫,毫[hcw])	hcwm#序4129
$ddcmd(害,害[hdb])	hdbk#序4128
$ddcmd(海,海[hdd])	hddd#序4127
$ddcmd(骸,骸[hdg])	hdgr#序4126
$ddcmd(骇,骇[hdm])	hdmr#序4125
$ddcmd(氦,氦[hdq])	hdqr#序4124
$ddcmd(亥,亥[hdw])	hdwr#序4123
$ddcmd(还,还[hd])	hdza#序4122
$ddcmd(孩,孩[hdz])	hdzr#序4121
$ddcmd(贺,贺[heb])	hebl#序4120
$ddcmd(荷,荷[hec])	heck#序4119
$ddcmd(河,河[hed])	hedk#序4118
$ddcmd(和,和[h])	hehk#序4117
$ddcmd(喝,喝[hek])	hekv#序4116
$ddcmd(核,核[hem])	hemr#序4115
$ddcmd(鹤,鹤[hen])	hend#序4114
$ddcmd(褐,褐[hep])	hepv#序4112
$ddcmd(何,何[he])	herk#序4111
$ddcmd(合,合[ge])	herk#序4110
$ddcmd(赫,赫[het])	hetd#序4108
$ddcmd(貉,貉[hcv])	hevk#序4107
$ddcmd(痕,痕[hfb])	hfbn#序4104
$ddcmd(狠,狠[hfq])	hfqn#序4103
$ddcmd(很,很[hf])	hfrn#序4102
$ddcmd(恨,恨[hfx])	hfxn#序4101
$ddcmd(哼,哼[hg])	hgka#序4100
$ddcmd(横,横[hgm])	hgmb#序4099
$ddcmd(衡,衡[hgr])	hgrd#序4098
$ddcmd(亨,亨[hgw])	hgwa#序4097
$ddcmd(恒,恒[hgx])	hgxa#序4096
$ddcmd(巷,巷[hhc])	hhcv#序4095
$ddcmd(夯,夯[hhd])	hhdl#序4094
$ddcmd(吭,吭[hhk])	hhkj#序4093
$ddcmd(杭,杭[hhm])	hhmj#序4092
$ddcmd(行,行[hh])	hhrd#序4091
$ddcmd(航,航[hhv])	hhvj#序4090
$ddcmd(寒,寒[hjb])	hjbd#序4089
$ddcmd(汗,汗[hjd])	hjdu#序4088
$ddcmd(汉,汉[hj])	hjdy#序4087
$ddcmd(邯,邯[hje])	hjec#序4086
$ddcmd(撼,撼[hjf])	hjfx#序4085
$ddcmd(焊,焊[hjh])	hjhu#序4084
$ddcmd(喊,喊[hjk])	hjkk#序4083
$ddcmd(旱,旱[hjo])	hjou#序4082
$ddcmd(含,含[hjr])	hjrk#序4081
$ddcmd(韩,韩[hju])	hjua#序4080
$ddcmd(函,函[hjv])	hjvk#序4079
$ddcmd(悍,悍[hjx])	hjxu#序4078
$ddcmd(酣,酣[hjy])	hjyc#序4077
$ddcmd(淮,淮[hkd])	hkdf#序4076
$ddcmd(槐,槐[hkm])	hkmg#序4074
$ddcmd(徊,徊[hkr])	hkrk#序4073
$ddcmd(坏,坏[hkt])	hktd#序4072
$ddcmd(怀,怀[hk])	hkxd#序4071
$ddcmd(皇,皇[hlb])	hlbw#序4069
$ddcmd(黄,黄[hl])	hlcb#序4068
$ddcmd(荒,荒[hlc])	hlcv#序4067
$ddcmd(煌,煌[hlh])	hlhw#序4065
$ddcmd(蝗,蝗[hli])	hliw#序4064
$ddcmd(凰,凰[hlj])	hljw#序4063
$ddcmd(晃,晃[hlo])	hlog#序4062
$ddcmd(磺,磺[hlu])	hlub#序4061
$ddcmd(簧,簧[hlv])	hlvb#序4060
$ddcmd(慌,慌[hlx])	hlxv#序4059
$ddcmd(谎,谎[hly])	hlyv#序4058
$ddcmd(货,货[hob])	hobr#序4057
$ddcmd(获,获[hoc])	hocq#序4056
$ddcmd(活,活[hod])	hodk#序4055
$ddcmd(火,火[ho])	hodr#序4054
$ddcmd(或,或[hog])	hoga#序4052
$ddcmd(和,和[h])	hohk#序4051
$ddcmd(祸,祸[hop])	hopd#序4047
$ddcmd(伙,伙[hor])	horh#序4045
$ddcmd(惑,惑[hox])	hoxg#序4044
$ddcmd(霍,霍[hoy])	hoyf#序4043
$ddcmd(宦,宦[hrb])	hrba#序4042
$ddcmd(涣,涣[hrd])	hrdn#序4041
$ddcmd(换,换[hrf])	hrfn#序4040
$ddcmd(焕,焕[hrh])	hrhn#序4039
$ddcmd(唤,唤[hrk])	hrkn#序4037
$ddcmd(桓,桓[hrm])	hrma#序4036
$ddcmd(缓,缓[hrs])	hrsy#序4033
$ddcmd(幻,幻[hrv])	hrvg#序4032
$ddcmd(环,环[hrw])	hrwd#序4031
$ddcmd(患,患[hrx])	hrxa#序4030
$ddcmd(欢,欢[hry])	hryq#序4029
$ddcmd(还,还[hd])	hrza#序4028
$ddcmd(宏,宏[hsb])	hsbs#序4026
$ddcmd(洪,洪[hsd])	hsdb#序4025
$ddcmd(弘,弘[hsg])	hsgs#序4024
$ddcmd(烘,烘[hsh])	hshb#序4023
$ddcmd(轰,轰[hsi])	hsiy#序4022
$ddcmd(哄,哄[hsk])	hskb#序4021
$ddcmd(红,红[hs])	hssg#序4018
$ddcmd(互,互[hua])	huaa#序4015
$ddcmd(葫,葫[huc])	huco#序4014
$ddcmd(湖,湖[hud])	hudo#序4013
$ddcmd(护,护[huf])	hufh#序4012
$ddcmd(弧,弧[hug])	hugg#序4011
$ddcmd(虎,虎[huh])	huhj#序4010
$ddcmd(和,和[h])	huhk#序4009
$ddcmd(蝴,蝴[hui])	huio#序4008
$ddcmd(呼,呼[huk])	huku#序4007
$ddcmd(糊,糊[hum])	humo#序4006
$ddcmd(乎,乎[hu])	hupu#序4004
$ddcmd(狐,狐[huq])	huqg#序4003
$ddcmd(胡,胡[huu])	huuo#序4002
$ddcmd(瑚,瑚[huw])	huwo#序4001
$ddcmd(忽,忽[hux])	huxg#序4000
$ddcmd(贿,贿[hvb])	hvbo#序3998
$ddcmd(汇,汇[hvd])	hvdk#序3997
$ddcmd(挥,挥[hvf])	hvfi#序3995
$ddcmd(辉,辉[hvg])	hvgi#序3994
$ddcmd(秽,秽[hvh])	hvhd#序3993
$ddcmd(蛔,蛔[hvi])	hvik#序3992
$ddcmd(回,回[hvk])	hvkk#序3991
$ddcmd(晦,晦[hvo])	hvod#序3989
$ddcmd(毁,毁[hvp])	hvpy#序3988
$ddcmd(会,会[hv])	hvrs#序3987
$ddcmd(徽,徽[hvr])	hvrw#序3986
$ddcmd(绘,绘[hvs])	hvss#序3985
$ddcmd(堕,堕[dot])	hvte#序3984
$ddcmd(灰,灰[hvu])	hvuh#序3983
$ddcmd(恢,恢[hvx])	hvxh#序3980
$ddcmd(讳,讳[hvy])	hvya#序3979
$ddcmd(黑,黑[hw])	hwha#序3977
$ddcmd(嘿,嘿[hwk])	hwkh#序3975
$ddcmd(画,画[hxa])	hxak#序3973
$ddcmd(花,花[hxc])	hxcv#序3972
$ddcmd(划,划[hxd])	hxdg#序3971
$ddcmd(哗,哗[hxk])	hxku#序3970
$ddcmd(猾,猾[hxq])	hxqg#序3968
$ddcmd(化,化[hxr])	hxrv#序3967
$ddcmd(华,华[hxu])	hxur#序3966
$ddcmd(话,话[hx])	hxyk#序3965
$ddcmd(荤,荤[hyc])	hyci#序3963
$ddcmd(混,混[hyd])	hydv#序3962
$ddcmd(魂,魂[hy])	hyeg#序3961
$ddcmd(婚,婚[hyn])	hyno#序3960
$ddcmd(昏,昏[hyp])	hypo#序3959
$ddcmd(厚,厚[hzi])	hziz#序3956
$ddcmd(吼,吼[hzk])	hzkv#序3955
$ddcmd(后,后[hz])	hzpk#序3952
$ddcmd(猴,猴[hzq])	hzqu#序3951
$ddcmd(候,候[hzr])	hzru#序3950
$ddcmd(察,察[iab])	iabx#序3949
$ddcmd(茶,茶[iac])	iacm#序3948
$ddcmd(刹,刹[iad])	iadx#序3947
$ddcmd(插,插[iaf])	iafa#序3946
$ddcmd(喳,喳[iak])	iaka#序3945
$ddcmd(查,查[iam])	iama#序3944
$ddcmd(碴,碴[iau])	iaua#序3943
$ddcmd(差,差[ciy])	iayg#序3941
$ddcmd(诧,诧[iay])	iayq#序3940
$ddcmd(潮,潮[icd])	icdo#序3939
$ddcmd(抄,抄[icf])	icfp#序3938
$ddcmd(炒,炒[ich])	ichp#序3937
$ddcmd(钞,钞[icj])	icjp#序3936
$ddcmd(吵,吵[ick])	ickp#序3935
$ddcmd(绰,绰[ics])	icsu#序3934
$ddcmd(朝,朝[ic])	icuo#序3933
$ddcmd(巢,巢[icv])	icvn#序3932
$ddcmd(超,超[icz])	iczk#序3931
$ddcmd(拆,拆[idf])	idfd#序3930
$ddcmd(柴,柴[idm])	idmv#序3928
$ddcmd(豺,豺[idv])	idvp#序3926
$ddcmd(差,差[ciy])	idyg#序3925
$ddcmd(车,车[ie])	ieaa#序3924
$ddcmd(澈,澈[ied])	iedw#序3922
$ddcmd(扯,扯[ief])	iefv#序3921
$ddcmd(彻,彻[ier])	ierd#序3919
$ddcmd(掣,掣[ieu])	ieup#序3918
$ddcmd(沉,沉[if])	ifdj#序3916
$ddcmd(陈,陈[ife])	ifed#序3915
$ddcmd(称,称[ifh])	ifhx#序3914
$ddcmd(辰,辰[ifi])	ifin#序3913
$ddcmd(臣,臣[ifk])	ifka#序3912
$ddcmd(郴,郴[ifm])	ifme#序3911
$ddcmd(晨,晨[ifo])	ifon#序3910
$ddcmd(衬,衬[ifp])	ifpc#序3909
$ddcmd(尘,尘[ift])	iftx#序3907
$ddcmd(忱,忱[ifx])	ifxv#序3906
$ddcmd(趁,趁[ifz])	ifzp#序3904
$ddcmd(澄,澄[dgdd])	igdd#序3903
$ddcmd(抢,抢[igf])	igfv#序3902
$ddcmd(成,成[ig])	iggv#序3901
$ddcmd(程,程[igh])	ighw#序3900
$ddcmd(呈,呈[igk])	igkw#序3898
$ddcmd(盛,盛[igm])	igmg#序3897
$ddcmd(乘,乘[igp])	igpn#序3895
$ddcmd(城,城[igt])	igtv#序3894
$ddcmd(承,承[igv])	igvn#序3893
$ddcmd(惩,惩[igx])	igxr#序3892
$ddcmd(诚,诚[igy])	igyv#序3891
$ddcmd(逞,逞[igz])	igzk#序3890
$ddcmd(厂,厂[iha])	ihap#序3889
$ddcmd(淌,淌[ihd])	ihdk#序3887
$ddcmd(唱,唱[ihk])	ihko#序3886
$ddcmd(昌,昌[iho])	ihoo#序3885
$ddcmd(长,长[ih])	ihpn#序3884
$ddcmd(猖,猖[ihq])	ihqo#序3883
$ddcmd(偿,偿[ihr])	ihrs#序3882
$ddcmd(场,场[iht])	ihtp#序3881
$ddcmd(敞,敞[ihw])	ihwx#序3880
$ddcmd(常,常[ihx])	ihxj#序3879
$ddcmd(痴,痴[iib])	iibk#序3877
$ddcmd(池,池[iid])	iidv#序3876
$ddcmd(耻,耻[iie])	iiev#序3875
$ddcmd(持,持[iif])	iifc#序3874
$ddcmd(弛,弛[iig])	iigv#序3873
$ddcmd(炽,炽[iih])	iihb#序3872
$ddcmd(吃,吃[ii])	iikg#序3870
$ddcmd(驰,驰[iim])	iimv#序3869
$ddcmd(匙,匙[iio])	iiov#序3868
$ddcmd(斥,斥[iip])	iipd#序3867
$ddcmd(侈,侈[iir])	iird#序3866
$ddcmd(赤,赤[iit])	iitd#序3865
$ddcmd(尺,尺[iiu])	iiun#序3864
$ddcmd(齿,齿[iiv])	iivk#序3863
$ddcmd(迟,迟[iiz])	iizu#序3862
$ddcmd(单,单[djb])	ijba#序3861
$ddcmd(搀,搀[ijf])	ijfd#序3859
$ddcmd(蝉,蝉[iji])	ijia#序3858
$ddcmd(铲,铲[ijj])	ijji#序3857
$ddcmd(产,产[ijl])	ijlp#序3856
$ddcmd(阐,阐[ijm])	ijma#序3855
$ddcmd(缠,缠[ijs])	ijsa#序3852
$ddcmd(馋,馋[iju])	ijud#序3851
$ddcmd(颤,颤[ijw])	ijwa#序3850
$ddcmd(谗,谗[ijy])	ijyd#序3848
$ddcmd(揣,揣[ik])	ikfa#序3847
$ddcmd(窗,窗[ilb])	ilbd#序3845
$ddcmd(创,创[ild])	ildr#序3844
$ddcmd(床,床[il])	ilgm#序3843
$ddcmd(幢,幢[ilj])	ilja#序3842
$ddcmd(闯,闯[ilm])	ilmm#序3841
$ddcmd(淖,淖[iod])	iodu#序3839
$ddcmd(绰,绰[ics])	iosu#序3835
$ddcmd(戳,戳[ioy])	ioyg#序3834
$ddcmd(串,串[ira])	iraa#序3833
$ddcmd(穿,穿[irb])	irbp#序3832
$ddcmd(喘,喘[irk])	irka#序3830
$ddcmd(椽,椽[irm])	irmn#序3829
$ddcmd(川,川[irp])	irpa#序3828
$ddcmd(传,传[ir])	irrd#序3827
$ddcmd(船,船[irv])	irvk#序3825
$ddcmd(虫,虫[isa])	isad#序3824
$ddcmd(宠,宠[isb])	isbl#序3823
$ddcmd(冲,冲[isd])	isda#序3822
$ddcmd(崇,崇[ise])	isex#序3821
$ddcmd(种,种[is])	isha#序3820
$ddcmd(重,重[isp])	ispa#序3817
$ddcmd(充,充[isw])	iswe#序3815
$ddcmd(雏,雏[iud])	iudf#序3812
$ddcmd(除,除[iue])	iueh#序3811
$ddcmd(出,出[i])	iuek#序3810
$ddcmd(搐,搐[iuf])	iuft#序3809
$ddcmd(厨,厨[iui])	iuic#序3807
$ddcmd(触,触[iuj])	iuji#序3806
$ddcmd(楚,楚[ium])	iumr#序3805
$ddcmd(初,初[iup])	iupd#序3804
$ddcmd(储,储[iur])	iuro#序3803
$ddcmd(础,础[iuu])	iuuk#序3801
$ddcmd(处,处[iu])	iuwd#序3800
$ddcmd(畜,畜[iuw])	iuwt#序3799
$ddcmd(躇,躇[iuz])	iuzo#序3798
$ddcmd(捶,捶[ivf])	ivfa#序3797
$ddcmd(炊,炊[ivh])	ivhq#序3796
$ddcmd(锤,锤[ivj])	ivja#序3795
$ddcmd(吹,吹[iv])	ivkq#序3794
$ddcmd(椎,椎[ivm])	ivmf#序3793
$ddcmd(垂,垂[ivp])	ivpa#序3792
$ddcmd(淳,淳[iyd])	iydz#序3791
$ddcmd(蠢,蠢[iyf])	iyfi#序3790
$ddcmd(春,春[iy])	iyfo#序3789
$ddcmd(唇,唇[iyi])	iyik#序3788
$ddcmd(椿,椿[iym])	iymo#序3787
