的	dik
生老病死	sang lou beng sei
生耗氧量	sang hou joeng loeng
生肉	saang juk
生肖	sang ciu
生肖屬相	sang ciu suk soeng
生育	sang juk
生育率	sang juk leot
生育能力	sang juk nang lik
生膠	sang gaau
生舊叉燒好過生你	saang gau caa siu hou gwo sang nei
生色	sang sik
生花	saang faa
生花妙筆	sang faa miu bat
生苔	saang toi
生草藥	saang cou joek
生菜	saang coi
生菜包	saang coi baau
生菜魚肉	saang coi jyu juk
生薑	saang goeng
生薑絲	saang goeng si
生藥	saang joek
生蛇	sang se
生蛋	saang daan
生蝦	saang haa
生蝦咁跳	saang haa gam tiu
生蝦噉跳	saang haa gam tiu
生螆	saang zi
生螆貓	saang zi maau
生螆貓入眼	sang zi maau jap ngaan
生蟲	saang cung
生蟲拐杖	saang cung gwaai zoeng
生蟲枴杖	saang cung gwaai zoeng
生蠔	saang hou
生計	sang gai
生詞	saang ci
生詞本	saang ci bun
生詞語	saang ci jyu
生豬	saang zyu
生財	sang coi
生財有道	sang coi jau dou
生路	saang lou
生輝	sang fai
生辰	saang san
生辰八字	saang san baat zi
生造	sang zou
生達	saang daat
生達縣	saang daat jyun
生達鄉	saang daat hoeng
生還	sang waan
生還者	sang waan ze
生部	saang bou
生銹	saang sau
生鍟	saang seng
生鏽	saang sau
生鐵	saang tit
生長	sang zoeng
生長激素	sang zoeng gik sou
生長率	sang zoeng leot
生長素	sang zoeng sou
生雞	sang gai
生雞精	sang gai zing
生離死別	sang lei sei bit
生靈	sang ling
生靈塗炭	sang ling tou taan
生願	saang jyun
生飛螆	saang fei zi
生養	saang joeng
生骨大頭菜	saang gwat daai tau coi
生髮劑	sang faat zai
生鬼	saang gwai
生魚	saang jyu
生魚片	saang jyu pin
生鹽	sang jim
生麵糰	saang min tyun
生龍活虎	sang lung wut fu
產下	caan haa
產仔	caan zai
產值	caan zik
產假	caan gaa
產兒	caan ji
產前	caan cin
產前檢查	caan cin gim caa
產區	caan keoi
產卵	caan leon
產品	caan ban
產品結構	caan ban git kau
產品經理	caan ban ging lei
產地	caan dei
產地證	caan dei zing
產婆	caan po
產婦	caan fu
產後	caan hau
產房	caan fong
產期	caan kei
產業	caan jip
產業化	caan jip faa
產業工人	caan jip gung jan
產業界	caan jip gaai
產業鏈	caan jip lin
產業集群	caan jip zaap kwan
產檢	caan gim
產權	caan kyun
產油國	caan jau gwok
產物	caan mat
產生	caan sang
產科	caan fo
產程	caan cing
產糧	caan loeng
產糧區	caan loeng keoi
產糧大省	caan loeng daai saang
產經新聞	caan ging san man
產能	caan nang
產製	caan zai
產褥期	caan juk kei
產褥熱	caan juk jit
產道	caan dou
產量	caan loeng
產量多	caan loeng do
產鉗	caan kim
產銷	caan siu
產院	caan jyun
甥女	sang neoi
甦仙	sou sin
甦仙區	sou sin keoi
甦家屯	sou gaa tyun
甦家屯區	sou gaa tyun keoi
甦醒	sou sing
用不了	jung bat liu
用不著	jung bat zoek
用事	jung si
用于	jung jyu
用人	jung jan
用人經費	jung jan ging fai
用以	jung ji
用作	jung zok
用來	jung loi
用光	jung gwong
用兵	jung bing
用其所長	jung kei so coeng
用具	jung geoi
用刑	jung jing
用到	jung dou
用力	jung lik
用功	jung gung
用勁	jung ging
用命	jung ming
用品	jung ban
用嚟	jung lei
用地	jung dei
用場	jung coeng
用字	jung zi
用完	jung jyun
用家	jung gaa
用度	jung dou
用得上	jung dak soeng
用得其所	jung dak kei so
用得著	jung dak zoek
用心	jung sam
用心良苦	jung sam loeng fu
用意	jung ji
用戶	jung wu
用戶介面	jung wu gaai min
用戶到網絡接口	jung wu dou mong lok zip hau
用戶到網絡的接口	jung wu dou mong lok dik zip hau
用戶創造內容	jung wu cong zou noi jung
用戶名	jung wu meng
用戶定義	jung wu ding ji
用戶界面	jung wu gaai min
用戶端設備	jung wu dyun cit bei
用戶線	jung wu sin
用手	jung sau
用料	jung liu
用武	jung mou
用武之地	jung mou zi dei
用法	jung faat
用盡	jung zeon
用盡心機	jung zeon sam gei
用神	jung san
用膳	jung sin
用處	jung cyu
用計	jung gai
用詞	jung ci
用詞不當	jung ci bat dong
用語	jung jyu
用費	jung fai
用途	jung tou
用量	jung loeng
用錢	jung cin
用間	jung gaan
用項	jung hong
用飯	jung faan
用餐	jung caan
用餐時間	jung caan si gaan
甩上	lat soeng
甩動	lat dung
甩包袱	lat baau fuk
甩嘴	lat zeoi
甩尾	lat mei
甩底	lat dai
甩手	lat sau
甩手掌櫃	lat sau zoeng gwai
甩手頓腳	lat sau deon goek
甩拖	lat to
甩掉	lat diu
甩期	lat kei
甩牙	lat ngaa
甩甩離	lat lat lei
甩皮甩骨	lat pei lat gwat
甩繩馬騮	lat sing maa lau
甩肺	lat fai
甩臉子	lat lim zi
甩色	lat sik
甩袖子	lat zau zi
甩褲	lat fu
甩賣	lat maai
甩身	lat san
甩車	lat ce
甩遠	lat jyun
甩鍾	lat zung
甩開	lat hoi
甩開膀子	lat hoi bong zi
甩難	lat naan
甩頭	lat tau
甩頭髮	lat tau faat
甩骹	lat gaau
甩鬚	lat sou
甪端	luk dyun
甫士	pou si
甫士咭	pou si kaat
甬江	jung gong
甬路	jung lou
甬道	jung dou
田七	tin cat
田中	tin zung
田中角榮	tin zung gok wing
田中鎮	tin zung zan
田亮	tin loeng
田北俊	tin bak zeon
田園	tin jyun
田土	tin tou
田地	tin dei
田埂	tin gang
田基	tin gei
田家庵	tin gaa am
田家庵區	tin gaa am keoi
田寮	tin liu
田寮鄉	tin liu hoeng
田尾	tin mei
田尾鄉	tin mei hoeng
田役	tin jik
田徑	tin ging
田徑賽	tin ging coi
田徑運動	tin ging wan dung
田心村	tin sam cyun
田忌賽馬	tin gei coi maa
田文	tin man
田東	tin dung
田東縣	tin dung jyun
田林	tin lam
田林縣	tin lam jyun
田格本	tin gaak bun
田漢	tin hon
田灣	tin waan
田營	tin jing
田營市	tin jing si
田獵	tin lip
田產	tin caan
田畝	tin mau
田納西	tin naap sai
田納西州	tin naap sai zau
田舍	tin se
田螺	tin lo
田螺車	tin lo ce
田賦	tin fu
田賽	tin coi
田野	tin je
田長霖	tin coeng lam
田間	tin gaan
田間管理	tin gaan gun lei
田陌	tin mak
田陽	tin joeng
田陽縣	tin joeng jyun
田雞	tin gai
田雞東	tin gai dung
田雞過河	tin gai gwo ho
田頭	tin tau
田鵐	tin mou
田鶇	tin dung
田鷚	tin lau
田鼠	tin syu
由上而下	jau soeng ji haa
由不得	jau bat dak
由來	jau loi
由來已久	jau loi ji gau
由始至終	jau ci zi zung
由徑	jau ging
由得	jau dak
由憐生愛	jau lin sang oi
由於	jau jyu
由旬	jau ceon
由此	jau ci
由此可見	jau ci ho gin
由淺入深	jau cin jap sam
由盛轉衰	jau sing zyun seoi
由細到大	jau sai dou daai
由著	jau zoek
由表及裡	jau biu kap leoi
由衷	jau cung
由頭	jau tau
由頭到尾	jau tau dou mei
甲乙	gaap jyut
甲二醇	gaap ji seon
甲亢	gaap gong
甲仙	gaap sin
甲仙鄉	gaap sin hoeng
甲冑	gaap zau
甲午	gaap ng
甲午戰爭	gaap ng zin zang
甲型	gaap jing
甲型球蛋白	gaap jing kau daan baak
甲型肝炎	gaap jing gon jim
甲基	gaap gei
甲基安非他命	gaap gei on fei taa ming
甲基苯丙胺	gaap gei bun bing on
甲子	gaap zi
甲寅	gaap jan
甲戌	gaap seot
甲方	gaap fong
甲板	gaap baan
甲殼	gaap hok
甲殼動物	gaap hok dung mat
甲殼素	gaap hok sou
甲殼蟲	gaap hok cung
甲殼蟲類	gaap hok cung leoi
甲殼類	gaap hok leoi
甲氧基	gaap joeng gei
甲氧西林	gaap joeng sai lam
甲氨基	gaap on gei
甲流	gaap lau
甲溝炎	gaap kau jim
甲烷	gaap jyun
甲狀	gaap zong
甲狀腺	gaap zong sin
甲狀腺功能亢進	gaap zong sin gung nang gong zeon
甲狀腺素	gaap zong sin sou
甲狀腺腫	gaap zong sin zung
甲申	gaap san
甲申政變	gaap san zing bin
甲硝唑	gaap siu zo
甲硫氨酸	gaap lau on syun
甲磺磷定	gaap wong leon ding
甲第	gaap dai
甲等	gaap dang
甲級	gaap kap
甲級戰犯	gaap kap zin faan
甲紫	gaap zi
甲肝	gaap gon
甲胄	gaap zau
甲胺	gaap on
甲胺磷	gaap on leon
甲苯	gaap bun
甲蟲	gaap cung
甲蟲車	gaap cung ce
甲辰	gaap san
甲酚	gaap fan
甲酸	gaap syun
甲醇	gaap seon
甲醇中毒	gaap seon zung duk
甲醚	gaap mai
甲醛	gaap cyun
甲鎧	gaap hoi
甲骨	gaap gwat
甲骨文	gaap gwat man
甲骨文字	gaap gwat man zi
甲魚	gaap jyu
申不害	san bat hoi
申令	san ling
申冤	san jyun
申命記	san ming gei
申城	san sing
申報	san bou
申報單	san bou daan
申奏	san zau
申屠	san tou
申扎	san zaat
申扎縣	san zaat jyun
申斥	san cik
申明	san ming
申時	san si
申曲	san kuk
申根	san gan
申狀	san zong
申猴	san hau
申理	san lei
申申	san san
申言	san jin
申討	san tou
申訴	san sou
申訴專員公署	san sou zyun jyun gung cyu
申訴書	san sou syu
申說	san syut
申請	san cing
申請人	san cing jan
申請書	san cing syu
申請表	san cing biu
申論	san leon
申謝	san ze
申購	san gau
申辦	san baan
申辯	san bin
申述	san seot
申雪	san syut
申領	san ling
申飭	san cik
甴曱	gaat zaat
男丁	naam ding
男中音	naam zung jam
男主角	naam zyu gok
男人	naam jan
男人不壞女人不愛	naam jan bat waai neoi jan bat oi
男人味	naam jan mei
男人婆	naam jan po
男人老狗	naam jan lou gau
男人膝下有黃金	naam jan sat haa jau wong gam
男人頭	naam jan tau
男仔	naam zai
男仔頭	naam zai tau
男低音	naam dai jam
男修道院長	naam sau dou jyun zoeng
男儐相	naam ban soeng
男兒	naam ji
男兒有淚不輕彈	naam ji jau leoi bat hing taan
男友	naam jau
男同	naam tung
男同胞	naam tung baau
男單	naam daan
男基尼	naam gei nei
男士	naam si
男女	naam neoi
男女合校	naam neoi hap haau
男女同校	naam neoi tung haau
男女平等	naam neoi ping dang
男女授受不親	naam neoi sau sau bat can
男女老少	naam neoi lou siu
男女老幼	naam neoi lou jau
男女關係	naam neoi gwaan hai
男妓	naam gei
男娃	naam waa
男婚女嫁	naam fan neoi gaa
男嬰	naam jing
男子	naam zi
男子單	naam zi daan
男子氣	naam zi hei
男子氣概	naam zi hei koi
男子漢	naam zi hon
男子漢大丈夫	naam zi hon daai zoeng fu
男子籃球	naam zi laam kau
男孩	naam haai
男孩兒	naam haai ji
男孩子	naam haai zi
男孩樂隊	naam haai ngok deoi
男學生	naam hok saang
男家	naam gaa
男尊女卑	naam zyun neoi bei
男工	naam gung
男左女右	naam zo neoi jau
男巫	naam mou
男廁	naam ci
男廁所	naam ci so
男怕入錯行女怕嫁錯郎	naam paa jap co hong neoi paa gaa co long
男性	naam sing
男性主義	naam sing zyu ji
男性化	naam sing faa
男性厭惡	naam sing jim wu
男性親屬	naam sing can suk
男性貶抑	naam sing bin jik
男才女貌	naam coi neoi maau
男扮女裝	naam baan neoi zong
男排	naam paai
男方	naam fong
男星	naam sing
男朋友	naam pang jau
男根	naam gan
男歡女愛	naam fun neoi oi
男爵	naam zoek
男生	naam sang
男界	naam gaai
男的	naam dik
男盜女娼	naam dou neoi coeng
男神	naam san
男票	naam piu
男童	naam tung
男童軍	naam tung gwan
男童院	naam tung jyun
男管家	naam gun gaa
男色	naam sik
男蟲	naam cung
男裝	naam zong
男雙	naam soeng
男風	naam fung
男高音	naam gou jam
男高音部	naam gou jam bou
甾酮	zoi tung
甾醇	zoi seon
畀人飛	bei jan fei
畀人鬧	bei jan naau
畀心機	bei sam gei
畀眼睇	bei ngaan tai
畀返	bei faan
畀過	bei gwo
畀錢	bei cin
畀面	bei min
畀鬼迷	bei gwai mai
畋獵	tin lip
界乎	gaai fu
界內球	gaai noi kau
界別	gaai bit
界外球	gaai ngoi kau
界定	gaai ding
界尺	gaai cek
界標	gaai biu
界河	gaai ho
界畫	gaai waak
界碑	gaai bei
界線	gaai sin
界限	gaai haan
界限街	gaai haan gaai
界面	gaai min
界首	gaai sau
界首市	gaai sau si
畏友	wai jau
畏忌	wai gei
畏怯	wai hip
畏懼	wai geoi
畏畏縮縮	wai wai suk suk
畏縮	wai suk
畏縮不前	wai suk bat cin
畏罪	wai zeoi
畏罪自殺	wai zeoi zi saat
畏途	wai tou
畏難	wai naan
畏首畏尾	wai sau wai mei
畔援	bun wun
留一手	lau jat sau
留下	lau haa
留任	lau jam
留低	lau dai
留住	lau zyu
留作	lau zok
留傳	lau cyun
留別	lau bit
留園	lau jyun
留堂	lau tong
留壩	lau baa
留壩縣	lau baa jyun
留存	lau cyun
留存收益	lau cyun sau jik
留學	lau hok
留學生	lau hok saang
留守	lau sau
留守兒童	lau sau ji tung
留客	lau haak
留宿	lau suk
留尼汪	lau nei wong
留尾巴	lau mei baa
留影	lau jing
留待	lau doi
留後手	lau hau sau
留後路	lau hau lou
留得青山在不怕沒柴燒	lau dak cing saan zoi bat paa mut caai siu
留心	lau sam
留念	lau nim
留情	lau cing
留意	lau ji
留戀	lau lyun
留成	lau sing
留成兒	lau sing ji
留有餘地	lau jau jyu dei
留校	lau haau
留案底	lau on dai
留步	lau bou
留洋	lau joeng
留海	lau hoi
留班	lau baan
留產所	lau caan so
留用	lau jung
留番	lau faan
留白	lau baak
留神	lau san
留種	lau zung
留空	lau hung
留級	lau kap
留給	lau kap
留置	lau zi
留聲機	lau sing gei
留職	lau zik
留芳千古	lau fong cin gu
留芳百世	lau fong baak sai
留蘭香	lau laan hoeng
留言	lau jin
留言本	lau jin bun
留言簿	lau jin bou
留話	lau waa
留軍壁鄴	lau gwan bik jip
留連	lau lin
留連果	lau lin gwo
留連論詩	lau lin leon si
留遺	lau wai
留都	lau dou
留醫	lau ji
留針	lau zam
留門	lau mun
留難	lau naan
留題	lau tai
留飯	lau faan
留飲	lau jam
留餘地	lau jyu dei
留駐	lau zyu
留鬍鬚	lau wu sou
留鬚	lau sou
留鳥	lau niu
畚斗	bun dau
畚箕	bun gei
畛域	can wik
畜力	cuk lik
畜欄	cuk laan
畜牧	cuk muk
畜牧業	cuk muk jip
畜牲	cuk saang
畜生	cuk sang
畜產	cuk caan
畜產品	cuk caan ban
畜肥	cuk fei
畜類	cuk leoi
畢其功於一役	bat kei gung jyu jat jik
畢加索	bat gaa sok
畢卡索	bat kaa sok
畢命	bat ming
畢宿五	bat suk ng
畢尼奧夫	bat nei ou fu
畢尼奧夫帶	bat nei ou fu daai
畢恭畢敬	bat gung bat ging
畢打街	bat daa gaai
畢摩	bat mo
畢昇	bat sing
畢業	bat jip
畢業典禮	bat jip din lai
畢業生	bat jip sang
畢業相	bat jip soeng
畢業禮	bat jip lai
畢業證書	bat jip zing syu
畢爾巴鄂	bat ji baa ngok
畢生	bat sang
畢畢剝剝	bat bat mok mok
畢竟	bat ging
畢節	bat zit
畢節地區	bat zit dei keoi
畢節市	bat zit si
畢肖	bat ciu
畢茲	bat zi
畢設	bat cit
畢達哥拉斯	bat daat go laai si
略作	loek zok
略勝一籌	loek sing jat cau
略去	loek heoi
略同	loek tung
略圖	loek tou
略奪	loek dyut
略字	loek zi
略帶	loek daai
略微	loek mei
略為	loek wai
略略	loek loek
略知一二	loek zi jat ji
略知皮毛	loek zi pei mou
略碼	loek maa
略稱	loek cing
略舉	loek geoi
略見一斑	loek gin jat baan
略語	loek jyu
略識之無	loek sik zi mou
略讀	loek duk
略跡原情	loek zik jyun cing
略過	loek gwo
略釋	loek sik
略陽	loek joeng
略陽縣	loek joeng jyun
番人	faan jan
番刀	faan dou
番地	faan dei
番客	faan haak
番工	faan gung
番攤	faan taan
番書仔	faan syu zai
番木瓜	faan muk gwaa
番木鱉鹼	faan muk bit gaan
番梘	faan gaan
番椒	faan ziu
番瀉葉	faan se jip
番瓜	faan gwaa
番番	faan faan
番石榴	faan sek lau
番禺	pun jyu
番禺區	pun jyu keoi
番禺廣場站	faan jyu gwong coeng zaam
番紅花	faan hung faa
番茄	faan ke
番茄汁	faan ke zap
番茄炒蛋	faan ke caau daan
番茄紅素	faan ke hung sou
番茄醬	faan ke zoeng
番茜	faan sai
番荔枝	faan lai zi
番菜	faan coi
番薯	faan syu
番薯糖	faan syu tong seoi
番薯糖水	faan syu tong seoi
番號	faan hou
番話	faan waa
番路	faan lou
番路鄉	faan lou hoeng
番邦	faan bong
番鬼	faan gwai
番鬼仔	faan gwai zai
番鬼佬	faan gwai lou
番鬼佬月餅	faan gwai lou jyut beng
番鬼佬涼茶	faan gwai lou loeng caa
番鬼妹	faan gwai mui
番鬼婆	faan gwai po
番鬼荔枝	faan gwai lai zi
番鬼蒲桃	faan gwai pou tou
番鴨	faan aap
番麥	faan mak
畫作	waa zok
畫像	waa zoeng
畫兒	waa ji
畫公仔唔使畫出腸	waak gung zai m sai waak ceot coeng
畫公仔畫出腸	waak gung zai waak ceot coeng
畫冊	waa caak
畫則	waak zik
畫則師	waak zak si
畫匠	waa zoeng
畫十字	waak sap zi
畫卷	waa gyun
畫圓	waak jyun
畫圖	waak tou
畫地為牢	waak dei wai lou
畫地為獄	waak dei wai juk
畫地自限	waak dei zi haan
畫報	waa bou
畫壇	waa taan
畫外音	waa ngoi jam
畫室	waa sat
畫家	waa gaa
畫屏	waa ping
畫展	waa zin
畫布	waa bou
畫師	waa si
畫幅	waa fuk
畫廊	waa long
畫押	waak aat
畫插圖者	waak caap tou ze
畫架	waa gaa
畫框	waa kwaang
畫氈	waa zin
畫法	waak faat
畫法幾何	waak faat gei ho
畫畫	waak waa
畫皮	waa pei
畫眉	waa mei
畫稿	waa gou
畫筆	waa bat
畫等號	waak dang hou
畫舫	waa fong
畫花口面	waak faa hau min
畫荻教子	waak dik gaau zi
畫虎類犬	waak fu leoi hyun
畫蛇添足	waak se tim zuk
畫軸	waa zuk
畫面	waa min
畫風	waak fung
畫餅充飢	waak beng cung gei
畫鬼腳	waak gwai goek
畫龍點睛	waak lung dim zing
畫龜	waak gwai
畬族	se zuk
畬鄉	se hoeng
異丁烷	ji ding jyun
異丁苯丙酸	ji ding bun bing syun
異丙醇	ji bing seon
異乎尋常	ji fu cam soeng
異事	ji si
異亮氨酸	ji loeng on syun
異人	ji jan
異像	ji zoeng
異化	ji faa
異化作用	ji faa zok jung
異卵	ji leon
異卵雙胞胎	ji leon soeng baau toi
異口同聲	ji hau tung sing
異同	ji tung
異味	ji mei
異咯嗪	ji lok ceon
異國	ji gwok
異國他鄉	ji gwok taa hoeng
異國情調	ji gwok cing diu
異地	ji dei
異地戀	ji dei lyun
異域	ji wik
異己	ji gei
異常	ji soeng
異形	ji jing
異形詞	ji jing ci
異彩	ji coi
異心	ji sam
異性	ji sing
異性性接觸	ji sing sing zip zuk
異性戀	ji sing lyun
異性戀主義	ji sing lyun zyu ji
異性相吸	ji sing soeng kap
異想天開	ji soeng tin hoi
異戊二烯	ji mou ji hei
異戊巴比妥	ji mou baa bei to
異戊橡膠	ji mou zoeng gaau
異才	ji coi
異教	ji gaau
異教徒	ji gaau tou
異文	ji man
異族	ji zuk
異曲同工	ji kuk tung gung
異構	ji kau
異構體	ji kau tai
異樣	ji joeng
異步	ji bou
異步傳輸模式	ji bou cyun syu mou sik
異母	ji mou
異源多倍體	ji jyun do pui tai
異焉	ji jin
異父	ji fu
異物	ji mat
異特龍	ji dak lung
異狀	ji zong
異病同治	ji beng tung zi
異相	ji soeng
異種	ji zung
異端	ji dyun
異端者	ji dyun ze
異端邪說	ji dyun ce syut
異維Ａ酸	ji wai ei syun
異義	ji ji
異能	ji nang
異腈	ji cing
異色樹鶯	ji sik syu ang
異裝癖	ji zong pik
異見	ji gin
異見者	ji gin ze
異言	ji jin
異說	ji syut
異議	ji ji
異議人士	ji ji jan si
異議份子	ji ji fan zi
異議者	ji ji ze
異讀	ji duk
異讀詞	ji duk ci
異質	ji zat
異質網路	ji zat mong lou
異質體	ji zat tai
異軍突起	ji gwan dat hei
異邦	ji bong
異鄉	ji hoeng
異鄉人	ji hoeng jan
異頻雷達收發機	ji pan leoi daat sau faat gei
異食癖	ji sik pik
異香	ji hoeng
異香撲鼻	ji hoeng pok bei
異體	ji tai
異體字	ji tai zi
異龍	ji lung
當上	dong soeng
當下	dong haa
當且僅當	dong ce gan dong
當世	dong sai
當世之冠	dong sai zi gun
當世冠	dong sai gun
當世無雙	dong sai mou soeng
當中	dong zung
當之有愧	dong zi jau kwai
當之無愧	dong zi mou kwai
當事	dong si
當事人	dong si jan
當事國	dong si gwok
當事者	dong si ze
當仁不讓	dong jan bat joeng
當今	dong gam
當代	dong doi
當代史	dong doi si
當代新儒家	dong doi san jyu gaa
當令	dong ling
當作	dong zok
當佢冇到	dong keoi mou dou
當佢冇嚟	dong keoi mou lei
當值	dong zik
當做	dong zou
當兒	dong ji
當兵	dong bing
當初	dong co
當前	dong cin
當務之急	dong mou zi gap
當即	dong zik
當口	dong hau
當啷	dong long
當回事	dong wui si
當回事兒	dong wui si ji
當地	dong dei
當地人	dong dei jan
當地居民	dong dei geoi man
當地時間	dong dei si gaan
當堂	dong tong
當場	dong coeng
當場死亡	dong coeng sei mong
當夜	dong je
當天	dong tin
當天事當天畢	dong tin si dong tin bat
當官	dong gun
當家	dong gaa
當家作主	dong gaa zok zyu
當局	dong guk
當局者迷旁觀者清	dong guk ze mai pong gun ze cing
當差	dong caai
當年	dong nin
當年今日	dong nin gam jat
當心	dong sam
當成	dong sing
當掉	dong diu
當政	dong zing
當政者	dong zing ze
當斷則斷	dong dyun zak dyun
當斷即斷	dong dyun zik dyun
當日	dong jat
當時	dong si
當時得令	dong si dak ling
當晚	dong maan
當更	dong gang
當月	dong jyut
當機	dong gei
當機立斷	dong gei laap dyun
當權	dong  kyun
當權派	dong kyun paai
當權者	dong kyun ze
當歸	dong gwai
當涂	dong tou
當涂縣	dong tou jyun
當災	dong zoi
當然	dong jin
當牛作馬	dong ngau zok maa
當班	dong baan
當當	dong dong
當真	dong zan
當眼	dong ngaan
當眾	dong zung
當票	dong piu
當空	dong hung
當紅	dong hung
當紅炸子雞	dong hung zaa zi gai
當耳邊風	dong ji bin fung
當舖	dong pou
當著	dong zoek
當行出色	dong hong ceot sik
當街	dong gaai
當衰	dong seoi
當造	dong zou
當道	dong dou
當選	dong syun
當量	dong loeng
當量劑量	dong loeng zai loeng
當鋪	dong pou
當陽	dong joeng
當陽市	dong joeng si
當雄	dong hung
當雄縣	dong hung jyun
當面	dong min
當頭	dong tau
當頭棒喝	dong tau paang hot
當食生菜	dong sik saang coi
當駕	dong gaa
當黑	dong hak
畸型	kei jing
畸士	kei si
畸形	kei jing
畸形兒	kei jing ji
畸態	kei taai
畸胎	kei toi
畸胎瘤	kei toi lau
畸變	kei bin
畸零	kei ling
畹町	jyun ding
畹町市	jyun ding si
畿內亞	gei noi aa
畿內亞比紹	gei noi aa bei siu
疆土	goeng tou
疆域	goeng wik
疆場	goeng coeng
疆界	goeng gaai
疊加	dip gaa
疊埋心水	dip maai sam seoi
疊字	dip zi
疊層	dip cang
疊層岩	dip cang ngaam
疊層石	dip cang sek
疊彩	dip coi
疊彩區	dip coi keoi
疊水	daap seoi
疊紙	dip zi
疊羅漢	dip lo hon
疊韻	dip wan
疋頭	pat tau
疍家	daan gaa
疏不見親	so bat gin can
疏乎	so fu
疏剪	so zin
疏勒	so lak
疏勒國	so lak gwok
疏勒縣	so lak jyun
疏堂	so tong
疏堂兄弟	so tong hing dai
疏堂老表	so tong lou biu
疏失	so sat
疏導	so dou
疏忽	so fat
疏忽大意	so fat daai ji
疏忽職守	so fat zik sau
疏懶	so laan
疏扶	so fu
疏挖	so waat
疏放	so fong
疏散	so saan
疏散措施	so saan cou si
疏於防範	so jyu fong faan
疏殼	so hok
疏水簞瓢	so seoi daan piu
疏浚	so zeon
疏淡	so daam
疏漏	so lau
疏爽	so song
疏狂	so kwong
疏率	so seot
疏理	so lei
疏略	so loek
疏疏	so so
疏籬	so lei
疏而不漏	so ji bat lau
疏肝理氣	so gon lei hei
疏落	so lok
疏解	so gaai
疏財仗義	so coi zoeng ji
疏財重義	so coi zung ji
疏通	so tung
疏通費	so tung fai
疏遠	so jyun
疏開	so hoi
疏闊	so fut
疏附	so fu
疏附縣	so fu jyun
疏離	so lei
疏鬆	so sung
疑似	ji ci
疑兇	ji hung
疑兵	ji bing
疑冰	ji bing
疑匪	ji fei
疑問	ji man
疑問代詞	ji man doi ci
疑問句	ji man geoi
疑團	ji tyun
疑心	ji sam
疑心生暗鬼	ji sam saang am gwai
疑忌	ji gei
疑念	ji nim
疑惑	ji waak
疑慮	ji leoi
疑懼	ji geoi
疑案	ji on
疑犯	ji faan
疑獄	ji juk
疑病症	ji beng zing
疑神疑鬼	ji san ji gwai
疑竇	ji dau
疑義	ji ji
疑陣	ji zan
疑難	ji naan
疑難問題	ji naan man tai
疑難解答	ji naan gaai daap
疑難雜症	ji naan zaap zing
疑雲	ji wan
疑點	ji dim
疙疸	gat taan
疙瘩	gat daap
疝氣	saan hei
疣狀	jau zong
疣豬	jau zyu
疣贅	jau zeoi
疣鼻天鵝	jau bei tin ngo
疤痕	baa han
疤痕組織	baa han zou zik
疥瘡	gaai cong
疥癬	gaai sin
疫區	jik keoi
疫情	jik cing
疫病	jik beng
疫苗	jik miu
疲乏	pei fat
疲倦	pei gyun
疲勞	pei lou
疲勞症	pei lou zing
疲匱	pei gwai
疲困	pei kwan
疲塌	pei taap
疲弱	pei joek
疲憊	pei baai
疲憊不堪	pei baai bat ham
疲於奔命	pei jyu ban ming
疲沓	pei daap
疲累	pei leoi
疲軟	pei jyun
疹子	can zi
疼惜	tang sik
疼愛	tang oi
疼死	tang sei
疼痛	tang tung
疼錫	tang sek
疾惡如仇	zat ok jyu sau
疾控中心	zat hung zung sam
疾書	zat syu
疾步	zat bou
疾病	zat beng
疾病控制中心	zat beng hung zai zung sam
疾病突發	zat beng dat faat
疾病預防中心	zat beng jyu fong zung sam
疾苦	zat fu
疾言厲色	zat jin lai sik
疾走	zat zau
疾速	zat cuk
疾雷	zat leoi
疾風	zat fung
疾風勁草	zat fung ging cou
疾風知勁草	zat fung zi ging cou
疾風知勁草烈火見真金	zat fung zi ging cou lit fo gin zan gam
疾首	zat sau
疾馳	zat ci
疾馳而過	zat ci ji gwo
痂皮	gaa pei
痄腮	zaa soi
病人	beng jan
病人衫	beng jan saam
病來如山倒病去如抽絲	beng loi jyu saan dou beng heoi jyu cau si
病例	beng lai
病倒	beng dou
病假	beng gaa
病假條	beng gaa tiu
病入膏肓	beng jap gou fong
病勢	beng sai
病包兒	beng baau ji
病危	beng ngai
病原	beng jyun
病原菌	beng jyun kwan
病原體	beng jyun tai
病厭厭	beng jim jim
病友	beng jau
病句	beng geoi
病史	beng si
病君	beng gwan
病咗	beng zo
病員	beng jyun
病因	beng jan
病因子	beng jan zi
病因學	beng jan hok
病國殃民	beng gwok joeng man
病壞	beng waai
病夫	beng fu
病媒	beng mui
病字邊	beng zi bin
病室	beng sat
病害	beng hoi
病家	beng gaa
病容	beng jung
病床	beng cong
病弱	beng joek
病征	beng zing
病從口入	beng cung hau jap
病從口入禍從口出	beng cung hau jap wo cung hau ceot
病徵	beng zing
病急亂投醫	beng gap lyun tau ji
病患	beng waan
病情	beng cing
病態	beng taai
病態肥胖	beng taai fei bun
病懨懨	beng jim jim
病房	beng fong
病故	beng gu
病株	beng zyu
病根	beng gan
病案	beng on
病榻	beng taap
病機	beng gei
病歷	beng lik
病死	beng sei
病歿	beng mut
病殘	beng caan
病毒	beng duk
病毒學	beng duk hok
病毒學家	beng duk hok gaa
病毒式營銷	beng duk sik jing siu
病毒性	beng duk sing
病毒性營銷	beng duk sing jing siu
