双双	aaaa
中医	oicl
口音	oidb
口头	oidd
中方	oidh
中立	oidi
忠勇	oidn
口腔	oidn
中部	oido
口服	oidp
中文	oidx
忠义	oidx
中外	oidy
口琴	oiee
中山	oiei
口岸	oiej
忠于	oifi
口授	oifj
中专	oifs
口说无凭	oift
中指	oift
忠臣	oigi
中的	oigs
中期	oihe
中共	oihv
中药	oihw
中秋	oihx
口译	oiia
忠诚	oiij
口误	oiio
口试	oiit
口语	oiiw
口诀	oiiz
忠厚	oijb
中庸	oije
中原	oijg
忠告	oijl
口感	oijt
口舌	oijx
口福	oijy
中奖	oikd
中将	oikd
只言片语	oiki
中等	oikl
口诛笔伐	oikt
中签	oikv
口气	oikz
中气	oikz
中年	oilc
中肯	oild
中止	oili
中青年	oill
中毒	oilq
中午	oilx
中枢	oimc
口述	oimd
中小学	oimw
中档	oimw
中坚	oina
中间	oinb
忠实	oind
口实	oind
中用	oinf
中盘	oins
中央	oiny
口味	oiof
口中	oioi
中听	oioj
口吃	oiol
口吻	oios
口号	oiot
中号	oiot
口哨	oiow
中叶	oiox
中层	oipf
中农	oipk
中卫	oipt
中队	oipv
中国	oiqe
中期	oiqv
口角	oiri
中旬	oisb
口渴	oisb
中游	oisd
口水	oisi
口径	oisz
忠烈	oitd
口传	oitf
中型	oith
口供	oith
中式	oiti
口信	oiti
中俄	oitj
唯恐天下不乱	oitj
中伤	oitl
中东	oitm
中华	oitt
口袋	oitv
中亚	oitw
中下	oity
中雪	oiue
中心	oiui
忠心	oiui
中雨	oiui
中锋	oiva
中美	oive
听证会	oivf
口令	oivj
中介	oivn
忠言逆耳	oivp
中途	oivt
中缝	oiwa
中线	oiwf
口红	oiwi
中级	oiwj
中学生	oiwj
中学	oiwn
中兴	oiwv
中风	oiwx
中继	oiwx
口风	oiwx
口粮	oixd
口才	oixj
中断	oixl
中南	oixn
忠贞	oiyb
中餐	oiyd
中餐厅	oiyj
中性	oiyj
中餐馆	oiyr
中考	oiys
只许州官放火	oiyx
口子	oizi
别处	ojay
别墅	ojbl
哪里	ojbl
别是	ojbt
唯物主义	ojdd
唾弃	ojdg
嘎巴	ojdl
别忘	ojdl
响亮	ojdo
别名	ojdo
唯物辩证法	ojds
中庸之道	ojdv
别离	ojdx
另外	ojdy
别提	ojfb
别把	ojfd
别动	ojfg
响动	ojfg
哺乳动物	ojfj
别扭	ojfj
路不拾遗	ojfq
响指	ojft
吸热	ojfx
哪能	ojgd
另眼	ojge
别的	ojgs
哪种	ojho
中顾委	ojhr
别称	ojhr
中成药	ojhw
听课	ojib
另议	ojid
听讲	ojif
听话	ojij
喊话	ojij
别让	ojil
唱反调	ojin
听证	ojit
听说	ojiv
别说	ojiv
别论	ojiv
听诊	ojiv
唯物论	ojiv
别看	ojjf
响鼻	ojjg
响度	ojjh
吸力	ojji
听力	ojji
别后	ojjj
吃不了兜着走	ojjl
听而不闻	ojjn
吸入	ojjn
另加	ojjo
吃力不讨好	ojjr
响应	ojjw
呼应	ojjw
哪边	ojjz
吸管	ojkn
别管	ojkn
听筒	ojkn
响箭	ojkv
吸气	ojkz
呼声	ojld
喊声	ojld
别裁	ojld
响声	ojld
吸收	ojli
路遥知马力	ojlj
别走	ojll
吸毒	ojlq
哪些	ojlt
路遥知马力，日久见人心	ojlu
别样	ojmv
哪样	ojmv
听审	ojnb
别用	ojnf
听完	ojnf
另册	ojnn
听闻	ojnp
喊冤	ojnr
另案	ojnr
吸盘	ojns
听写	ojns
听见	ojnw
别家	ojnx
咱家	ojnx
别字	ojnz
蹑手蹑脚	ojod
咖啡	ojoe
呼啸	ojoe
呼吁	ojof
吸吮	ojog
呼吸	ojoj
听听	ojoj
呼喊	ojoj
呼呼	ojoj
呼叫	ojol
喊叫	ojol
咖啡	ojon
唾骂	ojoo
呼唤	ojor
别号	ojot
吸取	ojpa
听取	ojpa
吸附	ojpt
别国	ojqe
哺乳期	ojqv
别解	ojrd
吸湿	ojsb
听得	ojsb
唾液	ojsd
另行	ojsf
吸溜	ojsg
听清	ojsl
响马	ojst
唾沫	ojst
响彻	ojst
吃不消	ojsw
哪位	ojtd
别传	ojtf
听到	ojtg
别致	ojtg
吃不开	ojth
听候	ojti
听信	ojti
听凭	ojtj
听任	ojtj
听政	ojtl
咱们	ojtn
别再	ojtn
听歌	ojto
唾手可得	ojts
咱俩	ojtt
另一个	ojtv
足不出户	ojud
呼出	ojue
响雷	ojuq
吸食	ojvd
喊着	ojvf
听着	ojvf
别人	ojvi
哪个	ojvi
吃不准	ojvt
听命	ojvt
听众	ojvv
听从	ojvv
别针	ojvx
哪儿	ojwi
听觉	ojwn
吸纳	ojwn
嗅觉	ojwn
别绪	ojwy
别有	ojxd
另有	ojxd
哪有	ojxd
只不过	ojxd
吹毛求疵	ojxj
别克	ojxo
吸烟	ojxq
唯我独尊	ojxv
呼救	ojxx
另类	ojxy
听者	ojyb
哪怕	ojyg
听懂	ojyh
别情	ojyl
吸引	ojzs
吹牛皮	okja
哭笑不得	okjs
中长跑	okol
啼笑皆非	okun
跳蚤	olad
踪影	olbd
嘴里	olbl
跑题	olbt
跳票	olcf
跌破	olcj
跟头	oldd
足智多谋	oldi
足月	oldi
嘴巴	oldl
跺脚	oldl
足迹	oldm
踪迹	oldm
路旁	oldn
跳高	oldo
嘴脸	oldv
距离	oldx
吃斋	oldx
跃然	oldy
蹦迪	oldz
叫春	olev
足球	olex
跟班	oley
趿拉	olfd
跳动	olfg
叫魂	olfg
跃进	olfn
跟进	olfn
踏进	olfn
吃亏	olfs
跌打	olft
跳远	olfw
跌势	olfx
吃掉	olfy
足矣	olgl
跳台	olgo
吃草	olhb
吃香	olhb
吃菜	olhj
路程	olho
跌落	olhs
跳荡	olhs
吃药	olhw
吃苦	olhx
叫苦	olhx
吃透	olhz
吃请	olil
嘴唇	oljf
吹鼓手	oljf
跪拜	oljf
跨度	oljh
跃升	oljh
啖以重利	oljh
吃力	olji
跑了	olji
吃了	olji
路段	oljk
蹦床	oljm
跨入	oljn
路面	oljq
吐血	oljq
吃重	oljt
叫座	oljv
咋办	oljv
吐痰	oljx
咋舌	oljx
路边	oljz
嘴边	oljz
中青年	ollc
足以	olld
踏青	olld
叫声	olld
足坛	ollf
跳舞	ollh
路上	olli
踏上	olli
跨越	olll
跃增	ollv
吃素	ollw
路标	olmf
吃相	olmg
蹦极	olmj
跳板	olmj
叫板	olmj
跳槽	olmu
跨栏	olmv
吃紧	olna
跌宕	olnc
踏实	olnd
吃完	olnf
跌幅	olni
叫门	olni
跑官	olnp
跳闸	olnq
跌穿	olnv
吃穿	olnv
足见	olnw
吐字	olnz
吃喝	olob
叫嚷	olod
路口	oloi
叫喊	oloj
唉声叹气	olok
跟踪	olol
蹒跚	olol
嘻嘻	olol
踊跃	olol
跳跃	olol
践踏	olol
蹂躏	olol
蹊跷	olol
叫嚣	oloo
叫唤	olor
叫号	olot
喀麦隆	olpa
叫阵	olpc
路障	olpd
叫屈	olpu
足联	olpv
跟随	olpx
跃居	olpx
趾甲	olqi
吃罪	olqn
路基	olqv
嘴角	olri
跻身	olri
吃饭	olrl
嘴馋	olrl
叫好	olrz
跳梁	olsd
哧溜	olsg
跳水	olsi
吃水	olsi
跨海	olsl
足够	olso
叫驴	olst
跋涉	olsy
路径	olsz
叫住	oltd
跌到	oltg
跑到	oltg
足可	olto
跌倒	oltt
跌价	oltv
叫做	oltx
跪下	olty
足下	olty
吃下	olty
叫醒	olub
吐出	olue
跳出	olue
跨出	olue
路霸	oluh
吃醋	oluh
吐露	oluo
跟前	olvd
吃食	olvd
跟着	olvf
足金	olvi
叫人	olvi
吃人	olvi
跑道	olvj
距今	olvj
路途	olvt
吃准	olvt
跟从	olvv
路线	olwf
蹿红	olwi
跳绳	olwo
叫绝	olwr
践约	olws
跟风	olwx
跨过	olxd
路过	olxd
跳过	olxd
吃过	olxd
蹲在	olxi
足协	olxj
叫卖	olxj
路数	olxr
路灯	olxt
另起炉灶	olxx
吃惊	olyd
跑步	olyi
蹲点	olyo
路子	olzi
吃劲	olzi
路费	olzs
呆账	ombk
吵架	omjo
中枢神经	omjw
呆板	ommj
吵闹	omnd
吵嘴	omol
吸尘器	omoo
呆滞	omsh
中小型	omth
别树一帜	omtn
吵醒	omub
中小企业	omvw
中小学生	omwj
中小学校	omwm
中小学	omwn
呆子	omzi
中央处理器	onao
中央电视台	onbg
吊车	onci
咬紧牙关	oncv
中间商	ondn
中宣部	ondo
吊扇	ondp
喧腾	ondv
口蜜腹剑	ondv
中间环节	oneh
喧扰	onfx
趵突泉	ongs
吊带	onhn
中央书记处	onja
中坚力量	onjb
只字不提	onjf
嗣后	onjj
哈密瓜	onjj
路见不平	onjt
吃官司	onjt
吊装	onkl
跌宕起伏	onlt
吊桥	onmj
只见树木，不见森林	onmm
嘘寒问暖	onnb
喧闹	onnd
喧阗	onnx
喧嚷	onod
吊唁	onoi
呐喊	onoj
喀嚓	onon
喧嚣	onoo
味同嚼蜡	onoq
喧哗	onot
吃闲饭	onrl
中间派	onsj
吊顶	ontj
中央政治局	ontp
喧天	onty
中央人民广播电台	onvg
中间人	onvi
吊销	onvw
吊线	onwf
吊灯	onxt
喧宾夺主	onyd
哪门子	onzi
患难	ooat
器乐	oocm
噪音	oodb
呜呼哀哉	oodl
串通	oodn
品名	oodo
吃喝玩乐	ooec
蹉跎岁月	ooed
跌跌撞撞	ooff
哑口无言	oofi
哼哈二将	oofk
品茗	oohd
品种	ooho
品茶	oohv
唯唯诺诺	ooii
哭诉	ooij
品评	ooit
咒语	ooiw
器物	oojf
品貌	oojg
喃喃自语	ooji
品质	oojj
患病	oojt
喋喋不休	oojt
器重	oojt
踌躇不前	oojv
品牌	ookg
噪声	oold
口口声声	ooll
品格	ooma
器械	oomt
口口相传	oomt
器材	oomx
串门	ooni
吵吵闹闹	oonn
踏踏实实	oonn
器官	oonp
品味	ooof
哭喊	oooj
哭叫	oool
咒骂	oooo
吵吵嚷嚷	oooo
哭哭啼啼	oooo
叽叽喳喳	oooo
呱呱坠地	oopl
串联	oopv
器具	ooqe
器皿	ooqi
咖啡因	ooqy
骂娘	oord
哭泣	oosd
吕梁	oosd
品行	oosf
踌躇满志	oosl
品德	oosx
品位	ootd
器件	ootk
咄咄逼人	ootv
骂人	oovi
跃跃欲试	oovi
呼吸道	oovj
叱咤风云	oowf
串线	oowf
品级	oowj
品尝	oown
患有	ooxd
串烧	ooxx
患者	ooyb
品性	ooyj
咄咄怪事	ooyt
嚣张	oozs
叩头	opdd
哈尼族	opdh
只限于	opfi
嘱托	opfj
吃尽苦头	ophd
叩谢	opir
叩拜	opjf
啊呀	opoc
噼啪	opof
另辟蹊径	opos
嘱咐	opot
啊哟	opow
呢喃	opox
吊民伐罪	optq
叩首	opvj
呢绒	opwt
中耳炎	opxx
吸取教训	opyi
虽则	oqbn
中国电信	oqbt
别具匠心	oqcu
虽然	oqdy
中国建设银行	oqes
喷墨打印机	oqfm
中国科学院	oqhp
中国共产党	oqhw
中国话	oqij
中国工程院	oqip
中国工商银行	oqis
虽说	oqiv
别具特色	oqjr
中国青年	oqll
嘶鸣	oqog
啰唆	oqog
吊胃口	oqoi
咀嚼	oqoj
嘶叫	oqol
嘿嘿	oqoq
嘶哑	oqot
咽喉	oqot
啰嗦	oqox
中国农业银行	oqps
喂马	oqst
中国政府	oqtj
别具一格	oqtm
中国画	oqtq
咽下	oqty
喂食	oqvd
喂养	oqve
中国人民解放军	oqvn
中国人民	oqvp
中国银行	oqvs
中国人民银行	oqvs
鄂尔多斯	ordq
吹奏	orev
吹捧	orfe
吹动	orfg
吹打	orft
吹拂	orfz
中饱私囊	orht
叫好不叫座	orjj
吐鲁番	orjx
吹牛	orki
唤起	orll
吃饱穿暖	ornb
吃饱喝足	oroo
吹嘘	oroy
哈尔滨市	orsd
哈尔滨	orsn
只欠东风	ortw
唤醒	orub
吹着	orvf
吹风	orwx
只争朝夕	orxd
中流砥柱	oscm
另行通知	osdl
响彻云霄	osfu
跳梁小丑	osmj
另行安排	osnf
呜呼	osoj
患得患失	osok
吗啡	oson
呜咽	osoq
咆哮	osoy
吃得开	osth
吻合	osvt
吃一堑，长一智	otcl
号码	otcs
号脉	otdd
喉头	otdd
哺育	otdg
另一方面	otdj
哑巴	otdl
哗变	otdm
号召	otdo
只可意会，不可言传	otdt
听天由命	otdv
嗟来之食	otdv
哑然	otdy
号外	otdy
哗然	otdy
鄂伦春族	oted
呵护	otfd
呼天抢地	otfl
哭天抹泪	otfs
号兵	otgv
另一种	otho
号称	othr
唯恐	otiw
哑谜	otix
号手	otjf
唯物	otjf
唯物论	otji
别开生面	otjj
呵斥	otjk
口惠而实不至	otjt
喉舌	otjx
哺乳	otjz
呵气	otkz
叱责	otlb
跌停板	otmj
中低档	otmw
哽塞	otnf
咿呀	otoc
叮咬	otod
哗啦	otof
喇嘛	otoj
踱来踱去	otol
号叫	otol
叮咛	oton
叱咤	oton
号哭	otoo
叮嘱	otop
哽咽	otoq
号啕	otos
呵呵	otot
喇叭	otov
咿唔	otow
喉咙	otox
吓唬	otoy
中华民族	otpd
中下层	otpf
中华民国	otpq
哑剧	otpx
号角	otri
呵欠	otrv
中下游	otsd
吓死	ottd
饕餮	ottd
吨位	ottd
唯一	otti
吓倒	ottt
唯心论	otui
唯美	otve
另一个	otvi
吓人	otvi
号令	otvj
中华人民共和国	otvq
哑铃	otvv
叮当	otwe
中低级	otwj
喉结	otwl
唯独	otxj
哑炮	otxs
喉炎	otxx
号子	otzi
唯心主义	oudd
嚅动	oufg
嗤笑	oukj
忠心赤胆	ould
忠心耿耿	oupp
呕心沥血	ousj
别出心裁	ouul
口出狂言	ouxi
嘈杂	ouxm
哈日	ovbi
只是	ovbt
唯命是从	ovbv
只要	ovcr
哈腰	ovdc
喻为	ovdj
喻义	ovdx
只能	ovgd
喻世	ovhl
只许	ovil
吟诗	ovil
只顾	ovjc
只愿	ovjg
响个不停	ovjt
只不过	ovjx
只管	ovkn
中介机构	ovmm
中关村	ovmx
只用	ovnf
兄弟阋墙	ovnl
哈密	ovnu
只见	ovnw
吟唱	ovob
吟咏	ovod
吟哦	ovoj
吩咐	ovot
哈哈	ovov
只限	ovpe
哗众取宠	ovpn
只因	ovqy
只身	ovri
哈尔滨	ovrs
哈欠	ovrv
叶公好龙	ovrx
只好	ovrz
只得	ovsb
只须	ovsj
只够	ovso
只消	ovsw
中美洲	ovsy
鸣锣开道	ovtv
哈佛	ovtz
只需	ovuj
路人皆知	ovul
只会	ovvf
只当	ovwe
哈韩	ovxb
只有	ovxd
只在	ovxi
只求	ovxx
只怕	ovyg
只占	ovyo
哈达	ovyz
中组部	owdo
吊儿郎当	owdw
吟风弄月	owed
兄台	owgo
哨兵	owgv
中纪委	owhr
哨所	owjj
中学生	owjl
兄长	owki
哨声	owld
叶绿素	owlw
哨卡	owly
吹风机	owmw
吆喝	owob
吆五喝六	owod
唔啱	owoe
另当别论	owoi
唢呐	owon
呼风唤雨	owou
呦呦	owow
兄妹	owrf
兄嫂	owrg
只缘身在此山中	owro
哨位	owtd
品学兼优	owvt
兄弟	owvz
响当当	owwe
哄堂大笑	owyk
哨子	owzi
叶轮	oxcv
鄙意	oxdb
叶脉	oxdd
喷头	oxdd
鄙弃	oxdg
史迹	oxdm
史部	oxdo
鄙吝	oxdx
嘲弄	oxeh
喷泉	oxgs
叶芽	oxhc
鄙称	oxhr
鄙薄	oxhs
史话	oxij
史诗	oxil
嘲讽	oxiw
史记	oxiz
史书	oxjj
叶面	oxjq
鄙视	oxjy
嗜杀成性	oxjy
史籍	oxke
叶片	oxki
嘲笑	oxkj
喷气	oxkz
吱声	oxld
史上	oxli
叶柄	oxmt
中直机关	oxmv
史实	oxnd
史册	oxnn
史官	oxnp
别有用心	oxnu
叶肉	oxnv
鄙见	oxnw
咕咚	oxoa
咕唧	oxoe
喷嘴	oxol
咕哝	oxop
咕噜	oxor
喃喃	oxox
喷嚏	oxox
咕嘟	oxoy
唏嘘	oxoy
鄙陋	oxpt
喷墨	oxqh
嗔怒	oxra
史馆	oxrl
喷射	oxrx
喷溅	oxsb
喷洒	oxsc
喷灌	oxsh
喷水	oxsi
中南海	oxsl
喷漆	oxsm
别有洞天	oxst
喷涂	oxsv
鄙俚	oxtb
别有天地	oxtl
鄙夷	oxtz
喷雾	oxua
喷出	oxue
史前	oxvd
鄙人	oxvi
吐故纳新	oxwd
史学	oxwn
别有风味	oxwo
喷绘	oxwv
史料	oxxd
嗔怪	oxya
喷发	oxya
跑龙套	oxyk
叶子	oxzi
嘹亮	oydo
吃大户	oydp
忠贞不渝	oyjs
中老年	oylc
哮喘	oyoe
嘘唏	oyox
嗜好	oyrz
嗜酒	oysu
吸引力	ozji
吼声	ozld
吼叫	ozol
吲哚	ozow
吼吼	ozoz
隆冬	paad
取景	pabd
取暖	pabj
联欢晚会	pabv
取乐	pacm
降旗	padh
取胜	padj
降为	padj
娶亲	padm
聚变	padm
取名	pado
降服	padp
隆胸	pads
聚齐	padx
降耗	paem
聚拢	pafx
聚积	paho
降落	pahs
取巧	pait
取证	pait
降序	pajd
取自	pajg
降压	pajl
取向	pajn
降入	pajn
隆重	pajt
取笑	pakj
取款	palf
取走	pall
隆起	pall
降格	pama
降尘	paml
取样	pamv
取材	pamx
降幅	pani
降临	pank
隆隆	papa
降职	papo
聚居	papx
取回	paqo
降解	pard
取得	pasb
降温	pasb
降水	pasi
取法	pasl
取消	pasw
降低	patc
娶妻	pate
降到	patg
聚集	pati
聚焦	pati
取信	pati
聊备一格	patm
随处可见	patn
取保	pato
取货	patt
降价	patv
取代	patv
取下	paty
降下	paty
降伏	paty
取出	paue
降雪	paue
降雨	paui
聚酯	paut
聚会	pavf
取决于	pavf
取舍	pavf
聚首	pavj
取道	pavj
聚敛	pavt
聚合	pavt
聚众	pavv
取决	pavz
取缔	pawd
降级	pawj
取经	pawz
聚在	paxi
降火	paxi
聚餐	payd
取悦	payv
卫星通信	pbdt
阳文	pbdx
阳春	pbev
阳寿	pbfx
阳台	pbgo
阳泉	pbgs
阳世	pbhl
尼日利亚	pbht
阳痿	pbjh
聪明反被聪明误	pbji
阳历	pbjj
随遇而安	pbjn
阴暗面	pbjq
阳气	pbkz
阳极	pbmj
阳间	pbnb
除暴安良	pbnd
阳宅	pbnj
阳刚	pbnx
随时随地	pbpl
阳平	pbtv
阳伞	pbvv
阳线	pbwf
聪明绝顶	pbwt
阳光	pbww
聪明才智	pbxl
阳燧	pbxv
阳性	pbyj
阵脚	pcdl
阵亡	pcdl
聊斋	pcdx
阵势	pcfx
阵营	pchn
阵痛	pcjd
障碍物	pcjf
阵地	pclc
聊以	pcld
聊城	pclj
陕西省	pcmj
阵容	pcnv
阵阵	pcpc
聊聊	pcpc
阵列	pctd
聊天	pcty
阵雨	pcui
阵前	pcvd
阵线	pcwf
阵风	pcwx
鹤立鸡群	pdae
层峦叠嶂	pdae
防务	pdaj
防备	pdaq
防晒	pdbc
阴暗	pdbd
阴影	pdbd
防暴	pdbh
阴晴	pdbl
迟早	pdbx
届时	pdbx
防暑	pdby
障碍	pdcb
防区	pdcx
聘为	pddj
阴部	pddo
阴户	pddp
阴柔	pddt
阴文	pddx
防护	pdfd
聊胜于无	pdff
阴云	pdfg
阴损	pdfo
阴鸷	pdfx
耳熟能详	pdgi
阴蒂	pdhd
阴私	pdhg
防范	pdhs
陪葬	pdht
阴茎	pdhz
阴谋	pdih
聘请	pdil
陪读	pdix
取之不尽，用之不竭	pdjd
阴唇	pdjf
阴历	pdjj
聘书	pdjj
陪衬	pdjk
取之不尽	pdjp
阴面	pdjq
阴司	pdjt
随之而来	pdjt
防病	pdjt
防腐	pdjt
居高不下	pdjt
防疫	pdjw
阴笑	pdkj
阴气	pdkz
防地	pdlc
聊斋志异	pdle
防止	pdli
阴毒	pdlq
防毒	pdlq
阴极	pdmj
防尘	pdml
阴森	pdmm
陪客	pdna
陪审	pdnb
阴间	pdnb
聘用	pdnf
阴宅	pdnj
陪同	pdnt
居高临下	pdnt
防空	pdnv
防守	pdnx
防灾	pdnx
阴阳	pdpb
民脂民膏	pdpd
防卫	pdpt
阴险	pdpv
防除	pdpv
阴骘	pdpy
聘期	pdqv
防身	pdri
陪嫁	pdrn
阴湿	pdsb
民怨沸腾	pdsd
防治	pdsg
防洪	pdsh
届满	pdsh
防水	pdsi
防御	pdsl
阴沉	pdsn
阴沟	pdss
民意测验	pdss
陪酒	pdsu
防潮	pdsx
阴德	pdsx
防汛	pdsz
防伪	pdtd
迟到	pdtg
聘任	pdtj
迟疑	pdtl
阴囊	pdto
民族化	pdtt
陪伴	pdtv
阴平	pdtv
阴天	pdty
阴曹	pdub
阴雨	pdui
防雨	pdui
防震	pduj
阴霾	pduj
阴凉	pdvd
劈头盖脸	pdvd
局外人	pdvi
阴道	pdvj
防盗	pdvr
防冻	pdvt
阴冷	pdvv
陪送	pdvy
防线	pdwf
阴线	pdwf
民主党	pdwn
陪练	pdwt
阴风	pdwx
防风	pdwx
防爆	pdxb
阴郁	pdxd
防火	pdxi
阴狠	pdxj
取之有道	pdxv
阴性	pdyj
防弹	pdzs
隔岸观火	peax
限电	pebl
限量	pebt
限时	pebx
限产	pedj
限于	pefi
阳春白雪	pegu
限期	pehe
限度	pejh
限制	pekn
限止	peli
限额	pena
限定	pent
阳奉阴违	pepf
限期	peqv
限界	peqv
限价	petv
限养	peve
限令	pevj
隔三差五	pevw
层叠	pfaa
际遇	pfbn
熨斗	pfdd
层高	pfdo
陆运	pffg
层报	pffp
慰藉	pfhe
慰劳	pfhn
屈打成招	pfjf
阴魂不散	pfjh
层压	pfjl
层面	pfjq
耳提面命	pfjv
陆地	pflc
遐想	pfmg
层析	pfmj
防护林	pfmm
陆军	pfnc
熨帖	pfni
慰问	pfno
陆路	pfol
层层	pfpf
陈规陋习	pfpj
尉迟	pfpn
遐思	pfqu
遐迩	pfrm
慰勉	pfro
阿拉伯	pftg
阿拉伯人	pftv
屈指可数	pftx
际会	pfvf
展示会	pfvf
层次	pfvr
层级	pfwj
陆续	pfwx
层数	pfxr
农贸市场	pgdl
职能部门	pgdn
居留权	pgma
壁垒森严	pgmt
障眼法	pgsl
耳目一新	pgtd
展映	phbn
展区	phcx
隔世之感	phdj
展望	phdl
臀部	phdo
展现	phen
隔靴搔痒	phfj
展播	phfj
展示	phfm
展台	phgo
展厅	phjt
展宽	phnh
展览	phnk
陕甘宁	phnt
展室	phnt
农艺师	phnt
展览会	phnv
展品	phoo
展期	phqv
展位	phtd
展开	phth
展出	phue
展露	phuo
展会	phvf
居委会	phvf
展销会	phvv
降落伞	phvv
展销	phvw
殿堂	phwn
展业	phwt
展翅	phxa
耳旁	pidn
农工商	pidn
耳环	piej
阿谀奉承	piej
耳目	pigi
阴谋诡计	piii
耳语	piiw
耳力	piji
居功自傲	pijt
屡试不爽	pijy
耳边	pijz
耳麦	pila
耳根	pime
尸检	pimv
耳机	pimw
耳塞	pinf
耳闻	pinp
阴谋家	pinx
耳鸣	piog
耳际	pipf
鹤壁	pipo
职工队伍	pipt
尸骨	piqd
耳畔	piqv
尸身	piri
陈词滥调	pisi
尸体	pitm
居功至伟	pitt
尸首	pivj
耳朵	piwm
耳光	piww
除旧布新	pixd
耳聋	pixt
耳套	piyk
卫生条件	pjat
联系电话	pjbi
阿司匹林	pjcm
卫戍区	pjcx
农牧区	pjcx
尾巴	pjdl
局部	pjdo
尾部	pjdo
防不胜防	pjdp
尾房	pjdp
联系方法	pjds
联系方式	pjdt
防腐剂	pjdx
局外	pjdy
属于	pjfi
尼加拉瓜	pjfj
局势	pjfx
附加税	pjhv
尽力而为	pjjd
避而不谈	pjji
卫生所	pjjj
陌生	pjjl
尾追	pjjp
局面	pjjq
局长	pjki
附近地区	pjlc
属地	pjlc
尾声	pjld
尾款	pjlf
履历表	pjlk
联系地址	pjll
阿鼻地狱	pjlx
属相	pjmg
卫生间	pjnb
属实	pjnd
联系实际	pjnp
卫生员	pjob
陌路	pjol
聒噪	pjoo
局限	pjpe
民不聊生	pjpj
阡陌	pjpj
卫生防疫	pjpj
卫生局	pjpj
卫生院	pjpn
尾随	pjpx
局限性	pjpy
尾骨	pjqd
陷入困境	pjql
尾鳍	pjrt
农牧渔业	pjsw
取而代之	pjtd
隆重开幕	pjth
局促	pjto
民生凋敝	pjvv
联系业务	pjwa
卫生纸	pjwc
附庸风雅	pjwc
农牧业	pjwt
卫生组织	pjww
尾数	pjxr
尾灯	pjxt
属性	pjyj
附加费	pjzs
农户	pkdp
农垦	pkek
农耕	pkem
农夫	pkfv
农技	pkfx
农贸	pkgd
农委	pkhr
农药	pkhw
农牧	pkjf
农历	pkjj
耳鬓厮磨	pkjj
取长补短	pkjl
农场	pklz
农林	pkmm
农机	pkmw
农村	pkmx
农闲	pknm
农家	pknx
农民	pkpt
农田	pkqi
农奴	pkra
农妇	pkre
农行	pksf
农活	pksj
农作物	pktj
农事	pkto
农资	pkvr
农学	pkwn
农业	pkwt
农忙	pkyd
除此之外	pldd
陡变	pldm
陡然	pldy
陡峭	plew
尽收眼底	plgj
陵墓	plhb
除却巫山不是云	plif
耻辱	pljf
聊以自慰	pljp
防毒面具	pljq
耻笑	plkj
除此以外	plld
陡坡	pllj
鸩毒	pllq
陵寝	plnk
局域网	plnx
随声附和	plph
陡壁	plpo
耻骨	plqd
陵园	plqf
民以食为天	plvt
隔墙有耳	plxp
随机应变	pmjd
阿根廷	pmjl
屡禁不止	pmjl
屡禁不绝	pmjw
隙地	pmlc
阴森森	pmmm
隙缝	pmwa
层见叠出	pnau
院里	pnbl
慰问电	pnbl
尽量	pnbt
迟早	pnbx
尽早	pnbx
刷牙	pnci
尺码	pncs
尽头	pndd
农家肥	pndd
院方	pndh
刷新	pndm
院部	pndo
昼夜	pndt
避实就虚	pndy
尽然	pndy
耳闻目睹	pngg
迟暮	pnhb
民间艺术	pnhm
院落	pnhs
迟误	pnio
尺度	pnjh
尽力	pnji
迟延	pnjl
屡见不鲜	pnjr
展览厅	pnjt
院长	pnki
尽管	pnkn
尽责	pnlb
院士	pnli
院墙	pnlx
刷卡	pnly
屠宰场	pnlz
院校	pnmd
陪审员	pnob
展览品	pnoo
慰问品	pnoo
迟迟	pnpn
尽职	pnpo
刷屏	pnpv
陀螺	pnqq
居安思危	pnqr
慰问团	pnqx
展览馆	pnrl
阿富汗	pnsf
迟滞	pnsh
刷洗	pnsj
防空洞	pnsn
迟到	pntg
迟疑	pntl
尽出	pnue
尽心	pnui
聚宝盆	pnvd
展览会	pnvf
迟钝	pnvt
迟缓	pnwj
尽兴	pnwv
尺寸	pnxd
尽数	pnxr
尽情	pnyl
尽快	pnyz
尽孝	pnyz
院子	pnzi
刷子	pnzi
尺子	pnzi
劈叉	poad
职务	poaj
避难	poat
陨星	pobj
避暑	poby
陨石	poci
辟邪	poci
臂章	podb
臂膀	podd
劈头	podd
职高	podo
耳听为虚	pody
防患未然	pofd
防患于未然	pofd
壁挂	pofl
耶路撒冷	pofv
职能	pogd
壁垒	pogg
职称	pohr
陨落	pohs
避税	pohv
避讳	poif
职工	poii
辟谣	poij
避让	poil
臂力	poji
随口而出	poju
职责	polb
劈柴	polt
职场	polz
职权	poma
壁柜	pomg
壁橱	pomj
职守	ponx
职员	poob
职别	pooj
随叫随到	popt
臂助	poqf
壁饰	porl
避免	poro
譬如	poro
避嫌	porv
职位	potd
避开	poth
壁画	potq
陨灭	potx
避雨	poui
职前	povd
职分	povd
辟谷	povv
壁纸	powc
职级	powj
职掌	pown
职业	powt
避风	powx
壁炉	poxd
壁布	poxn
壁灯	poxt
壁虎	poyw
避孕	pozj
层层叠叠	ppaa
居民区	ppcx
耽搁	ppfn
耿耿于怀	ppfy
耳聪目明	ppgb
