双双	aaaa
攀比	mxui
村镇	mxvx
材料	mxxd
枯燥	mxxo
攀登	mxxt
尖端	myde
杭州市	mydn
朴素	mylw
朴实	mynd
尖叫	myol
尖锐	myvv
椅子	myzi
小孩子	mzdz
李白	mzgi
杯弓蛇影	mzqb
客观	naan
客车	naci
坚硬	nact
额头	nadd
寒冬腊月	nadd
竖立	nadi
肾脏	nadj
客商	nadn
客户	nadp
客服	nadp
客房	nadp
悲欢离合	nadv
额外	nady
紧接	nafd
贤慧	naff
客运	nafg
坚韧	nafj
坚挺	nafj
坚持	nafl
紧迫	nagz
额度	najh
客厅	najt
肾病	najt
客气	nakz
闻鸡起舞	nall
紧缺	nalx
客场	nalz
客栈	namf
客机	namw
阁楼	namx
紧紧	nana
坚实	nand
坚定	nant
额定	nant
紧密	nanu
坚守	nanx
客家	nanx
紧跟	naol
客串	naoo
坚固	naqx
紧急	nare
客流	nasd
贤惠	natb
坚信	nati
紧俏	natw
阁下	naty
紧凑	nave
客人	navi
坚决	navz
紧缩	nawn
客套	nayk
坚强	nazs
紧张	nazs
寓意	nbdb
审理	nbeb
间接	nbfd
审批	nbfu
审稿	nbhd
审议	nbid
间谍	nbih
寓言	nbii
审计	nbix
审讯	nbiz
宴席	nbjh
审视	nbjy
审查	nbmb
审核	nbmd
审校	nbmd
审问	nbno
审定	nbnt
审察	nbnx
间隙	nbpm
间隔	nbpt
审美	nbve
宴会	nbvf
审判	nbvx
冠冕堂皇	nbwg
间断	nbxl
军医	nccl
军区	nccx
军旅	ncdh
军方	ncdh
军营	nchn
军委	nchr
军用	ncnf
军官	ncnp
军舰	ncns
军阀	ncnt
军民	ncpt
军队	ncpv
军团	ncqx
军衔	ncsv
军事	ncto
军人	ncvi
军令	ncvj
军火	ncxi
军费	nczs
实务	ndaj
实处	nday
实时	ndbx
见义勇为	nddd
客户端	ndde
实施	nddh
实名	nddo
实效	nddv
实现	nden
实录	ndes
实干	ndfi
安然无恙	ndfv
安之若素	ndhl
见多识广	ndij
实话	ndij
实物	ndjf
实习	ndji
实力	ndji
实质	ndjj
丹麦	ndla
实地	ndlc
丹青	ndld
实权	ndma
宰相	ndmg
实用	ndnf
实用性	ndny
实践	ndol
实际	ndpf
实际上	ndpl
闻名遐迩	ndpr
闹剧	ndpx
实行	ndsf
实验	ndst
实惠	ndtb
丹东	ndtm
实体	ndtm
闹事	ndto
实事	ndto
实例	ndtt
闭月羞花	ndvh
实况	ndvo
闹钟	ndvo
实业	ndwt
实在	ndxi
实战	ndyo
宝鸡	neag
悲观	nean
宝贝	nebi
宝石	neci
非要	necr
悲哀	nedo
非议	neid
归功	neij
宝库	nejc
悲痛	nejd
翡翠	nejj
宝座	nejv
归还	nejy
悲壮	nekl
宝地	nelc
归档	nemw
宝宝	nene
归案	nenr
归宿	nent
归口	neoi
归属	nepj
悲剧	nepx
宝贵	neqb
归国	neqe
见异思迁	neqj
非法	nesl
宝马	nest
非洲	nesy
悲伤	netl
归来	netx
非典	neuv
宝典	neuv
归公	nevg
归并	nevh
宝剑	nevt
非凡	newd
归结	newl
非常	newn
归纳	newn
归类	nexy
悲惨	neyg
悲愤	neyx
辈子	nezi
寒冬	nfad
完备	nfaq
用处	nfay
害处	nfay
冒昧	nfbf
用电	nfbl
寒暄	nfbn
寒碜	nfcg
赛车	nfci
赛区	nfcx
用意	nfdb
官运亨通	nfdd
冒充	nfdg
用户	nfdp
用于	nffi
冒进	nffn
赛程	nfho
用药	nfhw
赛季	nfhz
用工	nfii
完工	nfii
用功	nfij
用语	nfiw
用手	nfjf
用力	nfji
完了	nfji
完成	nfjj
赛后	nfjj
完蛋	nfjl
坚持不懈	nfjy
冒牌	nfkg
赛制	nfkn
用地	nflc
用以	nfld
赛场	nflz
冠军	nfnc
宇宙	nfnd
宇航	nfns
赛跑	nfol
用品	nfoo
冒号	nfot
冒险	nfpv
用具	nfqe
害虫	nfqi
豁免	nfro
完好	nfrz
寒流	nfsd
完满	nfsh
用水	nfsi
宗派	nfsj
用法	nfsl
宗旨	nftb
穿云裂石	nftc
用到	nftg
完整	nfto
赛事	nfto
寒假	nftp
用来	nftx
寒酸	nfug
用心	nfui
冒雨	nfui
完毕	nfux
完全	nfve
完美	nfve
害羞	nfvf
完善	nfvf
冒着	nfvf
用人	nfvi
用途	nfvt
寒冷	nfvv
完结	nfwl
寒风	nfwx
用过	nfxd
冒犯	nfxj
冒烟	nfxq
用餐	nfyd
害怕	nfyg
宗教	nfyz
闭目塞听	ngno
宾馆	ngrl
寥若晨星	nhbb
同甘共苦	nhhh
宽带	nhhn
宽度	nhjh
宽广	nhji
宽松	nhmv
宽阔	nhns
宽容	nhnv
宽限	nhpe
宽慰	nhpf
宽恕	nhro
宽泛	nhsj
宽余	nhvt
宽敞	nhwn
内蒙古	nhxo
宽大	nhyi
察言观色	niar
门票	nicf
闲言碎语	nici
门市	nidn
帐户	nidp
门户	nidp
门外	nidy
帐目	nigi
帷幕	nihb
门诊	niiv
幅度	nijh
门面	nijq
帐篷	nika
门将	nikd
门牌	nikg
门槛	nimn
巾帼	nini
门窗	ninv
门口	nioi
门路	niol
帐号	niot
门前	nivd
门类	nixy
帽子	nizi
帖子	nizi
同床异梦	njem
闻所未闻	njfn
门庭若市	njhd
宠辱不惊	njjy
周而复始	njlr
宁夏回族	njqd
寡妇	njre
宪法	njsl
临时	nkbx
监理	nkeb
监护	nkfd
鉴于	nkfi
监控	nkfn
牢记	nkiz
临近	nkjk
临床	nkjm
监视	nkjy
监制	nkkn
监管	nkkn
牢笼	nkkx
监督	nklm
监禁	nkmm
牢牢	nknk
鉴定	nknt
寝室	nknt
监察	nknx
鉴别	nkoj
监听	nkoj
临界	nkqv
牢固	nkqx
监测	nksb
临沂	nksj
牢骚	nkst
临汾	nksv
临终	nkwa
鉴赏	nkwn
监狱	nkxj
周日	nlbi
周易	nlbs
周转	nlcf
雕刻	nldy
周岁	nled
周折	nlfj
周刊	nlfn
周报	nlfp
周期	nlhe
周边	nljz
周年	nllc
寂静	nlld
寂寞	nlnh
寂寥	nlnj
周密	nlnu
周围	nlqf
宁缺毋滥	nlqs
周期	nlqv
闺女	nlri
周游	nlsd
周到	nltg
周末	nltm
同志们	nltn
雕像	nltr
周全	nlve
雕塑	nlvu
闲散	nmhd
闲话	nmij
闲谈	nmix
闲聊	nmpc
闲置	nmqx
守株待兔	nmsr
归根到底	nmtj
宋体	nmtm
盘根错节	nmvh
宋朝	nmxb
闲杂	nmxm
同归于尽	nnfp
寥寥无几	nnfw
窃窃私语	nnhi
删节	nnhp
闭门造车	nnjc
写字楼	nnmx
删除	nnpv
闭门思过	nnqx
空空如也	nnrc
帅哥	nnto
删减	nnvj
册子	nnzi
删改	nnzl
问题	nobt
寅吃卯粮	nocx
家喻户晓	nodb
问世	nohl
宫廷	nojl
问及	nojz
问答	nokv
问号	noot
宫殿	noph
守口如瓶	norv
问好	norz
问津	nose
问候	noti
问道	novj
问卷	novy
安居乐业	npcw
官方	npdh
官腔	npdn
闻名	npdo
官兵	npgv
官司	npjt
实际上	npli
官场	nplz
完璧归赵	npnl
官员	npob
官职	nppo
官衔	npsv
官僚	npty
宜昌	nqbb
安放	nrdh
阎王	nrei
安排	nrfe
安抚	nrff
安插	nrfj
安排	nrfn
安稳	nrhr
安详	nriv
安康	nrje
安息	nrjg
临危不惧	nrjy
安装	nrkl
安静	nrld
冤枉	nrme
坚如磐石	nrnc
冤案	nrnr
安定	nrnt
安宁	nrnt
冤家	nrnx
安家	nrnx
安阳	nrpb
安慰	nrpf
冤屈	nrpu
安居	nrpx
安置	nrqx
安危	nrrj
安娜	nrrj
安徽	nrse
安徽省	nrsm
案件	nrtk
案例	nrtt
安心	nrui
安全	nrve
案犯	nrxj
案情	nryl
写照	nsbd
写意	nsdb
盘旋	nsdh
舟山	nsei
航班	nsey
航运	nsfg
写入	nsjn
闯入	nsjn
盘算	nskg
阔气	nskz
安徽省	nsmj
盘桓	nsmt
船舶	nsns
舰艇	nsns
实验室	nsnt
航空	nsnv
写字	nsnz
船只	nsov
舰队	nspv
航行	nssf
航海	nssl
写下	nstd
写信	nsti
写作	nstl
航天	nsty
写出	nsue
航道	nsvj
同流合污	nsvs
航线	nswf
盘缠	nswj
写给	nswv
写在	nsxi
写真	nsxq
阔步	nsyi
盘点	nsyo
同盟	ntbd
定量	ntbt
同时	ntbx
定时	ntbx
同意	ntdb
同名	ntdo
富豪	ntdo
同胞	ntds
定义	ntdx
室外	ntdy
定理	nteb
富于	ntfi
宣誓	ntfj
宣扬	ntfz
它的	ntgs
定期	nthe
宣称	nthr
师范	nths
宣讲	ntif
宣言	ntii
定论	ntiv
宣读	ntix
宁愿	ntjg
宁夏	ntjg
富裕	ntjk
宣告	ntjl
师生	ntjl
定向	ntjn
同仇敌忾	ntjy
同等	ntkl
定制	ntkn
同年	ntlc
宁静	ntld
宁肯	ntld
同上	ntli
富士	ntli
同城	ntlj
同志们	ntlt
同志	ntlu
同龄	ntlw
同样	ntmv
定额	ntna
阀门	ntni
见仁见智	ntnl
室内	ntnv
同窗	ntnv
定局	ntpj
富民	ntpt
定居	ntpx
同居	ntpx
富贵	ntqb
门可罗雀	ntqm
定期	ntqv
同期	ntqv
富饶	ntrl
定律	ntse
同行	ntsf
宁波	ntsj
定位	nttd
宣传部	nttd
宣传	nttf
同仁	nttf
定型	ntth
同一	ntti
它们	nttn
同事	ntto
宁可	ntto
师傅	nttt
同化	nttt
定价	nttv
同伴	nttv
同伙	nttx
定做	nttx
定下	ntty
同心	ntui
同比	ntui
宿舍	ntvf
富翁	ntvg
定金	ntvi
同道	ntvj
师资	ntvr
富余	ntvt
宣判	ntvx
师父	ntvx
富丽堂皇	ntwg
同乡	ntwj
同级	ntwj
同学	ntwn
同业	ntwt
富有	ntxd
宣布	ntxn
同类	ntxy
师大	ntyi
同步	ntyi
定性	ntyj
同情	ntyl
定点	ntyo
宣战	ntyo
定夺	ntyx
富强	ntzs
密码	nucs
蜜月	nudi
闷热	nufx
密谋	nuih
密度	nujh
密封	null
密闭	nunx
蜜蜂	nuqa
密切	nutd
密集	nuti
同心协力	nuxj
空难	nvat
阐明	nvbd
空旷	nvbj
闪电	nvbl
容易	nvbs
容量	nvbt
突破	nvcj
究竟	nvdb
容忍	nvdd
内衣	nvdk
穿衣	nvdk
突变	nvdm
内部	nvdo
闪亮	nvdo
窗户	nvdp
突然	nvdy
内外	nvdy
窗外	nvdy
空运	nvfg
穿插	nvfj
突击	nvfu
空白	nvgi
窗台	nvgo
内幕	nvhb
内科	nvhd
窝藏	nvhk
内蒙	nvhn
容积	nvho
穷苦	nvhx
空话	nvij
内功	nvij
空调	nvin
内设	nviw
阅读	nvix
窒息	nvjg
容貌	nvjg
阅历	nvjj
内裤	nvjk
内向	nvjn
内疚	nvjr
寄人篱下	nvkt
空气	nvkz
内地	nvlc
窘境	nvld
穿上	nvli
穿越	nvll
穿戴	nvlq
空缺	nvlx
空格	nvma
内核	nvmd
阐述	nvmd
穿梭	nvmg
空想	nvmg
内阁	nvna
闪客	nvna
空间	nvnb
空军	nvnc
窍门	nvni
阅览	nvnk
空闲	nvnm
内容	nvnv
窗帘	nvnv
窈窕	nvnv
窟窿	nvnv
闪闪	nvnv
罕见	nvnw
窗口	nvoi
空中	nvoi
窃听	nvoj
容器	nvoo
窃取	nvpa
空降	nvpa
内陆	nvpf
空隙	nvpm
穷国	nvqe
突围	nvqf
穷困	nvqm
内置	nvqx
内奸	nvrf
内行	nvsf
内涵	nvsj
空洞	nvsn
内政	nvtl
肉体	nvtm
窝囊	nvto
突出	nvue
内心	nvui
空心	nvui
内需	nvuj
肉食	nvvd
空前	nvvd
穿着	nvvf
穷人	nvvi
肉欲	nvvv
内线	nvwf
空前绝后	nvwj
容纳	nvwn
闪耀	nvww
闪光	nvww
闪烁	nvxc
穿过	nvxd
闪过	nvxd
内存	nvxi
内在	nvxi
闪存	nvxi
突袭	nvxt
空袭	nvxt
肉类	nvxy
突发	nvya
内情	nvyl
内战	nvyo
空虚	nvyw
见效	nwdv
同学录	nwes
见缝插针	nwfv
见识	nwio
见证	nwit
见了	nwji
见习	nwji
见面	nwjq
冗长	nwki
见地	nwlc
见闻	nwnp
见解	nwrd
见到	nwtg
见风使舵	nwtn
见过	nwxd
闻风丧胆	nwxd
容光焕发	nwxy
家务	nxaj
宏观	nxan
灾难	nxat
家里	nxbl
家电	nxbl
刚果	nxbm
守则	nxbn
网易	nxbs
灾区	nxcx
家族	nxdh
家产	nxdj
守望	nxdl
网恋	nxdm
网通	nxdn
网站	nxdy
网球	nxex
守护	nxfd
闭幕	nxhb
灾荒	nxhd
家谱	nxiv
网页	nxjb
家底	nxjc
宠物	nxjf
察看	nxjf
家庭	nxjj
宠爱	nxjn
灾祸	nxjy
家长	nxki
网管	nxkn
灾年	nxlc
网上	nxli
网址	nxll
网卡	nxly
家用	nxnf
灾害	nxnf
闭塞	nxnf
家门	nxni
刚刚	nxnx
网吧	nxod
家中	nxoi
家口	nxoi
家属	nxpj
守卫	nxpt
网民	nxpt
灾民	nxpt
家居	nxpx
宏图	nxqa
家具	nxqe
家园	nxqf
刚好	nxrz
守法	nxsl
刚健	nxte
宏伟	nxtf
守信	nxti
家政	nxtl
家事	nxto
家伙	nxtx
家禽	nxvd
家人	nxvi
网关	nxvy
网络	nxwa
家乡	nxwj
察觉	nxwn
守业	nxwt
网友	nxxa
刚才	nxxj
宏大	nxyi
网点	nxyo
家教	nxyz
刚强	nxzs
同性恋	nydm
内忧外患	nydo
寄予	nydt
盎然	nydy
寄托	nyfj
寄语	nyiw
寄生	nyjl
刚愎自用	nyjn
闲情逸致	nyrt
央行	nysf
安步当车	nywc
寄给	nywv
寄存	nyxi
央求	nyxx
豁达大度	nyyj
字据	nzfp
字幕	nzhb
字节	nzhp
字词	nzij
坚强不屈	nzjp
字符	nzkt
字样	nzmv
字帖	nzni
字号	nzot
字母	nzqs
字体	nztm
字画	nztq
字典	nzuv
字数	nzxr
叹息	oajg
勋章	obdb
唱和	obho
员工	obii
喝了	obji
喝彩	objm
唱片	obki
呻吟	obov
喝水	obsi
喝酒	obsu
唱歌	obto
口是心非	obun
呕吐	ocol
叹为观止	odal
哪里	odbl
趾高气扬	odkf
中文版	odkj
哪些	odlt
呆头呆脑	odod
叨唠	odoh
路由器	odoo
咳嗽	odot
哆嗦	odox
嘀咕	odox
中产阶级	odpw
哪位	odtd
哪个	odvi
呼之欲出	odvu
哪有	odxd
哈巴狗	odxj
哪怕	odyg
中山市	oedn
呈现	oeen
呈报	oefp
呈上	oeli
跋山涉水	oess
味道	ofvj
史无前例	ofvt
味精	ofxl
啤酒	ogsu
唯利是图	ohbq
中秋节	ohhp
喋血	ohjq
呆若木鸡	ohma
叶落归根	ohnm
哎呀	ohoc
唠叨	ohod
哎哟	ohow
中科院	ohpn
口若悬河	ohqs
中日	oibi
口碑	oicg
中西	oici
中医	oicl
口音	oidb
口头	oidd
中方	oidh
中立	oidi
口腔	oidn
中部	oido
口服	oidp
中文	oidx
中外	oidy
中山	oiei
口岸	oiej
中专	oifs
中指	oift
中期	oihe
中共	oihv
中药	oihw
中秋	oihx
忠诚	oiij
口试	oiit
口语	oiiw
口诀	oiiz
忠厚	oijb
中原	oijg
忠告	oijl
中奖	oikd
中将	oikd
中等	oikl
口气	oikz
中年	oilc
中肯	oild
中止	oili
中毒	oilq
中午	oilx
口述	oimd
中小学	oimw
中档	oimw
中坚	oina
中间	oinb
忠实	oind
中用	oinf
中盘	oins
中央	oiny
口味	oiof
口中	oioi
口吻	oios
口号	oiot
中层	oipf
中农	oipk
中队	oipv
中国	oiqe
中期	oiqv
口角	oiri
中旬	oisb
中游	oisd
口水	oisi
口径	oisz
中型	oith
中东	oitm
中华	oitt
口袋	oitv
中亚	oitw
中下	oity
中心	oiui
中美	oive
口令	oivj
中介	oivn
中途	oivt
中线	oiwf
中级	oiwj
中学生	oiwj
中学	oiwn
中兴	oiwv
中风	oiwx
中继	oiwx
口才	oixj
中断	oixl
中南	oixn
中性	oiyj
中考	oiys
别墅	ojbl
哪里	ojbl
响亮	ojdo
别名	ojdo
另外	ojdy
别扭	ojfj
别的	ojgs
哪种	ojho
听课	ojib
听话	ojij
听证	ojit
听说	ojiv
别说	ojiv
听力	ojji
响应	ojjw
呼应	ojjw
呼声	ojld
吸收	ojli
吸毒	ojlq
哪些	ojlt
听写	ojns
听见	ojnw
咖啡	ojoe
呼啸	ojoe
呼吁	ojof
呼吸	ojoj
呼喊	ojoj
呼叫	ojol
咖啡	ojon
呼唤	ojor
吸取	ojpa
听取	ojpa
听得	ojsb
另行	ojsf
哪位	ojtd
听到	ojtg
别致	ojtg
听信	ojti
咱们	ojtn
听歌	ojto
另一个	ojtv
听着	ojvf
别人	ojvi
哪个	ojvi
听众	ojvv
听从	ojvv
哪儿	ojwi
听觉	ojwn
吸纳	ojwn
别有	ojxd
另有	ojxd
哪有	ojxd
只不过	ojxd
吹毛求疵	ojxj
吸烟	ojxq
另类	ojxy
哪怕	ojyg
吸引	ojzs
啼笑皆非	okun
踪影	olbd
嘴里	olbl
跳票	olcf
跌破	olcj
跟头	oldd
足智多谋	oldi
嘴巴	oldl
足迹	oldm
距离	oldx
足球	olex
跳动	olfg
跃进	olfn
跟进	olfn
吃亏	olfs
跳远	olfw
吃香	olhb
路程	olho
吃苦	olhx
嘴唇	oljf
跨度	oljh
吃力	olji
跑了	olji
吃了	olji
路段	oljk
跨入	oljn
路面	oljq
路边	oljz
足以	olld
足坛	ollf
跳舞	ollh
路上	olli
踏上	olli
跨越	olll
跳板	olmj
跳槽	olmu
吃紧	olna
踏实	olnd
跌幅	olni
吃喝	olob
路口	oloi
叫喊	oloj
跟踪	olol
蹒跚	olol
嘻嘻	olol
踊跃	olol
跳跃	olol
践踏	olol
蹂躏	olol
足联	olpv
跟随	olpx
跻身	olri
吃饭	olrl
叫好	olrz
跳水	olsi
足够	olso
跋涉	olsy
路径	olsz
跑到	oltg
叫做	oltx
吃醋	oluh
跟着	olvf
叫人	olvi
路途	olvt
路线	olwf
路过	olxd
足协	olxj
吃惊	olyd
跑步	olyi
蹲点	olyo
路子	olzi
吵架	omjo
吵闹	omnd
中小学	omwn
口蜜腹剑	ondv
吊唁	onoi
呐喊	onoj
喀嚓	onon
喧哗	onot
吊销	onvw
器乐	oocm
噪音	oodb
品名	oodo
蹉跎岁月	ooed
品种	ooho
器物	oojf
品质	oojj
患病	oojt
喋喋不休	oojt
品牌	ookg
噪声	oold
口口声声	ooll
品格	ooma
器械	oomt
器材	oomx
器官	oonp
品味	ooof
咒骂	oooo
器具	ooqe
器皿	ooqi
哭泣	oosd
品德	oosx
品位	ootd
器件	ootk
咄咄逼人	ootv
跃跃欲试	oovi
品尝	oown
患有	ooxd
患者	ooyb
嚣张	oozs
只限于	opfi
嘱托	opfj
嘱咐	opot
呢喃	opox
别具匠心	oqcu
虽然	oqdy
虽说	oqiv
嘿嘿	oqoq
咽喉	oqot
啰嗦	oqox
喂养	oqve
吹捧	orfe
吹牛	orki
唤起	orll
吹嘘	oroy
哈尔滨	orsn
唤醒	orub
只争朝夕	orxd
呜呼	osoj
患得患失	osok
咆哮	osoy
吻合	osvt
号码	otcs
哺育	otdg
号召	otdo
呵护	otfd
另一种	otho
号称	othr
唯恐	otiw
唯物	otjf
哺乳	otjz
喇嘛	otoj
叮咛	oton
叱咤	oton
叮嘱	otop
哽咽	otoq
呵呵	otot
喇叭	otov
咿唔	otow
吓唬	otoy
饕餮	ottd
唯一	otti
唯美	otve
另一个	otvi
号令	otvj
别出心裁	ouul
嘈杂	ouxm
只是	ovbt
只要	ovcr
只能	ovgd
只不过	ovjx
中关村	ovmx
只用	ovnf
只见	ovnw
吩咐	ovot
哈哈	ovov
只因	ovqy
哈尔滨	ovrs
叶公好龙	ovrx
只好	ovrz
只得	ovsb
哈佛	ovtz
只需	ovuj
只会	ovvf
只当	ovwe
只有	ovxd
只在	ovxi
中学生	owjl
兄长	owki
唢呐	owon
兄弟	owvz
响当当	owwe
史诗	oxil
嘲讽	oxiw
史记	oxiz
史书	oxjj
鄙视	oxjy
叶片	oxki
嘲笑	oxkj
史上	oxli
史实	oxnd
史册	oxnn
咕咚	oxoa
咕噜	oxor
喃喃	oxox
喷嚏	oxox
唏嘘	oxoy
鄙陋	oxpt
喷墨	oxqh
喷射	oxrx
喷洒	oxsc
别有洞天	oxst
鄙夷	oxtz
史料	oxxd
叶子	oxzi
嘹亮	oydo
忠贞不渝	oyjs
哮喘	oyoe
嗜好	oyrz
吸引力	ozji
取暖	pabj
取胜	padj
取名	pado
降落	pahs
取证	pait
降序	pajd
取向	pajn
隆重	pajt
取样	pamv
降幅	pani
降临	pank
降职	papo
取回	paqo
取得	pasb
降温	pasb
降水	pasi
取消	pasw
降低	patc
降到	patg
聚集	pati
聚焦	pati
降价	patv
取代	patv
取出	paue
降雨	paui
聚酯	paut
聚会	pavf
取决于	pavf
聚合	pavt
取决	pavz
取缔	pawd
降级	pawj
取悦	payv
阳台	pbgo
尼日利亚	pbht
阳痿	pbjh
阳光	pbww
阳性	pbyj
阵亡	pcdl
阵营	pchn
阵地	pclc
聊城	pclj
陕西省	pcmj
阵容	pcnv
阵阵	pcpc
聊聊	pcpc
阵列	pctd
聊天	pcty
鹤立鸡群	pdae
防备	pdaq
阴暗	pdbd
阴影	pdbd
迟早	pdbx
届时	pdbx
障碍	pdcb
防护	pdfd
防范	pdhs
阴谋	pdih
聘请	pdil
阴历	pdjj
聘书	pdjj
取之不尽	pdjp
防病	pdjt
防腐	pdjt
防疫	pdjw
防止	pdli
聘用	pdnf
陪同	pdnt
防空	pdnv
防守	pdnx
防灾	pdnx
阴阳	pdpb
防卫	pdpt
阴险	pdpv
防治	pdsg
防洪	pdsh
防水	pdsi
防御	pdsl
阴沉	pdsn
防汛	pdsz
防伪	pdtd
迟到	pdtg
聘任	pdtj
迟疑	pdtl
陪伴	pdtv
阴道	pdvj
防盗	pdvr
防线	pdwf
防火	pdxi
阴性	pdyj
限量	pebt
限于	pefi
阳春白雪	pegu
限期	pehe
限度	pejh
限制	pekn
限额	pena
限定	pent
阳奉阴违	pepf
限期	peqv
慰藉	pfhe
慰劳	pfhn
层面	pfjq
耳提面命	pfjv
陆地	pflc
陆军	pfnc
慰问	pfno
层层	pfpf
阿拉伯	pftg
屈指可数	pftx
层次	pfvr
陆续	pfwx
展区	phcx
展望	phdl
展现	phen
展示	phfm
展台	phgo
展厅	phjt
展览	phnk
展览会	phnv
展品	phoo
展位	phtd
展开	phth
展出	phue
展会	phvf
殿堂	phwn
居功自傲	pijt
耳边	pijz
耳机	pimw
陈词滥调	pisi
尸体	pitm
耳朵	piwm
尾巴	pjdl
局部	pjdo
防不胜防	pjdp
属于	pjfi
局势	pjfx
陌生	pjjl
局面	pjjq
局长	pjki
尾声	pjld
卫生间	pjnb
属实	pjnd
局限	pjpe
局促	pjto
属性	pjyj
农户	pkdp
农技	pkfx
农贸	pkgd
农药	pkhw
农历	pkjj
取长补短	pkjl
农场	pklz
农林	pkmm
农机	pkmw
农村	pkmx
农家	pknx
农民	pkpt
农田	pkqi
农行	pksf
农资	pkvr
农业	pkwt
耻辱	pljf
局域网	plnx
随机应变	pmjd
阿根廷	pmjl
尽量	pnbt
迟早	pnbx
尽早	pnbx
尽头	pndd
刷新	pndm
昼夜	pndt
耳闻目睹	pngg
尺度	pnjh
尽力	pnji
迟延	pnjl
屡见不鲜	pnjr
院长	pnki
尽管	pnkn
尽责	pnlb
院士	pnli
刷卡	pnly
院校	pnmd
迟迟	pnpn
尽职	pnpo
陀螺	pnqq
阿富汗	pnsf
迟到	pntg
迟疑	pntl
展览会	pnvf
迟钝	pnvt
迟缓	pnwj
尺寸	pnxd
尽情	pnyl
尽快	pnyz
院子	pnzi
职务	poaj
避难	poat
壁挂	pofl
职能	pogd
壁垒	pogg
职称	pohr
避讳	poif
职工	poii
职责	polb
职场	polz
职权	poma
职员	poob
职别	pooj
随叫随到	popt
避免	poro
譬如	poro
职位	potd
避开	poth
壁纸	powc
职业	powt
避风	powx
避孕	pozj
耽搁	ppfn
耿耿于怀	ppfy
耽误	ppio
隐隐约约	ppww
阻碍	pqcb
阻击	pqfu
阻拦	pqfv
阻挡	pqfw
阻挠	pqfx
阻力	pqji
阻止	pqli
阻塞	pqnf
隐晦	prbl
随身携带	prfh
隐瞒	prgh
隐私	prhg
隐藏	prhk
隐蔽	prhv
陷入	prjn
陷害	prnf
随身听	proj
隐患	proo
陷阱	prpf
隐居	prpx
隐身	prri
隐形	prth
尽如人意	prvd
隐含	prvj
隐约	prws
犀利	pshn
履历	psjj
履行	pssf
陶醉	psud
陶冶	psvg
陶瓷	psvr
随波逐流	psxs
卫星	ptbj
附则	ptbn
卫冕	ptbr
陕西	ptci
陕西省	ptcm
民意	ptdb
民主	ptde
民族	ptdh
隔离	ptdx
附录	ptes
阿拉	ptfd
尽可能	ptgd
民兵	ptgv
民营	pthn
附带	pthn
附和	ptho
民警	pths
陈旧	ptib
民工	ptii
附设	ptiw
陈设	ptiw
附近	ptjj
附近	ptjk
卫生	ptjl
民生	ptjl
附加	ptjo
民办	ptjv
卫视	ptjy
卫士	ptli
附表	ptlk
陈述	ptmd
民间	ptnb
隔阂	ptnd
民用	ptnf
民航	ptns
聊天室	ptnt
附中	ptoi
附属	ptpj
隔壁	ptpo
附图	ptqa
民国	ptqe
阿姨	ptrt
民法	ptsl
陈列	pttd
屋顶	pttj
附件	pttk
民政	pttl
民歌	ptto
民事	ptto
民俗	pttv
民心	ptui
民众	ptvv
隔绝	ptwr
民风	ptwx
附有	ptxd
隔断	ptxl
民情	ptyl
屋子	ptzi
居心叵测	pucs
屈服	pudp
屁股	pudw
屈辱	pujf
屈原	pujg
层出不穷	pujn
随心所欲	pujv
陛下	puty
联欢	pvar
聪明	pvbd
联盟	pvbd
险要	pvcr
除夕	pvdi
联通	pvdn
联名	pvdo
除外	pvdy
除非	pven
取决于	pvfi
联邦	pvfp
阶段	pvft
坠毁	pvgi
屏幕	pvhb
联营	pvhn
屏蔽	pvhv
联谊	pvin
联手	pvjf
除了	pvji
阶段	pvji
阶段	pvjk
联袂	pvjk
联系人	pvjv
联系	pvjw
队长	pvki
除去	pvlg
联想	pvmg
联军	pvnc
除非	pvne
联赛	pvnf
联网	pvnx
队员	pvob
聆听	pvoj
屏障	pvpd
阶层	pvpf
联展	pvph
联合国	pvqe
联姻	pvrq
队形	pvth
屏保	pvto
队伍	pvtw
险恶	pvtw
联合会	pvvf
隧道	pvvj
联合	pvvt
联众	pvvv
联络	pvwa
阶级	pvwj
队友	pvxa
农业部	pwdo
随处	pxay
剧照	pxbd
随时	pxbx
随意	pxdb
居多	pxdd
剧变	pxdm
居然	pxdy
随之	pxdz
随即	pxeg
居于	pxfi
堕落	pxhs
随手	pxjf
随后	pxjj
随笔	pxkj
随地	pxlc
剧增	pxlv
防火墙	pxlx
剧场	pxlz
剧本	pxmt
随机	pxmw
随同	pxnt
居室	pxnt
居家	pxnx
剧院	pxpn
居民	pxpt
屡屡	pxpx
随身	pxri
居住	pxtd
剧烈	pxtd
随便	pxtt
随心	pxui
居心	pxui
随着	pxvf
屡次	pxvr
剧组	pxwq
随风	pxwx
耿直	pxxq
剧情	pxyl
鹤发童颜	pydd
屠宰	pynd
屠杀	pyxm
阿弥陀佛	pzpt
图章	qadb
图文	qadx
图示	qafm
图谋	qaih
图库	qajc
图书	qajj
图书馆	qajr
图片	qaki
图表	qalk
图标	qamf
图样	qamv
图案	qanr
国务院	qapn
图解	qard
图象	qaro
略微	qase
图形	qath
图画	qatq
图像	qatr
图例	qatt
图纸	qawc
略有	qaxd
遗弃	qbdg
